,Model,dataset,Replacement Strategy,accuracy,time,features
134,Decision Trees,bikehourly,Gaussian,99.83068687,0.15299,12
135,Decision Trees,bikehourly,Copula,99.83068678,0.135944,12
136,Decision Trees,blood,Separate models,99.74773048,0.04596805573,4
137,Decision Trees,blood,Zero,80.36843796043851,1.249369339e-05,4
138,Decision Trees,blood,Mean,91.0884663,1.284756641e-05,4
139,Decision Trees,blood,Uniform,80.36843796043851,0.0001238920553,4
140,Decision Trees,blood,Marginal,99.74773046,0.00036449999999999997,4
141,Decision Trees,blood,Conditional,99.74773055,0.008136,4
142,Decision Trees,blood,Gaussian,99.7477301,0.006771,4
143,Decision Trees,blood,Copula,99.74773047,0.006509,4
144,Decision Trees,boston,Separate models,96.44844801,146.0260315,13
145,Decision Trees,boston,Zero,80.36843796043851,3.012905578e-05,13
146,Decision Trees,boston,Mean,96.45160204,3.034925746e-05,13
147,Decision Trees,boston,Uniform,80.36843796043851,0.00108707679,13
148,Decision Trees,boston,Marginal,96.44844807,0.0123805,13
149,Decision Trees,boston,Conditional,96.4484481,0.197825,13
150,Decision Trees,boston,Gaussian,96.38448473,0.314216,13
151,Decision Trees,boston,Copula,96.44844847,0.314216,13
152,Decision Trees,brainweight,Separate models,98.52366254,0.03018260002,3
153,Decision Trees,brainweight,Zero,80.36843796043851,1.135008245e-05,3
154,Decision Trees,brainweight,Mean,99.33963322,1.164403143e-05,3
155,Decision Trees,brainweight,Uniform,80.36843796043851,2.922116352e-05,3
156,Decision Trees,brainweight,Marginal,98.52366254,0.0002666,3
157,Decision Trees,brainweight,Conditional,98.5236626,0.005526,3
158,Decision Trees,brainweight,Gaussian,98.5236627,0.005079,3
159,Decision Trees,brainweight,Copula,98.52366263,0.00509,3
160,Decision Trees,californiahousing,Separate models,99.82949276,126.3813062,8
161,Decision Trees,californiahousing,Zero,86.42046583,2.045999151e-05,8
162,Decision Trees,californiahousing,Mean,80.36843796043851,2.1282882399999996e-05,8
163,Decision Trees,californiahousing,Uniform,94.33405171,0.001285091321,8
164,Decision Trees,californiahousing,Marginal,98.90057634,0.00077445,8
165,Decision Trees,californiahousing,Conditional,98.90057641,0.015699,8
166,Decision Trees,californiahousing,Gaussian,98.90057618,0.016989,8
167,Decision Trees,californiahousing,Copula,98.90057623,0.017051,8
168,Decision Trees,cancer,Separate models,99.97242124,3.574584246,9
169,Decision Trees,cancer,Zero,80.36843796043851,2.183995416e-05,9
170,Decision Trees,cancer,Mean,98.59957435,2.18714655e-05,9
171,Decision Trees,cancer,Uniform,80.36843796043851,0.0008862178469,9
172,Decision Trees,cancer,Marginal,99.97242123,0.0009194000000000001,9
173,Decision Trees,cancer,Conditional,99.97242127,0.015699,9
174,Decision Trees,cancer,Gaussian,99.97242131,0.020408,9
175,Decision Trees,cancer,Copula,99.9724212,0.019361,9
176,Decision Trees,casp,Separate models,99.75508681,1001.450549,9
177,Decision Trees,casp,Zero,82.25984494,2.2768692539999996e-05,9
178,Decision Trees,casp,Mean,96.74374562,2.3412437149999998e-05,9
179,Decision Trees,casp,Uniform,80.36843796043851,0.00155583606,9
180,Decision Trees,casp,Marginal,99.78079599,0.0013164000000000001,9
181,Decision Trees,casp,Conditional,99.78079602,0.022457,9
182,Decision Trees,casp,Gaussian,99.78079593,0.025127,9
183,Decision Trees,casp,Copula,99.780796,0.024311,9
184,Decision Trees,chanceadmit,Separate models,99.98906789,0.6613576412,7
185,Decision Trees,chanceadmit,Zero,80.36843796043851,1.76539385e-05,7
186,Decision Trees,chanceadmit,Mean,80.36843796043851,1.818698464e-05,7
187,Decision Trees,chanceadmit,Uniform,80.36843796043851,0.00014681614709999999,7
188,Decision Trees,chanceadmit,Marginal,99.98906789,0.0004168,7
189,Decision Trees,chanceadmit,Conditional,99.98906791,0.008592,7
190,Decision Trees,chanceadmit,Gaussian,99.98906792,0.008082,7
191,Decision Trees,chanceadmit,Copula,99.98906791,0.008096,7
192,Decision Trees,chickweight,Separate models,99.37139089,0.01521110535,3
193,Decision Trees,chickweight,Zero,80.36843796043851,1.1396482979999999e-05,3
194,Decision Trees,chickweight,Mean,98.75116284,1.1392188949999998e-05,3
195,Decision Trees,chickweight,Uniform,91.95485509,7.246668301e-05,3
196,Decision Trees,chickweight,Marginal,99.37139089,0.0004179,3
197,Decision Trees,chickweight,Conditional,99.37139087,0.006834,3
198,Decision Trees,chickweight,Gaussian,99.37139092,0.006471,3
199,Decision Trees,chickweight,Copula,99.37139091,0.006394,3
200,Decision Trees,cms,Separate models,99.75549586,2.983518362,8
201,Decision Trees,cms,Zero,80.36843796043851,1.9577915020000002e-05,8
202,Decision Trees,cms,Mean,99.05539854,1.990582004e-05,8
203,Decision Trees,cms,Uniform,80.36843796043851,0.001123012662,8
204,Decision Trees,cms,Marginal,99.18789479,0.00079545,8
205,Decision Trees,cms,Conditional,99.18789479,0.014809,8
206,Decision Trees,cms,Gaussian,99.18789524,0.017278,8
207,Decision Trees,cms,Copula,99.18789491,0.016455,8
208,Decision Trees,computer,Separate models,97.91659206,0.5619831085,7
209,Decision Trees,computer,Zero,59.34575593,1.7942242e-05,7
210,Decision Trees,computer,Mean,87.7981005,1.786967982e-05,7
211,Decision Trees,computer,Uniform,80.36843796043851,0.0001667681604,7
212,Decision Trees,computer,Marginal,97.91659206,0.0003388,7
213,Decision Trees,computer,Conditional,97.91659232,0.009991,7
214,Decision Trees,computer,Gaussian,97.91659304,0.007079,7
215,Decision Trees,computer,Copula,97.91659225,0.00703,7
216,Decision Trees,concrete,Separate models,99.75549586,2.998391628,8
217,Decision Trees,concrete,Zero,80.36843796043851,1.941373131e-05,8
218,Decision Trees,concrete,Mean,99.05539854,1.9544370250000002e-05,8
219,Decision Trees,concrete,Uniform,80.36843796043851,0.0011152004980000002,8
220,Decision Trees,concrete,Marginal,99.18789479,0.000767,8
221,Decision Trees,concrete,Conditional,99.18789479,0.015398,8
222,Decision Trees,concrete,Gaussian,99.18789524,0.014751,8
223,Decision Trees,concrete,Copula,99.18789491,0.016375,8
224,Decision Trees,const-maint,Separate models,99.94960947,0.03307461739,4
225,Decision Trees,const-maint,Zero,77.77777778,1.412933523e-05,4
226,Decision Trees,const-maint,Mean,77.77777778,1.4322020789999999e-05,4
227,Decision Trees,const-maint,Uniform,77.77777778,4.804329439e-06,4
228,Decision Trees,const-maint,Marginal,99.94960947,0.00021995,4
229,Decision Trees,const-maint,Conditional,99.94960951,0.004658,4
230,Decision Trees,const-maint,Gaussian,99.94960946,0.004089,4
231,Decision Trees,const-maint,Copula,99.94960951,0.00413,4
232,Decision Trees,country-data,Separate models,99.754578,4.938846827,9
233,Decision Trees,country-data,Zero,52.10953634,2.188631466e-05,9
234,Decision Trees,country-data,Mean,96.9752183,2.1357919489999998e-05,9
235,Decision Trees,country-data,Uniform,52.10953634,0.0002212408611,9
236,Decision Trees,country-data,Marginal,99.754578,0.00063515,9
237,Decision Trees,country-data,Conditional,99.75457812,0.012326,9
238,Decision Trees,country-data,Gaussian,99.75457804,0.014342,9
239,Decision Trees,country-data,Copula,99.75457793,0.01402,9
240,Decision Trees,crab,Separate models,99.92732568,12.92065239,8
241,Decision Trees,crab,Zero,80.36843796043851,1.9906715910000002e-05,8
242,Decision Trees,crab,Mean,84.50128502,2.04093962e-05,8
243,Decision Trees,crab,Uniform,80.36843796043851,0.0010926886870000002,8
244,Decision Trees,crab,Marginal,99.97268665,0.0007955,8
245,Decision Trees,crab,Conditional,99.97268666,0.015634,8
246,Decision Trees,crab,Gaussian,99.97268677,0.017321,8
247,Decision Trees,crab,Copula,99.97268674,0.017674,8
248,Decision Trees,cust,Separate models,97.4671383,2.861197948,8
249,Decision Trees,cust,Zero,80.36843796043851,1.994267053e-05,8
250,Decision Trees,cust,Mean,99.95981017,1.969990781e-05,8
251,Decision Trees,cust,Uniform,80.36843796043851,0.0009142373443,8
252,Decision Trees,cust,Marginal,97.46713827,0.0007499,8
253,Decision Trees,cust,Conditional,97.46713846,0.014351,8
254,Decision Trees,cust,Gaussian,97.46713753,0.01479,8
255,Decision Trees,cust,Copula,97.46713836,0.014786,8
256,Decision Trees,diabetes,Separate models,99.40742823,2.760393143,8
257,Decision Trees,diabetes,Zero,75.08439513,1.9511641480000002e-05,8
258,Decision Trees,diabetes,Mean,94.67103501,2.007758524e-05,8
259,Decision Trees,diabetes,Uniform,63.06799009,0.001025692351,8
260,Decision Trees,diabetes,Marginal,99.40742827,0.0006758000000000001,8
261,Decision Trees,diabetes,Conditional,99.40742822,0.01382,8
262,Decision Trees,diabetes,Gaussian,99.40742827,0.014192,8
263,Decision Trees,diabetes,Copula,99.40742826,0.013895,8
264,Decision Trees,diamond,Separate models,99.99970382,2.576568842,7
265,Decision Trees,diamond,Zero,80.36843796043851,1.803547686e-05,7
266,Decision Trees,diamond,Mean,97.49600888,1.828083125e-05,7
267,Decision Trees,diamond,Uniform,89.83009909,0.001097272179,7
268,Decision Trees,diamond,Marginal,99.55726842,0.00060715,7
269,Decision Trees,diamond,Conditional,99.55726844,0.011797,7
270,Decision Trees,diamond,Gaussian,99.55726868,0.014133,7
271,Decision Trees,diamond,Copula,99.55726841,0.012038,7
272,Decision Trees,diamonds_filter,Separate models,99.08631219,0.0464963913,4
273,Decision Trees,diamonds_filter,Zero,80.36843796043851,1.268844412e-05,4
274,Decision Trees,diamonds_filter,Mean,85.61433255,1.294874182e-05,4
275,Decision Trees,diamonds_filter,Uniform,93.90523249,0.00010270191439999999,4
276,Decision Trees,diamonds_filter,Marginal,99.08631221,0.0003725,4
277,Decision Trees,diamonds_filter,Conditional,99.08631224,0.00691,4
278,Decision Trees,diamonds_filter,Gaussian,99.08631205,0.006189,4
279,Decision Trees,diamonds_filter,Copula,99.08631197,0.006837,4
280,Decision Trees,diamonds_select,Separate models,99.96763378,0.05955934525,4
281,Decision Trees,diamonds_select,Zero,80.36843796043851,1.2542984699999999e-05,4
282,Decision Trees,diamonds_select,Mean,80.36843796043851,1.318318916e-05,4
283,Decision Trees,diamonds_select,Uniform,73.9681312,0.0001564421553,4
284,Decision Trees,diamonds_select,Marginal,99.96763378,0.00042760000000000004,4
285,Decision Trees,diamonds_select,Conditional,99.96763377,0.013312,4
286,Decision Trees,diamonds_select,Gaussian,99.96763384,0.008783,4
287,Decision Trees,diamonds_select,Copula,99.96763385,0.008772,4
288,Decision Trees,economics,Separate models,98.49639355,0.05400443077,4
289,Decision Trees,economics,Zero,80.36843796043851,1.2679012200000001e-05,4
290,Decision Trees,economics,Mean,94.64112201,1.2671044e-05,4
291,Decision Trees,economics,Uniform,80.36843796043851,0.00010095875390000001,4
292,Decision Trees,economics,Marginal,98.49639355,0.0003273,4
293,Decision Trees,economics,Conditional,98.4963938,0.006787,4
294,Decision Trees,economics,Gaussian,98.49639449,0.006539,4
295,Decision Trees,economics,Copula,98.49639396,0.006765,4
296,Decision Trees,employee,Separate models,99.65002665,16.96482038,9
297,Decision Trees,employee,Zero,83.78649435,2.196846586e-05,9
298,Decision Trees,employee,Mean,93.94619354,2.1903789399999998e-05,9
299,Decision Trees,employee,Uniform,97.41408838,0.0014210655670000001,9
300,Decision Trees,employee,Marginal,99.72330424,0.0013599999999999999,9
301,Decision Trees,employee,Conditional,99.72330421,0.021231,9
302,Decision Trees,employee,Gaussian,99.72330439,0.024946,9
303,Decision Trees,employee,Copula,99.72330448,0.023993,9
304,Decision Trees,energy,Separate models,99.99124561,4.167325497,9
305,Decision Trees,energy,Zero,80.36843796043851,2.1610973389999996e-05,9
306,Decision Trees,energy,Mean,93.83167115,2.132664515e-05,9
307,Decision Trees,energy,Uniform,80.36843796043851,0.0009874401331,9
308,Decision Trees,energy,Marginal,99.99124561,0.0021977,9
309,Decision Trees,energy,Conditional,99.99124561,0.019052,9
310,Decision Trees,energy,Gaussian,99.99124565,0.022411,9
311,Decision Trees,energy,Copula,99.99124562,0.021636,9
312,Decision Trees,energy_cool,Separate models,99.97488376,1.530465364,8
313,Decision Trees,energy_cool,Zero,80.36843796043851,1.951363143e-05,8
314,Decision Trees,energy_cool,Mean,80.36843796043851,1.92597438e-05,8
315,Decision Trees,energy_cool,Uniform,80.36843796043851,0.001081872835,8
316,Decision Trees,energy_cool,Marginal,99.97488376,0.00067305,8
317,Decision Trees,energy_cool,Conditional,99.97488376,0.011694,8
318,Decision Trees,energy_cool,Gaussian,99.97488381,0.013983,8
319,Decision Trees,energy_cool,Copula,99.97488378,0.014356,8
320,Decision Trees,energy_heat,Separate models,99.9677927,1.544126034,8
321,Decision Trees,energy_heat,Zero,80.36843796043851,2.021870275e-05,8
322,Decision Trees,energy_heat,Mean,80.36843796043851,1.954177233e-05,8
323,Decision Trees,energy_heat,Uniform,56.0860016,0.0008440777349000001,8
324,Decision Trees,energy_heat,Marginal,99.9677927,0.0006669,8
325,Decision Trees,energy_heat,Conditional,99.96779271,0.013677,8
326,Decision Trees,energy_heat,Gaussian,99.96779282,0.014701,8
327,Decision Trees,energy_heat,Copula,99.96779275,0.013925,8
328,Decision Trees,forest,Separate models,99.74294669,67.73447943,12
329,Decision Trees,forest,Zero,99.75282424,2.7984819910000003e-05,12
330,Decision Trees,forest,Mean,91.96993881,2.83557072e-05,12
331,Decision Trees,forest,Uniform,98.8882505,0.0007798469234,12
332,Decision Trees,forest,Marginal,99.74294669,0.0044778,12
333,Decision Trees,forest,Conditional,99.74294665,0.0762,12
334,Decision Trees,forest,Gaussian,99.74294709,0.085929,12
335,Decision Trees,forest,Copula,99.74294712,0.108307,12
336,Decision Trees,forestfire,Separate models,99.72113704,73.38495302,12
337,Decision Trees,forestfire,Zero,96.85592694,3.018345749e-05,12
338,Decision Trees,forestfire,Mean,91.88444385,2.851560102e-05,12
339,Decision Trees,forestfire,Uniform,91.57956513,0.0009184211278,12
340,Decision Trees,forestfire,Marginal,99.72113705,0.0056831,12
341,Decision Trees,forestfire,Conditional,99.72113701,0.108484,12
342,Decision Trees,forestfire,Gaussian,99.7211374,0.107057,12
343,Decision Trees,forestfire,Copula,99.72113748,0.110022,12
344,Decision Trees,france,Separate models,99.64317821,11.08232903,7
345,Decision Trees,france,Zero,80.36843796043851,1.8111843050000002e-05,7
346,Decision Trees,france,Mean,57.15323507,1.858623823e-05,7
347,Decision Trees,france,Uniform,80.36843796043851,0.0009106619978,7
348,Decision Trees,france,Marginal,99.15430081,0.00059135,7
349,Decision Trees,france,Conditional,99.15430109,0.011776,7
350,Decision Trees,france,Gaussian,99.15429311,0.012038,7
351,Decision Trees,france,Copula,99.15429869,0.012387,7
352,Decision Trees,friedman,Separate models,99.02177663,53.60337043,9
353,Decision Trees,friedman,Zero,80.36843796043851,2.195122748e-05,9
354,Decision Trees,friedman,Mean,55.72224197,2.345213023e-05,9
355,Decision Trees,friedman,Uniform,77.31633878,0.001388462739,9
356,Decision Trees,friedman,Marginal,99.06283839,0.00135315,9
357,Decision Trees,friedman,Conditional,99.06283842,0.022215,9
358,Decision Trees,friedman,Gaussian,99.06283872,0.025776,9
359,Decision Trees,friedman,Copula,99.06283842,0.025749,9
360,Decision Trees,germany,Separate models,99.93943273,12.96538973,7
361,Decision Trees,germany,Zero,80.36843796043851,1.906035886e-05,7
362,Decision Trees,germany,Mean,72.18641168,1.868354913e-05,7
363,Decision Trees,germany,Uniform,99.23107233,0.0009951648378,7
364,Decision Trees,germany,Marginal,98.93327916,0.0006531,7
365,Decision Trees,germany,Conditional,98.93327918,0.012238,7
366,Decision Trees,germany,Gaussian,98.93327813,0.012613,7
367,Decision Trees,germany,Copula,98.93327913,0.01227,7
368,Decision Trees,glass,Separate models,99.9854169,3.651620388,9
369,Decision Trees,glass,Zero,80.36843796043851,2.135720052e-05,9
370,Decision Trees,glass,Mean,99.32710537,2.165438424e-05,9
371,Decision Trees,glass,Uniform,99.88116121,0.0002854663923,9
372,Decision Trees,glass,Marginal,99.9854169,0.00065745,9
373,Decision Trees,glass,Conditional,99.98541691,0.01274,9
374,Decision Trees,glass,Gaussian,99.98541687,0.013033,9
375,Decision Trees,glass,Copula,99.98541691,0.012887,9
376,Decision Trees,heart_disease,Separate models,99.97001197,95.87387586,13
377,Decision Trees,heart_disease,Zero,80.36843796043851,3.072354529e-05,13
378,Decision Trees,heart_disease,Mean,99.82855297,2.9884841710000002e-05,13
379,Decision Trees,heart_disease,Uniform,65.10671963,0.0005621740262,13
380,Decision Trees,heart_disease,Marginal,99.97001196,0.007032399999999999,13
381,Decision Trees,heart_disease,Conditional,99.97001197,0.152007,13
382,Decision Trees,heart_disease,Gaussian,99.97001206,0.186797,13
383,Decision Trees,heart_disease,Copula,99.97001197,0.175946,13
384,Decision Trees,heartage,Separate models,99.94666681,372.7496593,13
385,Decision Trees,heartage,Zero,43.48000294,3.1241612e-05,13
386,Decision Trees,heartage,Mean,56.00543783,3.072701801e-05,13
387,Decision Trees,heartage,Uniform,99.57912542,0.0012357785029999998,13
388,Decision Trees,heartage,Marginal,99.70294,0.02516395,13
389,Decision Trees,heartage,Conditional,99.70294002,0.503279,13
390,Decision Trees,heartage,Gaussian,99.70194,0.503279,13
391,Decision Trees,heartage,Copula,99.70114002,0.503279,13
392,Decision Trees,heartfailure,Separate models,95.76336313,61.29696655,12
393,Decision Trees,heartfailure,Zero,42.43973589,2.868259796e-05,12
394,Decision Trees,heartfailure,Mean,80.36843796043851,2.841296822e-05,12
395,Decision Trees,heartfailure,Uniform,97.32986392,0.0005555362099,12
396,Decision Trees,heartfailure,Marginal,95.76336318,0.0039796499999999995,12
397,Decision Trees,heartfailure,Conditional,95.76336279,0.08434,12
398,Decision Trees,heartfailure,Gaussian,95.76336294,0.101954,12
399,Decision Trees,heartfailure,Copula,95.76336352,0.090878,12
400,Decision Trees,housing,Separate models,99.16049515,159.3409617,13
401,Decision Trees,housing,Zero,80.36843796043851,2.9770899680000002e-05,13
402,Decision Trees,housing,Mean,96.35923787,3.109443687e-05,13
403,Decision Trees,housing,Uniform,80.36843796043851,0.0009427627087,13
404,Decision Trees,housing,Marginal,96.35923788,0.017338899999999997,13
405,Decision Trees,housing,Conditional,96.35923795,0.193628,13
406,Decision Trees,housing,Gaussian,96.35923782,0.503504,13
407,Decision Trees,housing,Copula,96.35923782,0.503504,13
408,Decision Trees,htwtindex,Separate models,99.56424164,0.021048069,3
409,Decision Trees,htwtindex,Zero,80.36843796043851,1.126326937e-05,3
410,Decision Trees,htwtindex,Mean,80.36843796043851,1.083756938e-05,3
411,Decision Trees,htwtindex,Uniform,80.36843796043851,6.5833833e-05,3
412,Decision Trees,htwtindex,Marginal,99.56424164,0.0003305,3
413,Decision Trees,htwtindex,Conditional,99.56424163,0.008038,3
