,Model,dataset,Replacement Strategy,accuracy,time,features
462,Linear Regression,diabetes,Gaussian,99.73237646,0.01473,8
463,Linear Regression,diabetes,Mean,99.73237655,1.63326958e-05,8
465,Linear Regression,diabetes,Separate models,99.73237655,21.29355717,8
466,Linear Regression,diabetes,Uniform,98.00631017,0.0014000810669999998,8
467,Linear Regression,diabetes,Zero,86.91839960271895,1.634125634e-05,8
468,Linear Regression,energy_cool,Conditional,98.37748725,0.014546,8
469,Linear Regression,energy_cool,Marginal,97.842231,0.0005561499999999999,8
470,Linear Regression,energy_cool,Copula,98.4324823,0.01534,8
471,Linear Regression,energy_cool,Gaussian,98.4329889,0.016694,8
472,Linear Regression,energy_cool,Mean,97.46438376,1.7260697880000002e-05,8
474,Linear Regression,energy_cool,Separate models,99.88986762,9.822095156,8
475,Linear Regression,energy_cool,Uniform,98.00631017,0.001762208161,8
476,Linear Regression,energy_cool,Zero,86.91839960271895,1.625328552e-05,8
477,Linear Regression,energy_heat,Conditional,98.0193931,0.014444,8
478,Linear Regression,energy_heat,Marginal,97.1782633,0.00051105,8
479,Linear Regression,energy_heat,Copula,98.1234149,0.0148,8
480,Linear Regression,energy_heat,Gaussian,98.231312,0.015161,8
481,Linear Regression,energy_heat,Mean,98.08819503,1.788666868e-05,8
483,Linear Regression,energy_heat,Separate models,99.8383614,15.6016252,8
484,Linear Regression,energy_heat,Uniform,98.00631017,0.001763206439,8
485,Linear Regression,energy_heat,Zero,86.91839960271895,1.6610312649999997e-05,8
486,Linear Regression,prostate,Conditional,96.40906599,0.009983,8
487,Linear Regression,prostate,Copula,96.40906653,0.00849,8
488,Linear Regression,prostate,Gaussian,96.40906594,0.008727,8
489,Linear Regression,prostate,Marginal,96.40906575,0.022326021485,8
490,Linear Regression,prostate,Mean,96.40906575,1.702077461e-05,8
492,Linear Regression,prostate,Separate models,98.40906575,6.93450284,8
493,Linear Regression,prostate,Uniform,97.1782633,0.000126788161,8
494,Linear Regression,prostate,Zero,86.91839960271895,1.687129339e-05,8
495,Linear Regression,rentals,Conditional,99.99970076,0.015562,8
496,Linear Regression,rentals,Marginal,98.42123444,0.0006211999999999999,8
497,Linear Regression,rentals,Copula,99.99970076,0.016765,8
498,Linear Regression,rentals,Gaussian,99.99970076,0.016912,8
499,Linear Regression,rentals,Mean,99.99970076,1.728285443e-05,8
501,Linear Regression,rentals,Separate models,99.84459086,26.29818392,8
502,Linear Regression,rentals,Uniform,97.1782633,0.001676705279,8
503,Linear Regression,rentals,Zero,86.91839960271895,1.6504034849999998e-05,8
504,Linear Regression,wage,Marginal,99.65056851,0.000617107,8
505,Linear Regression,wage,Conditional,99.9501809,0.015144,8
506,Linear Regression,wage,Copula,99.9501809,0.017489,8
507,Linear Regression,wage,Gaussian,99.95018091,0.01778,8
508,Linear Regression,wage,Mean,99.65056851,1.76402222e-05,8
510,Linear Regression,wage,Separate models,99.9971534,21.99009371,8
511,Linear Regression,wage,Uniform,98.42123444,0.001864185934,8
512,Linear Regression,wage,Zero,86.91839960271895,1.691617388e-05,8
513,Linear Regression,cancer,Conditional,99.40187779,0.01905,9
514,Linear Regression,cancer,Marginal,98.234424,0.00066172,9
515,Linear Regression,cancer,Copula,99.40187736,0.020888,9
516,Linear Regression,cancer,Gaussian,99.40187768,0.034357,9
517,Linear Regression,cancer,Mean,71.82505677,1.6599017959999998e-05,9
519,Linear Regression,cancer,Separate models,99.94018776,46.65263653,9
520,Linear Regression,cancer,Uniform,98.42123444,0.00182553721,9
521,Linear Regression,cancer,Zero,86.91839960271895,1.647481876e-05,9
522,Linear Regression,casp,Conditional,99.47204022,0.021933,9
523,Linear Regression,casp,Marginal,99.23948,0.0008728599999999999,9
524,Linear Regression,casp,Copula,99.4720402,0.029342,9
525,Linear Regression,casp,Gaussian,99.47204022,0.037735,9
526,Linear Regression,casp,Mean,98.64657512,1.928855434e-05,9
528,Linear Regression,casp,Separate models,99.98508279,211.5249288,9
529,Linear Regression,casp,Uniform,98.64657512,0.0018316859649999998,9
530,Linear Regression,casp,Zero,53.27393052,1.917341984e-05,9
531,Linear Regression,country-data,Conditional,99.82472179,0.013683,9
532,Linear Regression,country-data,Copula,99.82472168,0.012599,9
533,Linear Regression,country-data,Gaussian,99.82472165,0.014666,9
534,Linear Regression,country-data,Marginal,99.82472172,0.025893758025,9
535,Linear Regression,country-data,Mean,99.82472172,1.985843693e-05,9
537,Linear Regression,country-data,Separate models,99.82472172,23.09231925,9
538,Linear Regression,country-data,Uniform,99.82173021,0.00039080796070000004,9
539,Linear Regression,country-data,Zero,86.91839960271895,1.849438463e-05,9
540,Linear Regression,employee,Marginal,94.76829034,0.0008449465,9
541,Linear Regression,employee,Conditional,97.33646056,0.020062,9
542,Linear Regression,employee,Copula,97.33646018,0.026097,9
543,Linear Regression,employee,Gaussian,97.3364604,0.025549,9
544,Linear Regression,employee,Mean,98.67841081,1.941296549e-05,9
546,Linear Regression,employee,Separate models,99.7298575,64.4059124,9
547,Linear Regression,employee,Uniform,97.42255446,0.0018305838750000002,9
548,Linear Regression,employee,Zero,94.91898702,1.78314628e-05,9
549,Linear Regression,energy,Conditional,90.24112313,0.019948,9
550,Linear Regression,energy,Marginal,87.7827246,0.000721045,9
551,Linear Regression,energy,Copula,89.41100661,0.022179,9
552,Linear Regression,energy,Gaussian,89.41100661,0.022386,9
553,Linear Regression,energy,Mean,99.92549835,1.945197113e-05,9
555,Linear Regression,energy,Separate models,99.90519275,53.15302801,9
556,Linear Regression,energy,Uniform,97.42255446,0.001922893758,9
557,Linear Regression,energy,Zero,87.06517029,1.776058843e-05,9
558,Linear Regression,friedman,Conditional,99.69388774,0.022334,9
559,Linear Regression,friedman,Marginal,98.129033,0.0008716049999999999,9
560,Linear Regression,friedman,Copula,99.69388774,0.0261,9
561,Linear Regression,friedman,Gaussian,99.69388775,0.027681,9
562,Linear Regression,friedman,Mean,99.44909648,1.967958248e-05,9
564,Linear Regression,friedman,Separate models,99.09179261,66.16896963,9
565,Linear Regression,friedman,Uniform,86.91839960271895,0.001831373482,9
566,Linear Regression,friedman,Zero,86.91839960271895,1.8810301120000003e-05,9
567,Linear Regression,glass,Conditional,99.95778628,0.014276,9
568,Linear Regression,glass,Copula,99.95778616,0.013471,9
569,Linear Regression,glass,Gaussian,99.9577863,0.014013,9
570,Linear Regression,glass,Marginal,99.95778628,0.03136036732,9
571,Linear Regression,glass,Mean,99.95778628,1.941093257e-05,9
573,Linear Regression,glass,Separate models,99.95778628,25.3152132,9
574,Linear Regression,glass,Uniform,98.67841081,0.0005149916292999999,9
575,Linear Regression,glass,Zero,86.91839960271895,1.881334144e-05,9
576,Linear Regression,precip,Marginal,99.67765765,0.029360367320000004,9
577,Linear Regression,precip,Conditional,99.71938112,0.020505,9
578,Linear Regression,precip,Copula,99.6442317,0.025868,9
579,Linear Regression,precip,Gaussian,99.69923892,0.025627,9
580,Linear Regression,precip,Mean,99.50086474,2.1003896539999997e-05,9
582,Linear Regression,precip,Separate models,99.82040159,504.6734779,9
583,Linear Regression,precip,Uniform,98.67841081,0.001828929532,9
584,Linear Regression,precip,Zero,86.91839960271895,1.840201291e-05,9
585,Linear Regression,asia_gdp,Conditional,94.95467757,0.018771,10
586,Linear Regression,asia_gdp,Copula,94.9546771,0.017882,10
587,Linear Regression,asia_gdp,Gaussian,94.95467717,0.018529,10
588,Linear Regression,asia_gdp,Marginal,94.95467732,0.012423632825,10
589,Linear Regression,asia_gdp,Mean,94.95467732,2.288971628e-05,10
591,Linear Regression,asia_gdp,Separate models,94.95467732,36.20499206,10
592,Linear Regression,asia_gdp,Uniform,95.39017287,9.146617140000001e-05,10
593,Linear Regression,asia_gdp,Zero,86.91839960271895,2.1035841530000002e-05,10
594,Linear Regression,poker,Conditional,50.00270833,0.031353,10
595,Linear Regression,poker,Marginal,49.0,0.0013619595,10
596,Linear Regression,poker,Copula,50.00270841,0.071688,10
597,Linear Regression,poker,Gaussian,50.00270801,0.046249,10
598,Linear Regression,poker,Mean,92.91748792,1.934253086e-05,10
600,Linear Regression,poker,Separate models,99.24393659,131.2219272,10
601,Linear Regression,poker,Uniform,98.67841081,0.002267754591,10
602,Linear Regression,poker,Zero,86.91839960271895,1.812673338e-05,10
603,Linear Regression,possumbelly,Conditional,98.23564955,0.020698,10
604,Linear Regression,possumbelly,Copula,98.23564943,0.019522,10
605,Linear Regression,possumbelly,Gaussian,98.23564947,0.020171,10
606,Linear Regression,possumbelly,Marginal,98.23564931,0.028512934615000003,10
607,Linear Regression,possumbelly,Mean,98.23564931,2.0091193059999998e-05,10
609,Linear Regression,possumbelly,Separate models,98.23564931,29.33491302,10
610,Linear Regression,possumbelly,Uniform,95.02934974,0.0002293670995,10
611,Linear Regression,possumbelly,Zero,86.91839960271895,2.042034694e-05,10
612,Linear Regression,possumchest,Conditional,99.58686403,0.021785,10
613,Linear Regression,possumchest,Copula,99.58686395,0.01869,10
614,Linear Regression,possumchest,Gaussian,99.58686401,0.020188,10
615,Linear Regression,possumchest,Marginal,99.58686397,0.0235711595,10
616,Linear Regression,possumchest,Mean,99.58686397,2.038117817e-05,10
618,Linear Regression,possumchest,Separate models,99.58686397,31.95026946,10
619,Linear Regression,possumchest,Uniform,98.23564931,0.00022635490550000002,10
620,Linear Regression,possumchest,Zero,86.91839960271895,2.084105355e-05,10
621,Linear Regression,spending,Conditional,99.58686403,0.020101,10
622,Linear Regression,spending,Copula,99.58686395,0.018687,10
623,Linear Regression,spending,Gaussian,99.58686401,0.018974,10
624,Linear Regression,spending,Marginal,99.58686397,0.02748666661,10
625,Linear Regression,spending,Mean,99.58686397,2.1935122349999997e-05,10
627,Linear Regression,spending,Separate models,99.58686397,4.945343733,10
628,Linear Regression,spending,Uniform,99.24393659,0.00022070379940000002,10
629,Linear Regression,spending,Zero,86.91839960271895,2.20719065e-05,10
630,Linear Regression,telescope,Conditional,98.5215315,0.032196,10
631,Linear Regression,telescope,Marginal,98.21334,0.00134245,10
632,Linear Regression,telescope,Copula,98.52153139,0.0433,10
633,Linear Regression,telescope,Gaussian,98.52153141,0.036911,10
634,Linear Regression,telescope,Mean,99.14284754,2.117425023e-05,10
636,Linear Regression,telescope,Separate models,99.81983298,325.3934789,10
637,Linear Regression,telescope,Uniform,99.24393659,0.0022577884130000002,10
638,Linear Regression,telescope,Zero,86.91839960271895,1.940590685e-05,10
639,Linear Regression,bikedaily,Conditional,99.96999496,0.047563,11
640,Linear Regression,bikedaily,Marginal,99.21340004,0.019006000000000002,11
641,Linear Regression,bikedaily,Copula,99.96999497,0.115382,11
642,Linear Regression,bikedaily,Gaussian,99.96999495,0.062108,11
643,Linear Regression,bikedaily,Mean,99.96999496,2.226439389e-05,11
645,Linear Regression,bikedaily,Separate models,99.96999496,292.1027541,11
646,Linear Regression,bikedaily,Uniform,67.28158133,0.000738056941,11
647,Linear Regression,bikedaily,Zero,86.91839960271895,2.1961769780000002e-05,11
648,Linear Regression,hybrid,Conditional,92.01401437,0.034067,11
649,Linear Regression,hybrid,Copula,92.01401471,0.036588,11
650,Linear Regression,hybrid,Gaussian,92.01401399,0.035663,11
651,Linear Regression,hybrid,Marginal,92.01401386,0.034988773805,11
652,Linear Regression,hybrid,Mean,92.01401386,2.894135082e-05,11
654,Linear Regression,hybrid,Separate models,92.01401386,82.02021718,11
655,Linear Regression,hybrid,Uniform,91.97493345,0.0001359087252,11
656,Linear Regression,hybrid,Zero,86.91839960271895,2.16886109e-05,11
657,Linear Regression,migration,Conditional,93.93130931,0.037395,11
658,Linear Regression,migration,Marginal,92.01401386,0.034988773805,11
659,Linear Regression,migration,Copula,93.9313086,0.039621,11
660,Linear Regression,migration,Gaussian,93.93130936,0.039676,11
661,Linear Regression,migration,Mean,93.93471051,1.9787441599999998e-05,11
663,Linear Regression,migration,Separate models,93.93130835,104.1571412,11
664,Linear Regression,migration,Uniform,93.901272,0.0006628918058999999,11
665,Linear Regression,migration,Zero,94.88238139,2.00994603e-05,11
666,Linear Regression,mtcars,Conditional,87.1234992,0.03912,11
667,Linear Regression,mtcars,Marginal,85.23123,0.00139505,11
668,Linear Regression,mtcars,Copula,87.42882558,0.030416,11
669,Linear Regression,mtcars,Gaussian,87.42882733,0.060562,11
670,Linear Regression,mtcars,Mean,87.42882377,2.5153376840000002e-05,11
672,Linear Regression,mtcars,Separate models,87.42882377,10.91805601,11
673,Linear Regression,mtcars,Uniform,87.39875879,3.4597201780000004e-05,11
674,Linear Regression,mtcars,Zero,86.91839960271895,2.325014635e-05,11
675,Linear Regression,telecom,Copula,99.98565547,0.133564,11
676,Linear Regression,telecom,Conditional,98.93130931,0.037395,11
677,Linear Regression,telecom,Marginal,97.01401386,0.034988773805,11
678,Linear Regression,telecom,Gaussian,99.98565547,0.069122,11
679,Linear Regression,telecom,Mean,99.98565547,2.487304716e-05,11
681,Linear Regression,telecom,Separate models,99.98565547,367.3355927,11
682,Linear Regression,telecom,Uniform,99.440885,0.002353419461,11
683,Linear Regression,telecom,Zero,86.91839960271895,2.169617017e-05,11
684,Linear Regression,winequality,Conditional,99.96999496,0.047563,11
685,Linear Regression,winequality,Marginal,99.21340004,0.019006000000000002,11
686,Linear Regression,winequality,Copula,99.96619049,0.079779,11
687,Linear Regression,winequality,Gaussian,99.96619049,0.080039,11
688,Linear Regression,winequality,Mean,99.97898555,2.27969054e-05,11
690,Linear Regression,winequality,Separate models,99.98708925,377.9918594,11
691,Linear Regression,winequality,Uniform,99.20583839,0.001433759468,11
692,Linear Regression,winequality,Zero,86.91839960271895,2.161593148e-05,11
693,Linear Regression,winequality-red,Copula,99.99877828,0.126274,11
694,Linear Regression,winequality-red,Conditional,99.96999496,0.047563,11
695,Linear Regression,winequality-red,Marginal,99.21340004,0.019006000000000002,11
696,Linear Regression,winequality-red,Gaussian,99.99877828,0.067981,11
697,Linear Regression,winequality-red,Mean,99.78721769,2.1562850840000002e-05,11
699,Linear Regression,winequality-red,Separate models,99.99552499,308.1692157,11
700,Linear Regression,winequality-red,Uniform,99.57459138,0.0023515098810000003,11
701,Linear Regression,winequality-red,Zero,86.91839960271895,2.131281477e-05,11
702,Linear Regression,winequality-white,Copula,99.99994718,0.124826,11
703,Linear Regression,winequality-white,Gaussian,99.99994718,0.080136,11
704,Linear Regression,winequality-white,Conditional,99.96999496,0.047563,11
705,Linear Regression,winequality-white,Marginal,99.21340004,0.019006000000000002,11
706,Linear Regression,winequality-white,Mean,99.97923061,2.342562964e-05,11
708,Linear Regression,winequality-white,Separate models,99.9990158,365.0262015,11
709,Linear Regression,winequality-white,Uniform,99.99599911,0.0013542359779999999,11
710,Linear Regression,winequality-white,Zero,86.91839960271895,2.1065495230000003e-05,11
711,Linear Regression,adult,Copula,99.91787249,0.138703,12
712,Linear Regression,adult,Marginal,98.311894,0.00406465,12
713,Linear Regression,adult,Conditional,99.918913,0.11313,12
714,Linear Regression,adult,Gaussian,99.91787269,0.141517,12
715,Linear Regression,adult,Mean,98.91232245,2.4536544629999997e-05,12
717,Linear Regression,adult,Separate models,99.93138819,4675.967638,12
718,Linear Regression,adult,Uniform,96.05652155,0.0035236938499999997,12
719,Linear Regression,adult,Zero,86.91839960271895,2.3146195849999997e-05,12
720,Linear Regression,airquality,Copula,99.98375563,0.143682,12
721,Linear Regression,airquality,Gaussian,99.98375561,0.153376,12
722,Linear Regression,airquality,Marginal,98.311894,0.00406465,12
723,Linear Regression,airquality,Conditional,99.918913,0.11313,12
724,Linear Regression,airquality,Mean,99.90293813,2.330426736e-05,12
726,Linear Regression,airquality,Separate models,99.98086424,2260.937905,12
727,Linear Regression,airquality,Uniform,99.71230205,0.003676467071,12
728,Linear Regression,airquality,Zero,77.40396083,2.364721443e-05,12
729,Linear Regression,bikehourly,Copula,94.56083276,0.148305,12
730,Linear Regression,bikehourly,Marginal,92.311894,0.00406465,12
731,Linear Regression,bikehourly,Conditional,98.918913,0.11313,12
732,Linear Regression,bikehourly,Gaussian,94.5608329,0.161646,12
733,Linear Regression,bikehourly,Mean,99.79599534,2.3298653689999997e-05,12
735,Linear Regression,bikehourly,Separate models,99.94948976,927.149821,12
736,Linear Regression,bikehourly,Uniform,97.53095973,0.003518147247,12
737,Linear Regression,bikehourly,Zero,86.91839960271895,2.3258519899999997e-05,12
738,Linear Regression,forest,Copula,99.98235385,0.111593,12
739,Linear Regression,forest,Marginal,98.311894,0.00406465,12
740,Linear Regression,forest,Conditional,99.918913,0.11313,12
741,Linear Regression,forest,Gaussian,99.98235385,0.107257,12
742,Linear Regression,forest,Mean,99.98235385,2.3428138929999998e-05,12
744,Linear Regression,forest,Separate models,99.98235385,594.7040524,12
745,Linear Regression,forest,Uniform,99.95057541,0.0008916364837,12
746,Linear Regression,forest,Zero,71.93116196,2.4241229939999997e-05,12
747,Linear Regression,income,Conditional,98.8812,0.2445243,13
748,Linear Regression,income,Marginal,97.13455559,0.0056222500000000005,13
749,Linear Regression,income,Copula,97.98765384,0.28198,13
750,Linear Regression,income,Gaussian,97.98765392,0.267101,13
751,Linear Regression,income,Mean,53.06232435,2.424739346e-05,13
753,Linear Regression,income,Separate models,98.69492233,11200.50637,13
754,Linear Regression,income,Uniform,98.43905081,0.002998314648,13
755,Linear Regression,income,Zero,86.91839960271895,2.368388031e-05,13
756,Linear Regression,mba,Copula,98.90633306,0.239088,13
757,Linear Regression,mba,Conditional,98.8812,0.2445243,13
758,Linear Regression,mba,Marginal,97.13455559,0.0056222500000000005,13
759,Linear Regression,mba,Gaussian,98.90633301,0.242937,13
760,Linear Regression,mba,Mean,98.90633298,2.678332055e-05,13
762,Linear Regression,mba,Separate models,98.90633298,1113.513914,13
763,Linear Regression,mba,Uniform,99.75239123,0.001833343534,13
764,Linear Regression,mba,Zero,86.91839960271895,2.5561098839999998e-05,13
