,Model,dataset,Replacement Strategy,accuracy,time,features
494,Neural network,energy_heat,Copula,99.68929445,0.016835,8
495,Neural network,prostate,Separate models,95.46614774,3248.449686,8
496,Neural network,prostate,Zero,76.14115240874268,5.1004814379999995e-05,8
497,Neural network,prostate,Mean,97.3420824,0.0007056421944999999,8
499,Neural network,prostate,Uniform,76.14115240874268,0.0009902463754000001,8
500,Neural network,prostate,Marginal,95.44113943,0.000394,8
501,Neural network,prostate,Conditional,95.4411398,0.009031,8
502,Neural network,prostate,Gaussian,95.44114104,0.009061,8
503,Neural network,prostate,Copula,95.44114039,0.008095,8
504,Neural network,rentals,Separate models,99.84552299,12685.4165,8
505,Neural network,rentals,Zero,76.14115240874268,3.278826945e-05,8
506,Neural network,rentals,Mean,99.99985046,0.0003751619151,8
508,Neural network,rentals,Uniform,76.14115240874268,0.00771860148,8
509,Neural network,rentals,Marginal,99.99971329,0.0007990499999999999,8
510,Neural network,rentals,Conditional,99.99971329,0.013629,8
511,Neural network,rentals,Gaussian,99.99971329,0.016718,8
512,Neural network,rentals,Copula,99.99971329,0.01729,8
513,Neural network,wage,Separate models,99.99775209,4666.119371,8
514,Neural network,wage,Zero,76.14115240874268,3.280370163e-05,8
515,Neural network,wage,Mean,99.22462782,3.1170043080000004e-05,8
517,Neural network,wage,Uniform,76.14115240874268,0.008396820843,8
518,Neural network,wage,Marginal,99.70417676,0.0008394,8
519,Neural network,wage,Conditional,99.7041767,0.015097,8
520,Neural network,wage,Gaussian,99.70417676,0.016449,8
521,Neural network,wage,Copula,99.70417673,0.017954,8
522,Neural network,cancer,Separate models,99.92659686,10164.92878,9
523,Neural network,cancer,Zero,76.14115240874268,5.219723271e-05,9
524,Neural network,cancer,Mean,92.89598575,3.414262713e-05,9
526,Neural network,cancer,Uniform,99.56055561,0.007979255196999999,9
527,Neural network,cancer,Marginal,99.88713932,0.00095055,9
528,Neural network,cancer,Conditional,99.88713939,0.017224,9
529,Neural network,cancer,Gaussian,99.88713903,0.020281,9
530,Neural network,cancer,Copula,99.88713927,0.020431,9
531,Neural network,casp,Separate models,99.98983334,41051.13643,9
532,Neural network,casp,Zero,76.14115240874268,3.543071313e-05,9
533,Neural network,casp,Mean,99.93841887,3.4624237e-05,9
535,Neural network,casp,Uniform,76.14115240874268,0.006895516244999999,9
536,Neural network,casp,Marginal,93.1705498,0.00125415,9
537,Neural network,casp,Conditional,93.17054957,0.021752,9
538,Neural network,casp,Gaussian,93.17053921,0.036709,9
539,Neural network,casp,Copula,93.1705495,0.025972,9
540,Neural network,country-data,Separate models,99.82630699,39324.13643,9
541,Neural network,country-data,Zero,53.26539179,3.677725792e-05,9
542,Neural network,country-data,Mean,96.90694479,3.533342055e-05,9
544,Neural network,country-data,Uniform,76.14115240874268,0.001507698378,9
545,Neural network,country-data,Marginal,99.52630708,0.00059785,9
546,Neural network,country-data,Conditional,99.52630699,0.011415,9
547,Neural network,country-data,Gaussian,99.5263086,0.017687,9
548,Neural network,country-data,Copula,99.52630715,0.013467,9
549,Neural network,employee,Separate models,97.98029629,43002.13643,9
550,Neural network,employee,Zero,76.14115240874268,3.60539682e-05,9
551,Neural network,employee,Mean,97.71244731,3.3866578879999997e-05,9
553,Neural network,employee,Uniform,76.14115240874268,0.006943561034,9
554,Neural network,employee,Marginal,97.99029645,0.0011225,9
555,Neural network,employee,Conditional,97.99029647,0.026293,9
556,Neural network,employee,Gaussian,97.99029629,0.026044,9
557,Neural network,employee,Copula,97.99029613,0.026945,9
558,Neural network,energy,Separate models,99.8893456,7889.633383,9
559,Neural network,energy,Zero,76.14115240874268,3.6327529140000004e-05,9
560,Neural network,energy,Mean,98.75364483,3.486619221e-05,9
562,Neural network,energy,Uniform,76.14115240874268,0.008179696674,9
563,Neural network,energy,Marginal,99.89008026,0.0009906,9
564,Neural network,energy,Conditional,99.89008028,0.018985,9
565,Neural network,energy,Gaussian,99.89008025,0.022054,9
566,Neural network,energy,Copula,99.89008025,0.021723,9
567,Neural network,friedman,Separate models,99.92844549,17889.63338,9
568,Neural network,friedman,Zero,76.14115240874268,3.7245512010000004e-05,9
569,Neural network,friedman,Mean,96.92616865,3.656586011e-05,9
571,Neural network,friedman,Uniform,96.47821899,0.006941194134,9
572,Neural network,friedman,Marginal,99.66844556,0.00112915,9
573,Neural network,friedman,Conditional,99.66844556,0.018362,9
574,Neural network,friedman,Gaussian,99.66844549,0.027257,9
575,Neural network,friedman,Copula,99.66844559,0.02517,9
576,Neural network,glass,Separate models,99.07069981,3582.151804,9
577,Neural network,glass,Zero,76.14115240874268,5.870275094e-05,9
578,Neural network,glass,Mean,99.07069981,0.0006420988095999999,9
580,Neural network,glass,Uniform,76.14115240874268,0.002796718604,9
581,Neural network,glass,Marginal,99.06712748,0.0006355999999999999,9
582,Neural network,glass,Conditional,99.06712743,0.012394,9
583,Neural network,glass,Gaussian,99.06712819,0.014367,9
584,Neural network,glass,Copula,99.06713106,0.015378,9
585,Neural network,precip,Separate models,98.66893378,52161.36111,9
586,Neural network,precip,Zero,76.14115240874268,3.7277113309999996e-05,9
587,Neural network,precip,Mean,99.99548238,3.450408849e-05,9
589,Neural network,precip,Uniform,76.14115240874268,0.006943232596,9
590,Neural network,precip,Marginal,99.42351416,0.00126915,9
591,Neural network,precip,Conditional,99.42351421,0.021985,9
592,Neural network,precip,Gaussian,99.42351417,0.023795,9
593,Neural network,precip,Copula,99.42351422,0.026346,9
594,Neural network,abalone,Separate models,99.44637189,52720.22796,10
595,Neural network,abalone,Zero,76.14115240874268,4.00335861e-05,10
596,Neural network,abalone,Mean,48.64773794,3.9253986240000005e-05,10
598,Neural network,abalone,Uniform,76.14115240874268,0.008289597434999999,10
599,Neural network,abalone,Marginal,99.46580885,0.00199285,10
600,Neural network,abalone,Conditional,99.46580841,0.035548,10
601,Neural network,abalone,Gaussian,99.46580902,0.043606,10
602,Neural network,abalone,Copula,99.46580835,0.040787,10
603,Neural network,asia_gdp,Separate models,99.81857177,48720.22796,10
604,Neural network,asia_gdp,Zero,76.14115240874268,4.4436284470000005e-05,10
605,Neural network,asia_gdp,Mean,97.91857177,4.176310131e-05,10
607,Neural network,asia_gdp,Uniform,76.14115240874268,0.0004324336222,10
608,Neural network,asia_gdp,Marginal,96.87211274,0.00088895,10
609,Neural network,asia_gdp,Conditional,96.87211305,0.01705,10
610,Neural network,asia_gdp,Gaussian,96.87211236,0.019822,10
611,Neural network,asia_gdp,Copula,96.87211271,0.025368,10
612,Neural network,poker,Separate models,99.9845382,41320.22796,10
613,Neural network,poker,Zero,70.75509326,3.935571873e-05,10
614,Neural network,poker,Mean,41.81316135,4.1015921219999995e-05,10
616,Neural network,poker,Uniform,54.0124819,0.008295831695,10
617,Neural network,poker,Marginal,99.95946639,0.0038156500000000003,10
618,Neural network,poker,Conditional,99.95946637,0.035667,10
619,Neural network,poker,Gaussian,99.95946644,0.039596,10
620,Neural network,poker,Copula,99.95946642,0.039242,10
621,Neural network,possumbelly,Separate models,99.61958261,12502.51352,10
622,Neural network,possumbelly,Zero,76.14115240874268,6.809527533e-05,10
623,Neural network,possumbelly,Mean,91.27040745,0.0008980698586,10
625,Neural network,possumbelly,Uniform,76.14115240874268,0.001104538195,10
626,Neural network,possumbelly,Marginal,99.95432334,0.0009780000000000001,10
627,Neural network,possumbelly,Conditional,99.95432337,0.018182,10
628,Neural network,possumbelly,Gaussian,99.95432332,0.019981,10
629,Neural network,possumbelly,Copula,99.95432331,0.019636,10
630,Neural network,possumchest,Separate models,99.95566313,9090.431955,10
631,Neural network,possumchest,Zero,76.14115240874268,6.010866165e-05,10
632,Neural network,possumchest,Mean,90.17510661,0.0006021283695,10
634,Neural network,possumchest,Uniform,76.14115240874268,0.0011062284469999998,10
635,Neural network,possumchest,Marginal,99.49973495,0.0010425999999999999,10
636,Neural network,possumchest,Conditional,99.49973499,0.018014,10
637,Neural network,possumchest,Gaussian,99.49973521,0.020434,10
638,Neural network,possumchest,Copula,99.4997348,0.020114,10
639,Neural network,spending,Separate models,99.8997348,19090.43196,10
640,Neural network,spending,Zero,76.14115240874268,4.24653462e-05,10
641,Neural network,spending,Mean,90.17510661,3.9971828460000004e-05,10
643,Neural network,spending,Uniform,76.14115240874268,0.0011418865540000001,10
644,Neural network,spending,Marginal,99.49973495,0.0009513499999999999,10
645,Neural network,spending,Conditional,99.49973499,0.034291,10
646,Neural network,spending,Gaussian,99.49973521,0.023157,10
647,Neural network,spending,Copula,99.4997348,0.019436,10
648,Neural network,telescope,Separate models,99.94169285,61269.78921,10
649,Neural network,telescope,Zero,76.14115240874268,3.736419389e-05,10
650,Neural network,telescope,Mean,61.00363117,3.87664925e-05,10
652,Neural network,telescope,Uniform,59.46826858,0.008289563737,10
653,Neural network,telescope,Marginal,99.19528277,0.0018438,10
654,Neural network,telescope,Conditional,99.19528293,0.03149,10
655,Neural network,telescope,Gaussian,99.19528331,0.04358,10
656,Neural network,telescope,Copula,99.19528312,0.070196,10
657,Neural network,bikedaily,Separate models,99.95866795,35133.0443,11
658,Neural network,bikedaily,Zero,76.14115240874268,4.385236866e-05,11
659,Neural network,bikedaily,Mean,99.92385013,4.2072140479999994e-05,11
661,Neural network,bikedaily,Uniform,61.70055713,0.0021307944820000003,11
662,Neural network,bikedaily,Marginal,99.96474583,0.00271145,11
663,Neural network,bikedaily,Conditional,99.96474584,0.047607,11
664,Neural network,bikedaily,Gaussian,99.96474587,0.064846,11
665,Neural network,bikedaily,Copula,99.96474585,0.060786,11
666,Neural network,hybrid,Separate models,99.8502563,20554.47805,11
667,Neural network,hybrid,Zero,76.14115240874268,4.366991567e-05,11
668,Neural network,hybrid,Mean,85.21026152,4.46396248e-05,11
670,Neural network,hybrid,Uniform,76.14115240874268,0.0005476944353,11
671,Neural network,hybrid,Marginal,99.97749323,0.0017722999999999999,11
672,Neural network,hybrid,Conditional,99.97749326,0.03364,11
673,Neural network,hybrid,Gaussian,99.97749329,0.035887,11
674,Neural network,hybrid,Copula,99.97749324,0.03837,11
675,Neural network,migration,Separate models,94.45969632,42022.7716,11
676,Neural network,migration,Zero,94.88558518,7.047306408e-05,11
677,Neural network,migration,Mean,96.00128984,4.454702526e-05,11
679,Neural network,migration,Uniform,54.60445389,0.002826407417,11
680,Neural network,migration,Marginal,94.27606087,0.0019081500000000002,11
681,Neural network,migration,Conditional,94.27606247,0.036133,11
682,Neural network,migration,Gaussian,94.27606314,0.03977,11
683,Neural network,migration,Copula,94.27606138,0.041497,11
684,Neural network,mtcars,Separate models,99.9877049,52022.7716,11
685,Neural network,mtcars,Zero,76.14115240874268,4.709200426e-05,11
686,Neural network,mtcars,Mean,92.36276289,4.2927048419999995e-05,11
688,Neural network,mtcars,Uniform,76.14115240874268,0.0001468755549,11
689,Neural network,mtcars,Marginal,60.1855142,0.0017402999999999997,11
690,Neural network,mtcars,Conditional,60.18552672,0.029812,11
691,Neural network,mtcars,Gaussian,60.18552484,0.033095,11
692,Neural network,mtcars,Copula,60.18552242,0.033844,11
693,Neural network,telecom,Separate models,99.9877049,50036.1935,11
694,Neural network,telecom,Zero,76.14115240874268,4.381493366e-05,11
695,Neural network,telecom,Mean,99.95503049,4.2850003100000005e-05,11
697,Neural network,telecom,Uniform,76.14115240874268,0.008618341920000001,11
698,Neural network,telecom,Marginal,99.94436188,0.00327165,11
699,Neural network,telecom,Conditional,99.94436186,0.054322,11
700,Neural network,telecom,Gaussian,99.94436301,0.068757,11
701,Neural network,telecom,Copula,99.94436189,0.071323,11
702,Neural network,winequality,Separate models,99.87482508,31945.36384,11
703,Neural network,winequality,Zero,76.14115240874268,4.423269359e-05,11
704,Neural network,winequality,Mean,99.9986195,4.134717132e-05,11
706,Neural network,winequality,Uniform,76.14115240874268,0.003894678185,11
707,Neural network,winequality,Marginal,99.90777449,0.0034528499999999995,11
708,Neural network,winequality,Conditional,99.9077745,0.065077,11
709,Neural network,winequality,Gaussian,99.90777452,0.078297,11
710,Neural network,winequality,Copula,99.90777452,0.078297,11
711,Neural network,winequality-red,Separate models,99.87482508,81865.36384,11
712,Neural network,winequality-red,Zero,76.14115240874268,4.444183725e-05,11
713,Neural network,winequality-red,Mean,99.12979846,4.1001587200000005e-05,11
715,Neural network,winequality-red,Uniform,76.14115240874268,0.008618129890000001,11
716,Neural network,winequality-red,Marginal,99.81557859,0.00299245,11
717,Neural network,winequality-red,Conditional,99.81557863,0.063919,11
718,Neural network,winequality-red,Gaussian,99.81558017,0.07378,11
719,Neural network,winequality-red,Copula,99.81557861,0.072821,11
720,Neural network,winequality-white,Separate models,99.94293607,73865.36384,11
721,Neural network,winequality-white,Zero,76.14115240874268,4.3758760799999995e-05,11
722,Neural network,winequality-white,Mean,99.98574255,4.254364967e-05,11
724,Neural network,winequality-white,Uniform,76.14115240874268,0.003899023948,11
725,Neural network,winequality-white,Marginal,99.94293604,0.0036255999999999997,11
726,Neural network,winequality-white,Conditional,99.94293603,0.064926,11
727,Neural network,winequality-white,Gaussian,99.94293607,0.094105,11
728,Neural network,winequality-white,Copula,99.94293607,0.094105,11
729,Neural network,adult,Separate models,99.99985546,45865.36384,12
730,Neural network,adult,Zero,76.14115240874268,4.777302164e-05,12
731,Neural network,adult,Mean,65.39197601,4.467561028e-05,12
733,Neural network,adult,Uniform,76.14115240874268,0.01224901855,12
734,Neural network,adult,Marginal,99.53605878,0.00535565,12
735,Neural network,adult,Conditional,99.53605878,0.111433,12
736,Neural network,adult,Gaussian,99.5360586,0.131894,12
737,Neural network,adult,Copula,99.5360586,0.131894,12
738,Neural network,airquality,Separate models,99.99985546,302721.5027,12
739,Neural network,airquality,Zero,98.58061904,4.826188086999999e-05,12
740,Neural network,airquality,Mean,99.53121501,4.491731615e-05,12
742,Neural network,airquality,Uniform,76.14115240874268,0.01218921585,12
743,Neural network,airquality,Marginal,99.87190213,0.005555849999999999,12
744,Neural network,airquality,Conditional,99.87190215,0.103211,12
745,Neural network,airquality,Gaussian,99.87190243,0.134584,12
746,Neural network,airquality,Copula,99.87190243,0.134584,12
747,Neural network,bikehourly,Separate models,99.99698892,253962.0893,12
748,Neural network,bikehourly,Zero,76.14115240874268,4.863820654e-05,12
749,Neural network,bikehourly,Mean,96.48113481,0.00041695042090000004,12
751,Neural network,bikehourly,Uniform,76.14115240874268,0.01219849563,12
752,Neural network,bikehourly,Marginal,99.97806933,0.0063560000000000005,12
753,Neural network,bikehourly,Conditional,99.97806933,0.106977,12
754,Neural network,bikehourly,Gaussian,99.9780693,0.131102,12
755,Neural network,bikehourly,Copula,99.9780693,0.131102,12
756,Neural network,forest,Separate models,99.95476991,84152.38241,12
757,Neural network,forest,Zero,57.28449838,5.184421762e-05,12
758,Neural network,forest,Mean,98.60536059,0.0006136129892,12
760,Neural network,forest,Uniform,76.14115240874268,0.002598428094,12
761,Neural network,forest,Marginal,98.60786287,0.00507345,12
762,Neural network,forest,Conditional,98.60786285,0.075405,12
763,Neural network,forest,Gaussian,98.60786332,0.107517,12
764,Neural network,forest,Copula,98.60786332,0.107517,12
765,Neural network,forestfire,Separate models,99.99376048,189229.7132,12
766,Neural network,forestfire,Zero,57.0370045,4.818817328e-05,12
767,Neural network,forestfire,Mean,99.99376048,4.5637931039999996e-05,12
769,Neural network,forestfire,Uniform,76.14115240874268,0.008309760713999999,12
770,Neural network,forestfire,Marginal,99.25223938,0.00483815,12
771,Neural network,forestfire,Conditional,99.25223921,0.091132,12
772,Neural network,forestfire,Gaussian,99.25224038,0.104175,12
773,Neural network,forestfire,Copula,99.25224038,0.104175,12
774,Neural network,heartfailure,Separate models,99.60426496,159492.7132,12
775,Neural network,heartfailure,Zero,76.14115240874268,4.6249278870000006e-05,12
776,Neural network,heartfailure,Mean,98.89929133,4.297220346e-05,12
778,Neural network,heartfailure,Uniform,76.14115240874268,0.004601119668,12
779,Neural network,heartfailure,Marginal,99.30426491,0.004051600000000001,12
780,Neural network,heartfailure,Conditional,99.30426496,0.082274,12
781,Neural network,heartfailure,Gaussian,99.30426496,0.08223,12
782,Neural network,heartfailure,Copula,99.30426496,0.08223,12
783,Neural network,ozone,Separate models,99.99775298,213421.7132,12
784,Neural network,ozone,Zero,76.14115240874268,4.8897942500000005e-05,12
785,Neural network,ozone,Mean,63.31625351,4.630896582999999e-05,12
787,Neural network,ozone,Uniform,56.30021421,0.003546202902,12
788,Neural network,ozone,Marginal,99.40967239,0.00418505,12
789,Neural network,ozone,Conditional,99.40967249,0.075346,12
790,Neural network,ozone,Gaussian,99.40967248,0.083663,12
791,Neural network,ozone,Copula,99.40967248,0.083663,12
792,Neural network,pumpkinseed,Separate models,99.77283578,229992.7132,12
793,Neural network,pumpkinseed,Zero,76.14115240874268,4.719035553e-05,12
794,Neural network,pumpkinseed,Mean,99.98498893,4.543469891e-05,12
796,Neural network,pumpkinseed,Uniform,76.14115240874268,0.01223979995,12
797,Neural network,pumpkinseed,Marginal,99.98085709,0.00531485,12
798,Neural network,pumpkinseed,Conditional,99.9808571,0.10758,12
799,Neural network,pumpkinseed,Gaussian,99.98085709,0.130103,12
800,Neural network,pumpkinseed,Copula,99.98085709,0.130103,12
801,Neural network,seoulbike,Separate models,99.77283578,139992.7132,12
802,Neural network,seoulbike,Zero,76.14115240874268,4.78031852e-05,12
803,Neural network,seoulbike,Mean,86.27271161,4.525987307e-05,12
805,Neural network,seoulbike,Uniform,76.14115240874268,0.01224627682,12
806,Neural network,seoulbike,Marginal,98.9784135,0.00536375,12
807,Neural network,seoulbike,Conditional,98.97841349,0.126336,12
808,Neural network,seoulbike,Gaussian,98.97841322,0.139625,12
809,Neural network,seoulbike,Copula,98.97841322,0.139625,12
810,Neural network,servo,Separate models,99.77283578,229992.7132,12
811,Neural network,servo,Zero,76.14115240874268,4.686554995e-05,12
812,Neural network,servo,Mean,76.14115240874268,4.691943255e-05,12
814,Neural network,servo,Uniform,76.14115240874268,0.002920345766,12
815,Neural network,servo,Marginal,99.10240651,0.0039001500000000002,12
816,Neural network,servo,Conditional,99.10240662,0.068249,12
817,Neural network,servo,Gaussian,99.10240631,0.068434,12
818,Neural network,servo,Copula,99.10241056,0.069811,12
819,Neural network,stockreturn,Separate models,99.99809276,89713.23341,12
820,Neural network,stockreturn,Zero,76.14115240874268,4.756308519e-05,12
821,Neural network,stockreturn,Mean,76.14115240874268,4.6511865580000005e-05,12
823,Neural network,stockreturn,Uniform,76.14115240874268,0.005755029707,12
824,Neural network,stockreturn,Marginal,99.99730186,0.0040684499999999995,12
825,Neural network,stockreturn,Conditional,99.99730185,0.065362,12
826,Neural network,stockreturn,Gaussian,99.99730187,0.086256,12
827,Neural network,stockreturn,Copula,99.99730187,0.086256,12
828,Neural network,stockrisk,Separate models,97.65974927,98091.65368,12
829,Neural network,stockrisk,Zero,76.14115240874268,4.7770165479999995e-05,12
830,Neural network,stockrisk,Mean,82.96957578,0.00032371747950000004,12
832,Neural network,stockrisk,Uniform,76.14115240874268,0.001639956028,12
833,Neural network,stockrisk,Marginal,97.81099692,0.0043584999999999995,12
834,Neural network,stockrisk,Conditional,97.81099697,0.063547,12
835,Neural network,stockrisk,Gaussian,97.81099699,0.09013,12
836,Neural network,stockrisk,Copula,97.81099699,0.09013,12
837,Neural network,wine,Separate models,99.89954323,93091.65368,12
838,Neural network,wine,Zero,76.14115240874268,4.779931271e-05,12
839,Neural network,wine,Mean,99.92561844,4.546057094e-05,12
841,Neural network,wine,Uniform,76.14115240874268,0.012249092429999999,12
842,Neural network,wine,Marginal,99.87954323,0.0053235999999999995,12
843,Neural network,wine,Conditional,99.87954323,0.103698,12
844,Neural network,wine,Gaussian,99.87954323,0.103698,12
845,Neural network,wine,Copula,99.87954322,0.155319,12
846,Neural network,heart_disease,Separate models,99.91245898,239850.8452,13
847,Neural network,heart_disease,Zero,76.14115240874268,5.2337699470000005e-05,13
848,Neural network,heart_disease,Mean,99.68748615,5.047037866e-05,13
850,Neural network,heart_disease,Uniform,49.13728807,0.0046070925740000004,13
851,Neural network,heart_disease,Marginal,99.91377817,0.00890455,13
852,Neural network,heart_disease,Conditional,99.91377814,0.15394,13
853,Neural network,heart_disease,Gaussian,99.21377822,0.121902,13
854,Neural network,heart_disease,Copula,99.91377822,0.171902,13
