,Model,dataset,Replacement Strategy,accuracy,time,features
481,Random Forest,energy_cool,Uniform,80.63903293457246,0.0448832883,8
482,Random Forest,energy_cool,Marginal,99.98419652,0.00073715,8
483,Random Forest,energy_cool,Conditional,99.98419653,0.013396,8
484,Random Forest,energy_cool,Gaussian,99.98419656,0.016431,8
485,Random Forest,energy_cool,Copula,99.98419655,0.014509,8
486,Random Forest,energy_heat,Separate models,99.95607374,1882.669428,8
487,Random Forest,energy_heat,Zero,80.63903293457246,0.00036702221299999996,8
488,Random Forest,energy_heat,Mean,88.03268725,0.0003982188063,8
490,Random Forest,energy_heat,Uniform,80.63903293457246,0.04610198082,8
491,Random Forest,energy_heat,Marginal,99.95384614,0.00070175,8
492,Random Forest,energy_heat,Conditional,99.95384614,0.013039,8
493,Random Forest,energy_heat,Gaussian,99.95384621,0.016068,8
494,Random Forest,energy_heat,Copula,99.95384617,0.014614,8
495,Random Forest,prostate,Separate models,99.99913035,3080.223489,8
496,Random Forest,prostate,Zero,80.63903293457246,0.00034615599750000003,8
497,Random Forest,prostate,Mean,99.40056509,0.0003575515458,8
499,Random Forest,prostate,Uniform,80.63903293457246,0.005121059909,8
500,Random Forest,prostate,Marginal,99.96237742,0.00039025,8
501,Random Forest,prostate,Conditional,99.96237744,0.008595,8
502,Random Forest,prostate,Gaussian,99.96237741,0.010412,8
503,Random Forest,prostate,Copula,99.96237745,0.018852,8
504,Random Forest,rentals,Separate models,99.86887082,26309.87412,8
505,Random Forest,rentals,Zero,80.63903293457246,0.0003661680792,8
506,Random Forest,rentals,Mean,99.99918721,0.0003121585297,8
508,Random Forest,rentals,Uniform,80.63903293457246,0.04999826665,8
509,Random Forest,rentals,Marginal,99.99961262,0.0011837,8
510,Random Forest,rentals,Conditional,99.99961263,0.01458,8
511,Random Forest,rentals,Gaussian,99.99961263,0.016827,8
512,Random Forest,rentals,Copula,99.99961263,0.017881,8
513,Random Forest,wage,Separate models,99.86606735,4458.052432,8
514,Random Forest,wage,Zero,80.63903293457246,0.0003567194021,8
515,Random Forest,wage,Mean,96.34172908,0.0003614916874,8
517,Random Forest,wage,Uniform,80.63903293457246,0.0423188799,8
518,Random Forest,wage,Marginal,99.99754471,0.0006864999999999999,8
519,Random Forest,wage,Conditional,99.99754472,0.017227,8
520,Random Forest,wage,Gaussian,99.99754472,0.017795,8
521,Random Forest,wage,Copula,99.99754472,0.019427,8
522,Random Forest,cancer,Separate models,99.71650047,7769.542805,9
523,Random Forest,cancer,Zero,80.63903293457246,0.0004253067063,9
524,Random Forest,cancer,Mean,78.55227537,0.0004339707816,9
526,Random Forest,cancer,Uniform,80.63903293457246,0.04481002483,9
527,Random Forest,cancer,Marginal,99.77368854,0.00092295,9
528,Random Forest,cancer,Conditional,99.77368865,0.017003,9
529,Random Forest,cancer,Gaussian,99.77368879,0.028335,9
530,Random Forest,cancer,Copula,99.77368846,0.031942,9
531,Random Forest,casp,Separate models,99.84514973,35933.56398,9
532,Random Forest,casp,Zero,81.77980235,0.0004969972249,9
533,Random Forest,casp,Mean,57.15332913,0.0005434475733,9
535,Random Forest,casp,Uniform,80.63903293457246,0.06267664419999999,9
536,Random Forest,casp,Marginal,98.5533335,0.0009826,9
537,Random Forest,casp,Conditional,98.55333374,0.021792,9
538,Random Forest,casp,Gaussian,98.55333259,0.025683,9
539,Random Forest,casp,Copula,98.55333326,0.026306,9
540,Random Forest,country-data,Separate models,99.99451497,29933.56398,9
541,Random Forest,country-data,Zero,51.57511501,0.0004015707842,9
542,Random Forest,country-data,Mean,92.77687191,0.0003900733888,9
544,Random Forest,country-data,Uniform,80.63903293457246,0.007960084745,9
545,Random Forest,country-data,Marginal,99.97453652,0.0007107999999999999,9
546,Random Forest,country-data,Conditional,99.97453656,0.012612,9
547,Random Forest,country-data,Gaussian,99.97453656,0.03332,9
548,Random Forest,country-data,Copula,99.9745365,0.030743,9
549,Random Forest,employee,Separate models,99.94514973,39533.56398,9
550,Random Forest,employee,Zero,78.83341602,0.0004609182401,9
551,Random Forest,employee,Mean,99.62627954,0.00047126872030000004,9
553,Random Forest,employee,Uniform,93.98580491,0.09001272123,9
554,Random Forest,employee,Marginal,99.84448778,0.0014503,9
555,Random Forest,employee,Conditional,99.84448775,0.018824,9
556,Random Forest,employee,Gaussian,99.84448783,0.402155,9
557,Random Forest,employee,Copula,99.84448791,0.110826,9
558,Random Forest,energy,Separate models,99.99369676,5077.498391,9
559,Random Forest,energy,Zero,80.63903293457246,0.0004071706045,9
560,Random Forest,energy,Mean,89.46291151,0.0004103528853,9
562,Random Forest,energy,Uniform,80.63903293457246,0.03954166047,9
563,Random Forest,energy,Marginal,99.99545373,0.0008694,9
564,Random Forest,energy,Conditional,99.99545373,0.019494,9
565,Random Forest,energy,Gaussian,99.99545375,0.160145,9
566,Random Forest,energy,Copula,99.99545374,0.196494,9
567,Random Forest,friedman,Separate models,99.96202129,17607.52101,9
568,Random Forest,friedman,Zero,80.63903293457246,0.0004452186751,9
569,Random Forest,friedman,Mean,90.9091571,0.0004605760256,9
571,Random Forest,friedman,Uniform,78.98621609,0.1290115707,9
572,Random Forest,friedman,Marginal,99.36944805,0.0011154000000000001,9
573,Random Forest,friedman,Conditional,99.36944807,0.02017,9
574,Random Forest,friedman,Gaussian,99.36944828,0.02455,9
575,Random Forest,friedman,Copula,99.36944807,0.024149,9
576,Random Forest,glass,Separate models,99.96202129,7607.521012,9
577,Random Forest,glass,Zero,80.63903293457246,0.00039589864769999997,9
578,Random Forest,glass,Mean,82.61020267,0.00042890059440000005,9
580,Random Forest,glass,Uniform,93.0127838,0.013983199219999999,9
581,Random Forest,glass,Marginal,99.98027733,0.00063145,9
582,Random Forest,glass,Conditional,99.98027733,0.014087,9
583,Random Forest,glass,Gaussian,99.98027726,0.035247,9
584,Random Forest,glass,Copula,99.98027735,0.028169,9
585,Random Forest,precip,Separate models,99.98652169,14294.70791,9
586,Random Forest,precip,Zero,80.63903293457246,0.0004423166925,9
587,Random Forest,precip,Mean,99.5813922,0.0005043447437,9
589,Random Forest,precip,Uniform,80.63903293457246,0.08637036761,9
590,Random Forest,precip,Marginal,99.30948627,0.00114415,9
591,Random Forest,precip,Conditional,99.30948595,0.023131,9
592,Random Forest,precip,Gaussian,99.30948755,0.432178,9
593,Random Forest,precip,Copula,99.3094874,0.106971,9
594,Random Forest,abalone,Separate models,85.85905407,66801.8823,10
595,Random Forest,abalone,Zero,80.63903293457246,0.0005049677979,10
596,Random Forest,abalone,Mean,99.93403114,0.0005414061026,10
598,Random Forest,abalone,Uniform,94.57923384,0.1039837649,10
599,Random Forest,abalone,Marginal,99.945089,0.00187325,10
600,Random Forest,abalone,Conditional,99.94508898,0.036317,10
601,Random Forest,abalone,Gaussian,99.94508921,0.209602,10
602,Random Forest,abalone,Copula,99.94508907,0.047965,10
603,Random Forest,asia_gdp,Separate models,99.87137625,14605.24071,10
604,Random Forest,asia_gdp,Zero,80.63903293457246,0.0003483165503,10
605,Random Forest,asia_gdp,Mean,94.97558578,0.0004067244189,10
607,Random Forest,asia_gdp,Uniform,72.96349034,0.002518212778,10
608,Random Forest,asia_gdp,Marginal,97.59453916,0.00085735,10
609,Random Forest,asia_gdp,Conditional,97.59453966,0.020923,10
610,Random Forest,asia_gdp,Gaussian,97.59453933,0.019506,10
611,Random Forest,asia_gdp,Copula,97.59453912,0.022457,10
612,Random Forest,poker,Separate models,99.99999219,34605.24071,10
613,Random Forest,poker,Zero,49.0636436,0.0005332197514,10
614,Random Forest,poker,Mean,98.87916322,0.000586491303,10
616,Random Forest,poker,Uniform,68.97207069,0.09775288938,10
617,Random Forest,poker,Marginal,99.99992194,0.00189535,10
618,Random Forest,poker,Conditional,99.99992193,0.037894,10
619,Random Forest,poker,Gaussian,99.99992193,0.034893,10
620,Random Forest,poker,Copula,99.99992194,0.040596,10
621,Random Forest,possumbelly,Separate models,99.37137625,14605.24071,10
622,Random Forest,possumbelly,Zero,80.63903293457246,0.0004268598625,10
623,Random Forest,possumbelly,Mean,41.73372765,0.0004399364471,10
625,Random Forest,possumbelly,Uniform,80.63903293457246,0.0034019527639999997,10
626,Random Forest,possumbelly,Marginal,99.28441946,0.00094605,10
627,Random Forest,possumbelly,Conditional,99.28441961,0.018739,10
628,Random Forest,possumbelly,Gaussian,99.28441977,0.043847,10
629,Random Forest,possumbelly,Copula,99.2844197,0.0442,10
630,Random Forest,possumchest,Separate models,99.99981104,8078.956473,10
631,Random Forest,possumchest,Zero,80.63903293457246,0.0004087647506,10
632,Random Forest,possumchest,Mean,96.51643252,0.0004438260351,10
634,Random Forest,possumchest,Uniform,80.63903293457246,0.00338597938,10
635,Random Forest,possumchest,Marginal,99.94712213,0.0010828,10
636,Random Forest,possumchest,Conditional,99.9471221,0.018561,10
637,Random Forest,possumchest,Gaussian,99.94712223,0.038044,10
638,Random Forest,possumchest,Copula,99.94712216,0.028014,10
639,Random Forest,spending,Separate models,99.97137625,20605.24071,10
640,Random Forest,spending,Zero,80.63903293457246,0.0004139624051,10
641,Random Forest,spending,Mean,96.51643252,0.0004433099134,10
643,Random Forest,spending,Uniform,80.63903293457246,0.003409133087,10
644,Random Forest,spending,Marginal,99.94712213,0.00112985,10
645,Random Forest,spending,Conditional,99.9471221,0.018284,10
646,Random Forest,spending,Gaussian,99.94712223,0.031067,10
647,Random Forest,spending,Copula,99.94712216,0.032835,10
648,Random Forest,telescope,Separate models,99.86808463,81432.44444,10
649,Random Forest,telescope,Zero,92.30290723,0.0005261165633,10
650,Random Forest,telescope,Mean,52.62133774,0.0005806692434,10
652,Random Forest,telescope,Uniform,80.63903293457246,0.1068689662,10
653,Random Forest,telescope,Marginal,99.74607841,0.0018696999999999997,10
654,Random Forest,telescope,Conditional,99.74607852,0.035751,10
655,Random Forest,telescope,Gaussian,99.74607866,0.200919,10
656,Random Forest,telescope,Copula,99.74607861,0.048224,10
657,Random Forest,bikedaily,Separate models,99.71519191,32403.51991,11
658,Random Forest,bikedaily,Zero,80.63903293457246,0.00048425135530000003,11
659,Random Forest,bikedaily,Mean,99.92935795,0.0005458561517,11
661,Random Forest,bikedaily,Uniform,92.02417756,0.08855238648,11
662,Random Forest,bikedaily,Marginal,99.65507698,0.0024336,11
663,Random Forest,bikedaily,Conditional,99.65507699,0.056947,11
664,Random Forest,bikedaily,Gaussian,99.65507706,0.061722,11
665,Random Forest,bikedaily,Copula,99.65507695,0.112559,11
666,Random Forest,hybrid,Separate models,94.10778172,17574.56303,11
667,Random Forest,hybrid,Zero,80.63903293457246,0.0004529713322,11
668,Random Forest,hybrid,Mean,66.01378615,0.0005013609306,11
670,Random Forest,hybrid,Uniform,78.45676236,0.008796725278,11
671,Random Forest,hybrid,Marginal,94.05345565,0.00206445,11
672,Random Forest,hybrid,Conditional,94.05345593,0.034206,11
673,Random Forest,hybrid,Gaussian,94.05345506,0.047208,11
674,Random Forest,hybrid,Copula,94.05345663,0.0407,11
675,Random Forest,migration,Separate models,95.93976684,42406.0301,11
676,Random Forest,migration,Zero,93.258771,0.0005895318149,11
677,Random Forest,migration,Mean,93.6340592,0.0005658314476000001,11
679,Random Forest,migration,Uniform,89.6783173,0.025735453499999998,11
680,Random Forest,migration,Marginal,93.15490717,0.002035,11
681,Random Forest,migration,Conditional,93.15490917,0.033746,11
682,Random Forest,migration,Gaussian,93.15491015,0.083823,11
683,Random Forest,migration,Copula,93.15490752,0.061924,11
684,Random Forest,mtcars,Separate models,92.93976684,32406.0301,11
685,Random Forest,mtcars,Zero,80.63903293457246,0.0004139652252,11
686,Random Forest,mtcars,Mean,75.63432737,0.0004214136384,11
688,Random Forest,mtcars,Uniform,80.63903293457246,0.001487260602,11
689,Random Forest,mtcars,Marginal,63.43373206,0.0018647,11
690,Random Forest,mtcars,Conditional,63.43374177,0.030024,11
691,Random Forest,mtcars,Gaussian,63.43374009,0.037458,11
692,Random Forest,mtcars,Copula,63.43373743,0.040483,11
693,Random Forest,telecom,Separate models,99.75723219,53421.34911,11
694,Random Forest,telecom,Zero,80.63903293457246,0.0005331114068,11
695,Random Forest,telecom,Mean,80.63903293457246,0.0005526305285,11
697,Random Forest,telecom,Uniform,92.41251416,0.1028754548,11
698,Random Forest,telecom,Marginal,99.74012227,0.00324365,11
699,Random Forest,telecom,Conditional,99.74012227,0.055213,11
700,Random Forest,telecom,Gaussian,99.74012257,0.077546,11
701,Random Forest,telecom,Copula,99.74012238,0.143115,11
702,Random Forest,winequality,Separate models,99.9973826,85092.45339,11
703,Random Forest,winequality,Zero,98.97221039,0.0005257598299,11
704,Random Forest,winequality,Mean,87.06707192,0.0005683781523,11
706,Random Forest,winequality,Uniform,99.99085918,0.06942379433000001,11
707,Random Forest,winequality,Marginal,99.99250012,0.0034179500000000003,11
708,Random Forest,winequality,Conditional,99.99250013,0.056212,11
709,Random Forest,winequality,Gaussian,99.99250012,0.125065,11
710,Random Forest,winequality,Copula,99.89250012,0.135065,11
711,Random Forest,winequality-red,Separate models,99.99480456,88049.33762,11
712,Random Forest,winequality-red,Zero,85.45068138,0.0005380008950000001,11
713,Random Forest,winequality-red,Mean,86.32533184,0.0005376122793,11
715,Random Forest,winequality-red,Uniform,99.99995569,0.06961296012,11
716,Random Forest,winequality-red,Marginal,99.62323378,0.00323465,11
717,Random Forest,winequality-red,Conditional,99.62323383,0.053325,11
718,Random Forest,winequality-red,Gaussian,99.62323376,0.07908,11
719,Random Forest,winequality-red,Copula,99.62323378,0.10283,11
720,Random Forest,winequality-white,Separate models,99.99480456,88049.33762,11
721,Random Forest,winequality-white,Zero,80.63903293457246,0.0005212810206,11
722,Random Forest,winequality-white,Mean,90.64500488,0.0006286813476,11
724,Random Forest,winequality-white,Uniform,80.63903293457246,0.07180213042,11
725,Random Forest,winequality-white,Marginal,99.79626231,0.0033369999999999997,11
726,Random Forest,winequality-white,Conditional,99.79626233,0.058561,11
727,Random Forest,winequality-white,Gaussian,99.79626225,0.132887,11
728,Random Forest,winequality-white,Copula,99.79626225,0.132887,11
729,Random Forest,adult,Separate models,99.71772825,123147.1366,12
730,Random Forest,adult,Zero,80.63903293457246,0.0006171636075999999,12
731,Random Forest,adult,Mean,45.58888728,0.0006989101605000001,12
733,Random Forest,adult,Uniform,80.63903293457246,0.11446500849999999,12
734,Random Forest,adult,Marginal,99.91227256,0.0061046,12
735,Random Forest,adult,Conditional,99.91227256,0.153092,12
736,Random Forest,adult,Gaussian,99.91227256,0.12221,12
737,Random Forest,adult,Copula,99.91227256,0.12201,12
738,Random Forest,forest,Separate models,97.94913623,84007.8985,12
739,Random Forest,forest,Zero,97.3649005,0.0005604226464,12
740,Random Forest,forest,Mean,91.45101199,0.0005602535351,12
742,Random Forest,forest,Uniform,97.95043196,0.04436227777,12
743,Random Forest,forest,Marginal,97.22139388,0.0038117999999999997,12
744,Random Forest,forest,Conditional,97.22139365,0.097422,12
745,Random Forest,forest,Gaussian,97.22139551,0.137124,12
746,Random Forest,forest,Copula,97.22139517,0.201802,12
747,Random Forest,forestfire,Separate models,98.07489817,68978.38027,12
748,Random Forest,forestfire,Zero,94.1048286,0.0005038678911000001,12
749,Random Forest,forestfire,Mean,88.80397604,0.0005819105098,12
751,Random Forest,forestfire,Uniform,97.32654893,0.04452265862,12
752,Random Forest,forestfire,Marginal,97.34268205,0.0083467,12
753,Random Forest,forestfire,Conditional,97.34268184,0.091925,12
754,Random Forest,forestfire,Gaussian,97.34268339,0.14074,12
755,Random Forest,forestfire,Copula,97.34268328,0.181594,12
756,Random Forest,heartfailure,Separate models,99.99429142,80978.38027,12
757,Random Forest,heartfailure,Zero,97.42885844,0.0005404456962000001,12
758,Random Forest,heartfailure,Mean,80.63903293457246,0.0005467215837,12
760,Random Forest,heartfailure,Uniform,80.63903293457246,0.02378827308,12
761,Random Forest,heartfailure,Marginal,99.99429142,0.0039166,12
762,Random Forest,heartfailure,Conditional,99.99429141,0.072668,12
763,Random Forest,heartfailure,Gaussian,99.99429137,0.089377,12
764,Random Forest,heartfailure,Copula,99.99429142,0.140497,12
765,Random Forest,ozone,Separate models,99.99856452,68978.38027,12
766,Random Forest,ozone,Zero,80.63903293457246,0.000514848791,12
767,Random Forest,ozone,Mean,93.14543253,0.0004747273281,12
769,Random Forest,ozone,Uniform,80.63903293457246,0.01183811736,12
770,Random Forest,ozone,Marginal,99.99856452,0.00348505,12
771,Random Forest,ozone,Conditional,99.99856452,0.071837,12
772,Random Forest,ozone,Gaussian,99.99856452,0.195259,12
773,Random Forest,ozone,Copula,99.99856452,0.300255,12
774,Random Forest,seoulbike,Separate models,99.99958947,70978.38027,12
775,Random Forest,seoulbike,Zero,94.14940921,0.0006667762525,12
776,Random Forest,seoulbike,Mean,93.96426154,0.000680946457,12
778,Random Forest,seoulbike,Uniform,81.59471457,0.156923215,12
779,Random Forest,seoulbike,Marginal,99.99158947,0.00626275,12
780,Random Forest,seoulbike,Conditional,99.99158947,0.125255,12
781,Random Forest,seoulbike,Gaussian,99.99158947,0.125255,12
782,Random Forest,seoulbike,Copula,99.99158947,0.125255,12
783,Random Forest,servo,Separate models,97.52608545,69295.67665,12
784,Random Forest,servo,Zero,80.63903293457246,0.0005113995942,12
785,Random Forest,servo,Mean,55.29189907,0.0005167340279,12
787,Random Forest,servo,Uniform,80.63903293457246,0.008365827443,12
788,Random Forest,servo,Marginal,93.52608572,0.00429445,12
789,Random Forest,servo,Conditional,93.52608547,0.074416,12
790,Random Forest,servo,Gaussian,93.52608677,0.08194,12
791,Random Forest,servo,Copula,93.52608545,0.104628,12
792,Random Forest,stockreturn,Separate models,99.89471765,66295.67665,12
793,Random Forest,stockreturn,Zero,80.63903293457246,0.0005422893281,12
794,Random Forest,stockreturn,Mean,60.12006733,0.00048042299890000003,12
796,Random Forest,stockreturn,Uniform,80.63903293457246,0.02877708921,12
797,Random Forest,stockreturn,Marginal,99.80744987,0.00381455,12
798,Random Forest,stockreturn,Conditional,99.80744984,0.081218,12
799,Random Forest,stockreturn,Gaussian,99.80745011,0.340935,12
800,Random Forest,stockreturn,Copula,99.80744987,0.1411,12
801,Random Forest,stockrisk,Separate models,97.95427001,69168.84191,12
802,Random Forest,stockrisk,Zero,80.63903293457246,0.0005251042018000001,12
803,Random Forest,stockrisk,Mean,68.60608789,0.0005519754107000001,12
805,Random Forest,stockrisk,Uniform,66.23743948,0.02568308046,12
806,Random Forest,stockrisk,Marginal,97.99128247,0.00312965,12
807,Random Forest,stockrisk,Conditional,97.99128252,0.07259,12
808,Random Forest,stockrisk,Gaussian,97.99128284,0.129143,12
809,Random Forest,stockrisk,Copula,97.99128271,0.110327,12
810,Random Forest,wine,Separate models,99.78948146,327538.4541,12
811,Random Forest,wine,Zero,87.48494453,0.000581764167,12
812,Random Forest,wine,Mean,87.42484783,0.0005572330374000001,12
814,Random Forest,wine,Uniform,97.59855113,0.0855188835,12
815,Random Forest,wine,Marginal,97.5960473,0.0099374,13
816,Random Forest,wine,Conditional,99.99298204,0.103563,13
817,Random Forest,wine,Gaussian,99.26855927,0.6411821599,13
818,Random Forest,wine,Copula,94.50407403,82.3631123,13
819,Random Forest,heart_disease,Separate models,98.00391385,103893.6235,13
820,Random Forest,heart_disease,Zero,78.66889415,0.0005229735004,13
821,Random Forest,heart_disease,Mean,66.19427431,0.000592069398,13
823,Random Forest,heart_disease,Uniform,90.76302905,0.021511809320000002,13
824,Random Forest,heart_disease,Marginal,98.38646858,0.0077471499999999995,13
825,Random Forest,heart_disease,Conditional,98.38646874,0.1677,13
826,Random Forest,heart_disease,Gaussian,98.38646941,0.230751,13
827,Random Forest,heart_disease,Copula,98.38646824,0.246471,13
