dataset,Replacement Strategy,accuracy,time,features
489,mba,Copula,99.43595388333334,0.2327533333333333,13.0
490,mba,Gaussian,99.43595397666668,0.2463006666666666,13.0
491,mba,Marginal,99.43595381666668,0.363697,13.0
492,mba,Mean,77.15643076333333,0.0357448325776666,13.0
493,mba,Separate models,99.25155229333332,95168.11409423331,13.0
494,mba,Uniform,30.63896979333333,1.7944361516666667,13.0
495,mba,Zero,0.2685093924666666,0.0365121749303333,13.0
496,migration,Conditional,93.660549075,0.03451725,11.0
497,migration,Copula,93.6605476,0.045006,11.0
498,migration,Gaussian,93.6605500575,0.04905325,11.0
499,migration,Marginal,93.66054716,0.03832125,11.0
500,migration,Mean,94.51417004,0.14741686025875,11.0
501,migration,Separate models,94.4026691575,29725.153635845003,11.0
502,migration,Uniform,82.6960122475,7.700196526025,11.0
503,migration,Zero,94.195682235,0.15381492422775,11.0
504,mtcars,Conditional,70.100015354,0.0297887999999999,11.0
505,mtcars,Copula,70.100012742,0.0389218,11.0
506,mtcars,Gaussian,70.10001421199999,0.0325407999999999,11.0
507,mtcars,Marginal,70.100007018,0.0387587999999999,11.0
508,mtcars,Mean,77.402071624,0.0898994012356,11.0
509,mtcars,Separate models,84.860175336,21179.64228376,11.0
510,mtcars,Uniform,0.0,0.362190680136,11.0
511,mtcars,Zero,0.0,0.0884806026064,11.0
512,ozone,Conditional,99.818050735,0.0723245,12.0
513,ozone,Copula,99.8180507175,0.1341545,12.0
514,ozone,Gaussian,99.81805069,0.10664575,12.0
515,ozone,Marginal,99.818050695,0.1098505,12.0
516,ozone,Mean,81.4179635025,0.12492198996425,12.0
517,ozone,Separate models,99.965071345,105652.75323077,12.0
518,ozone,Uniform,26.279367695,4.347859653,12.0
519,ozone,Zero,15.882314755,0.135253608239,12.0
520,petrol,Conditional,82.1251386625,0.00432325,4.0
521,petrol,Copula,82.12513747,0.00494225,4.0
522,petrol,Gaussian,82.1251386225,0.0050775,4.0
523,petrol,Marginal,82.1251374025,0.0055445,4.0
524,petrol,Mean,57.09665004,0.05636921153375,4.0
525,petrol,Separate models,83.31468769,107.91081232725,4.0
526,petrol,Uniform,20.96699912,0.45218940072475,4.0
527,petrol,Zero,25.6013491375,0.0496492795655,4.0
528,poker,Conditional,98.219899516,0.0358862,10.0
529,poker,Copula,98.219899596,0.0418546,10.0
530,poker,Gaussian,98.219899618,0.0400596,10.0
531,poker,Marginal,98.219899502,0.0468146,10.0
532,poker,Mean,64.1978336382,0.2126320850546,10.0
533,poker,Separate models,79.92811327199999,22093.373253354,10.0
534,poker,Uniform,46.7626830532,23.2403809352,10.0
535,poker,Zero,51.493624256,0.1973413572889999,10.0
536,possumbelly,Conditional,99.479347306,0.0186526,10.0
537,possumbelly,Copula,99.479347378,0.0241178,10.0
538,possumbelly,Gaussian,99.47934742,0.0239866,10.0
539,possumbelly,Marginal,99.479347234,0.0220156,10.0
540,possumbelly,Mean,70.52331351000001,0.1119562639423999,10.0
541,possumbelly,Separate models,97.914668954,17336.140614661203,10.0
542,possumbelly,Uniform,0.0,1.03543636178,10.0
543,possumbelly,Zero,0.0,0.0925129849636,10.0
544,possumchest,Conditional,89.265216996,0.0183581999999999,10.0
545,possumchest,Copula,89.26521695,0.0214368,10.0
546,possumchest,Gaussian,89.265216966,0.0231752,10.0
547,possumchest,Marginal,89.26521699999999,0.0229832,10.0
548,possumchest,Mean,93.28826583,0.1071826948455999,10.0
549,possumchest,Separate models,99.272636654,5794.8156751688,10.0
550,possumchest,Uniform,0.0,1.04258657324,10.0
551,possumchest,Zero,19.999109106,0.0888073008372,10.0
552,power,Conditional,99.1901399225,0.00876925,4.0
553,power,Copula,99.1901397125,0.00919825,4.0
554,power,Gaussian,99.190139665,0.0085035,4.0
555,power,Marginal,99.19013981,0.008025,4.0
556,power,Mean,58.6456488175,0.0814631377107499,4.0
557,power,Separate models,93.6391604575,7576.340216699999,4.0
558,power,Uniform,39.3878493825,16.74056155595,4.0
559,power,Zero,23.773505245,0.071608222251,4.0
560,powerlifting,Conditional,99.432372854,0.009909,6.0
561,powerlifting,Copula,99.432372828,0.0119386,6.0
562,powerlifting,Gaussian,99.432372808,0.0098756,6.0
563,powerlifting,Marginal,99.432372834,0.0111702,6.0
564,powerlifting,Mean,99.126891038,0.3703960922365999,6.0
565,powerlifting,Separate models,99.532678316,3996.902357341,6.0
566,powerlifting,Uniform,38.646419498,22.7238685542,6.0
567,powerlifting,Zero,0.0,0.4002785024436,6.0
568,precip,Conditional,99.525591265,0.0224015,9.0
569,precip,Copula,99.525591365,0.04533925,9.0
570,precip,Gaussian,99.525591355,0.1254445,9.0
571,precip,Marginal,99.5255913125,0.025376,9.0
572,precip,Mean,71.5879177925,0.13051069036325,9.0
573,precip,Separate models,99.622475005,20447.884327575,9.0
574,precip,Uniform,20.2914546325,25.38463234925,9.0
575,precip,Zero,39.566493125,0.11538245424475,9.0
576,prostate,Conditional,98.479186222,0.0089954,8.0
577,prostate,Copula,98.479186298,0.0105224,8.0
578,prostate,Gaussian,98.479186292,0.0088036,8.0
579,prostate,Marginal,98.479186086,0.0109369999999999,8.0
580,prostate,Mean,96.381409044,0.0903949939824,8.0
581,prostate,Separate models,98.939520988,3146.742889509,8.0
582,prostate,Uniform,16.110436708,1.33457720498,8.0
583,prostate,Zero,42.579187522,0.0748116449923999,8.0
584,pumpkinseed,Conditional,99.98633111333334,0.109786,12.0
585,pumpkinseed,Copula,99.98633110666668,0.1463493333333333,12.0
586,pumpkinseed,Gaussian,99.98633110666668,0.1469276666666666,12.0
587,pumpkinseed,Marginal,99.98633110333331,0.1601536666666666,12.0
588,pumpkinseed,Mean,99.88450975333336,0.00769697199,12.0
589,pumpkinseed,Separate models,99.76276693333334,127787.4982892,12.0
590,pumpkinseed,Uniform,0.0,7.358658377666667,12.0
591,pumpkinseed,Zero,0.0,0.0080326785953333,12.0
592,questions,Conditional,99.50109509,0.0065176,3.0
593,questions,Copula,99.501095108,0.0080268,3.0
594,questions,Gaussian,99.501095078,0.0063342,3.0
595,questions,Marginal,99.501095102,0.0072292,3.0
596,questions,Mean,99.039595188,0.0395841873102,3.0
597,questions,Separate models,99.821081794,39.835059789652,3.0
598,questions,Uniform,62.983473722,3.523189109608,3.0
599,questions,Zero,0.0,0.0350207591742,3.0
600,raotbl6,Conditional,99.96047686,0.0067605,7.0
601,raotbl6,Copula,99.9604768475,0.00795175,7.0
602,raotbl6,Gaussian,99.9604768475,0.00641525,7.0
603,raotbl6,Marginal,99.960476845,0.00712175,7.0
604,raotbl6,Mean,89.79312360750001,0.092994323602,7.0
605,raotbl6,Separate models,99.9512522325,859.49902371995,7.0
606,raotbl6,Uniform,10.1134763225,1.2593515254825,7.0
607,raotbl6,Zero,10.85335924,0.08479343681725,7.0
608,raotbl7,Conditional,98.9717677225,0.0060335,7.0
609,raotbl7,Copula,98.9717678075,0.00988575,7.0
610,raotbl7,Gaussian,98.9717676325,0.007242,7.0
611,raotbl7,Marginal,98.9717676,0.00856025,7.0
612,raotbl7,Mean,97.8870908975,0.07795793253525,7.0
613,raotbl7,Separate models,98.9697373925,638.87533743995,7.0
614,raotbl7,Uniform,0.0,1.3038130230375,7.0
615,raotbl7,Zero,0.0,0.0815661462352499,7.0
616,realestate,Conditional,99.855869706,0.0089398,7.0
617,realestate,Copula,99.855869702,0.0100686,7.0
618,realestate,Gaussian,99.855869894,0.0094556,7.0
619,realestate,Marginal,99.855869724,0.0094984,7.0
620,realestate,Mean,18.232929638,0.0839903044878,7.0
621,realestate,Separate models,99.8968851,413.05298301138,7.0
622,realestate,Uniform,78.232194314,5.19810144012,7.0
623,realestate,Zero,19.998902538,0.0794967832444,7.0
624,rentals,Conditional,99.9987765475,0.02502875,8.0
625,rentals,Copula,99.9987765475,0.01715575,8.0
626,rentals,Gaussian,99.998776545,0.0166755,8.0
627,rentals,Marginal,99.998776545,0.0187045,8.0
628,rentals,Mean,99.9941932125,0.09045516921025,8.0
629,rentals,Separate models,99.8706486225,9941.9266962175,8.0
630,rentals,Uniform,0.0,16.03103854375,8.0
631,rentals,Zero,0.0,0.0956804170677499,8.0
632,sacramento,Conditional,99.845827535,0.008888,5.0
633,sacramento,Copula,99.845827515,0.00944275,5.0
634,sacramento,Gaussian,99.845827345,0.010619,5.0
635,sacramento,Marginal,99.84582753,0.00949475,5.0
636,sacramento,Mean,93.05538927,0.07365028675875,5.0
637,sacramento,Separate models,99.824821955,181.330700333425,5.0
638,sacramento,Uniform,54.6371198475,8.786398235175,5.0
639,sacramento,Zero,25.6284280025,0.064974523028,5.0
640,seeds,Conditional,99.10063727,0.0067264,6.0
641,seeds,Copula,99.100637138,0.0059848,6.0
642,seeds,Gaussian,99.100637238,0.0061714,6.0
643,seeds,Marginal,99.100636944,0.0068774,6.0
644,seeds,Mean,75.937487118,0.0632413933153999,6.0
645,seeds,Separate models,99.099629006,204.2270763539,6.0
646,seeds,Uniform,9.861049766,1.828365162774,6.0
647,seeds,Zero,36.29749869999999,0.0625469940188,6.0
648,seoulbike,Conditional,99.70731525,0.122794,12.0
649,seoulbike,Copula,99.70731512,0.14055175,12.0
650,seoulbike,Gaussian,99.7073151825,0.1414785,12.0
651,seoulbike,Marginal,99.70731525,0.17367,12.0
652,seoulbike,Mean,86.640247215,0.17581162560475,12.0
653,seoulbike,Separate models,98.74579941,74395.7081255,12.0
654,seoulbike,Uniform,45.3423631875,45.127731826,12.0
655,seoulbike,Zero,48.4382977725,0.1727514400595,12.0
656,servo,Conditional,78.796364842,0.06766,12.0
657,servo,Copula,81.91798648833333,11549.348083833333,12.0
658,servo,Gaussian,78.796365214,0.0715214,12.0
659,servo,Marginal,78.79636521,0.0843298,12.0
660,servo,Mean,42.996229556,0.1118547613035999,12.0
661,servo,Separate models,96.29189961,70386.5828713425,12.0
662,servo,Uniform,39.982293448,2.5080956623,12.0
663,servo,Zero,0.0,0.1110026515574,12.0
664,slump,Conditional,98.849788445,0.0065035,7.0
665,slump,Copula,98.8497886875,0.00867425,7.0
666,slump,Gaussian,98.849788585,0.007258,7.0
667,slump,Marginal,98.8497885775,0.006678,7.0
668,slump,Mean,23.903518795,0.0857779699245,7.0
669,slump,Separate models,98.9096354725,603.0880295141,7.0
670,slump,Uniform,0.0,1.2266588052800005,7.0
671,slump,Zero,0.0,0.07803543351375,7.0
672,slump-flow,Conditional,99.12098911,0.00657625,7.0
673,slump-flow,Copula,99.1209892125,0.0072685,7.0
674,slump-flow,Gaussian,99.1209891925,0.006253,7.0
675,slump-flow,Marginal,99.1209891325,0.0066295,7.0
676,slump-flow,Mean,44.1159517675,0.084281546224,7.0
677,slump-flow,Separate models,99.14629816,1241.8075257452,7.0
678,slump-flow,Uniform,0.0,1.17425536576,7.0
679,slump-flow,Zero,46.553396845,0.08097516963275,7.0
680,slump-mpa,Conditional,99.8324051425,0.00675625,7.0
681,slump-mpa,Copula,99.83240508,0.0073695,7.0
682,slump-mpa,Gaussian,99.83240498,0.0064865,7.0
683,slump-mpa,Marginal,99.8324051525,0.0070835,7.0
684,slump-mpa,Mean,57.9317743525,0.0987248350715,7.0
685,slump-mpa,Separate models,99.8847576075,1988.8890490647,7.0
686,slump-mpa,Uniform,50.902930117500006,1.6446958025775,7.0
687,slump-mpa,Zero,32.9304220275,0.07847763511475,7.0
688,spending,Conditional,89.265216996,0.0214124,10.0
689,spending,Copula,89.26521695,0.021959,10.0
690,spending,Gaussian,89.265216966,0.022219,10.0
691,spending,Marginal,89.26521699999999,0.0198807999999999,10.0
692,spending,Mean,93.28826583,0.0953098351694,10.0
693,spending,Separate models,99.25576403,10475.6542167416,10.0
694,spending,Uniform,0.0,1.0545672593200002,10.0
695,spending,Zero,19.999109106,0.0895994036592,10.0
696,spx,Conditional,99.8194083225,0.00820175,3.0
697,spx,Copula,99.819408345,0.00963075,3.0
698,spx,Gaussian,99.8194083025,0.0080775,3.0
699,spx,Marginal,99.8194083275,0.007956,3.0
700,spx,Mean,86.9110751675,0.03938532844775,3.0
701,spx,Separate models,99.8137898125,52.19567834595,3.0
702,spx,Uniform,26.6522928775,7.95842487235,3.0
703,spx,Zero,0.0,0.04357404342775,3.0
704,startups,Conditional,92.0345789925,0.0046445,4.0
705,startups,Copula,92.0345788925,0.00503175,4.0
706,startups,Gaussian,92.0345790725,0.0046775,4.0
707,startups,Marginal,92.034578985,0.00532475,4.0
708,startups,Mean,77.574081965,0.044697533638,4.0
709,startups,Separate models,91.70653207,43.691323994395,4.0
710,startups,Uniform,13.14174563,0.40122631017275,4.0
711,startups,Zero,0.0,0.0490741940222499,4.0
712,stockreturn,Conditional,99.798987544,0.0712112,12.0
713,stockreturn,Copula,99.798987554,0.0954236,12.0
714,stockreturn,Gaussian,99.798987568,0.1344872,12.0
715,stockreturn,Marginal,99.798987562,0.0759225999999999,12.0
716,stockreturn,Mean,73.835268848,0.1033076492752,12.0
717,stockreturn,Separate models,99.831532972,43348.492733546,12.0
718,stockreturn,Uniform,62.95723287,7.40178963356,12.0
719,stockreturn,Zero,0.0,0.1153601976496,12.0
720,stockrisk,Conditional,97.279882778,0.068579,12.0
721,stockrisk,Copula,97.279882788,0.0899413999999999,12.0
722,stockrisk,Gaussian,97.27988297,0.0924504,12.0
723,stockrisk,Marginal,97.279882694,0.0741842,12.0
724,stockrisk,Mean,75.759357404,0.1212247793445999,12.0
725,stockrisk,Separate models,98.497311164,43527.389241896,12.0
726,stockrisk,Uniform,42.880948294,5.88669999126,12.0
727,stockrisk,Zero,0.5660559174,0.1104383441203999,12.0
728,telecom,Conditional,99.926068078,0.0566512,11.0
729,telecom,Copula,99.926068102,0.0876161999999999,11.0
730,telecom,Gaussian,99.92606834,0.0723856,11.0
731,telecom,Marginal,99.926068082,0.0641392,11.0
732,telecom,Mean,37.457488728,0.1460657028724,11.0
733,telecom,Separate models,99.907274594,55248.107731092,11.0
734,telecom,Uniform,77.690395098,24.5963036392,11.0
735,telecom,Zero,2.934472656,0.1424011741976,11.0
736,telescope,Conditional,99.416292728,0.0455133999999999,10.0
737,telescope,Copula,99.416292826,0.0479404,10.0
738,telescope,Gaussian,99.416292878,0.0719524,10.0
739,telescope,Marginal,99.416292682,0.0434808,10.0
740,telescope,Mean,55.704535212,0.2052310754386,10.0
741,telescope,Separate models,99.891795002,47307.581329,10.0
742,telescope,Uniform,42.291723182,25.198386037,10.0
743,telescope,Zero,59.0725869384,0.2009913853322,10.0
744,uber,Conditional,99.7068904625,0.009454,5.0
745,uber,Copula,99.7068905025,0.00953025,5.0
746,uber,Gaussian,99.70689409,0.00969525,5.0
747,uber,Marginal,99.7068904275,0.00954575,5.0
748,uber,Mean,64.512288435,0.08665981239475,5.0
749,uber,Separate models,99.69674361,25460.83671305,5.0
750,uber,Uniform,42.8719492075,21.627134286225,5.0
751,uber,Zero,70.4440366825,0.0892435958805,5.0
752,unemploy,Conditional,97.9515447375,0.00744325,4.0
753,unemploy,Copula,97.9515448225,0.00845575,4.0
754,unemploy,Gaussian,97.9515449625,0.006946,4.0
755,unemploy,Marginal,97.951544405,0.00716975,4.0
756,unemploy,Mean,95.585786905,0.0606104066399999,4.0
757,unemploy,Separate models,98.4308416075,162.6381376853325,4.0
758,unemploy,Uniform,1.1470726015,4.40254421845,4.0
759,unemploy,Zero,0.0,0.05668037597475,4.0
760,wage,Conditional,99.91912483,0.01540725,8.0
761,wage,Copula,99.919124835,0.01768325,8.0
762,wage,Gaussian,99.919124845,0.01688725,8.0
763,wage,Marginal,99.9191248375,0.01589725,8.0
764,wage,Mean,97.04882714,0.0943369388664999,8.0
765,wage,Separate models,99.9125800125,2895.099432256,8.0
766,wage,Uniform,0.0,14.20363820225,8.0
767,wage,Zero,0.0,0.09312018191875,8.0
768,walmart,Conditional,99.4052767275,0.0102989999999999,6.0
769,walmart,Copula,99.4052766825,0.0108157499999999,6.0
770,walmart,Gaussian,99.407276075,0.00988825,6.0
771,walmart,Marginal,99.4052766875,0.0142464999999999,6.0
772,walmart,Mean,56.2674978925,0.08906834214775,6.0
773,walmart,Separate models,99.7187443575,2265.67367178325,6.0
774,walmart,Uniform,25.65806257575,14.5452441668,6.0
775,walmart,Zero,10.4866643475,0.076847762046,6.0
776,wholesale,Conditional,99.0771671,0.008385,7.0
777,wholesale,Copula,99.07716721,0.00887425,7.0
778,wholesale,Gaussian,99.077167635,0.00915975,7.0
779,wholesale,Marginal,99.0771671625,0.008577,7.0
780,wholesale,Mean,90.9613583725,0.09741428535675,7.0
781,wholesale,Separate models,99.2051250375,819.923079824075,7.0
782,wholesale,Uniform,74.8696632715,5.209088167500001,7.0
783,wholesale,Zero,73.65820287,0.08986917465475,7.0
784,wine,Conditional,99.96655261,0.1045375,12.25
785,wine,Copula,98.5943256025,20.709748325,12.25
786,wine,Gaussian,99.785446915,0.259400789975,12.25
787,wine,Marginal,99.367318925,0.19130275,12.25
788,wine,Mean,91.1570769325,0.14460919825275,12.0
789,wine,Separate models,97.2696499375,132316.6154354,12.0
790,wine,Uniform,63.987548127500006,27.090757925,12.0
791,wine,Zero,56.9319561625,0.15166645140275,12.0
792,winequality,Conditional,99.97348995,0.06037425,11.0
793,winequality,Copula,99.94848995,0.1086179999999999,11.0
794,winequality,Gaussian,99.97348995,0.091026,11.0
795,winequality,Marginal,99.973489945,0.088741,11.0
796,winequality,Mean,85.4894679325,0.14691253991625,11.0
797,winequality,Separate models,99.9583603775,54380.61385789749,11.0
798,winequality,Uniform,59.00342919249999,20.61751837225,11.0
799,winequality,Zero,46.6423467275,0.137149224861,11.0
800,winequality-red,Conditional,99.7942720775,0.0573672499999999,11.0
801,winequality-red,Copula,99.7942720275,0.078055,11.0
802,winequality-red,Gaussian,99.7942724225,0.0724915,11.0
803,winequality-red,Marginal,99.7942720375,0.060325,11.0
804,winequality-red,Mean,78.45052552,0.139500042898,11.0
805,winequality-red,Separate models,99.96456631,50760.00177988,11.0
806,winequality-red,Uniform,65.751101435,21.95229983225,11.0
807,winequality-red,Zero,70.65497587,0.1402140508915,11.0
808,winequality-white,Conditional,98.907127794,0.0657364,11.0
809,winequality-white,Copula,98.9071277,0.0943406,11.0
810,winequality-white,Gaussian,98.907127682,0.0940566,11.0
811,winequality-white,Marginal,98.907127716,0.0935149999999999,11.0
812,winequality-white,Mean,96.767410696,0.2092942064578,11.0
813,winequality-white,Separate models,99.931681698,40370.63184754,11.0
814,winequality-white,Uniform,18.4633199,17.4501765316,11.0
815,winequality-white,Zero,5.8352504320000005,0.1893650018886,11.0
816,yatch,Conditional,98.7189789475,0.00647525,6.0
817,yatch,Copula,98.718979175,0.00802,6.0
818,yatch,Gaussian,98.718979425,0.006572,6.0
819,yatch,Marginal,98.71897897,0.0064095,6.0
820,yatch,Mean,72.8940662175,0.073623761235,6.0
821,yatch,Separate models,98.7485149975,271.364752133775,6.0
822,yatch,Uniform,62.0045689475,4.377882630649999,6.0
823,yatch,Zero,38.3132272375,0.0775713967265,6.0
