,Approximation,Model,Dataset,Accuracy,Time,Features
593,SGDShapley,svm,friedman,99.40624583,0.223006372,9
129,IME,svm,diamonds_select,99.5562916,0.2210448749,4
309,IME,svm,auto-mpg,98.92074859,0.2193688631,7
814,KernelSHAP,svm,pumpkinseed,99.9827585,0.2177204883,12
898,Parametric KernelSHAP,svm,income,97.80664306,0.217315,13
897,Non-parametric KernelSHAP,svm,income,97.80664306,0.217315,13
463,KernelSHAP,svm,crab,99.26813508,0.2166026932,8
530,SGDShapley,svm,wage,73.23225644,0.2162642652,8
454,KernelSHAP,svm,concrete,99.75921997,0.2126879345,8
818,SGDShapley,svm,pumpkinseed,99.93557237,0.2121139628,12
611,SGDShapley,svm,precip,99.99820213,0.2111200347,9
336,IME,svm,computer,99.79244127,0.2101885098,7
66,IME,svm,spx,99.74229428,0.2068891385,3
9,CES,svm,apartments,98.42658452,0.2061381523,3
10,Cohort,svm,apartments,98.42658452,0.2061381523,3
687,IME,svm,hybrid,98.35107385,0.2046204408,11
634,KernelSHAP,svm,poker,96.88047142,0.2044174917,10
870,Non-parametric KernelSHAP,svm,boston,53.85020711,0.20166,13
553,KernelSHAP,svm,casp,99.74116623,0.2009769194,9
764,SGDShapley,svm,airquality,96.34940845,0.2000738368,12
183,IME,svm,unemploy,97.57545764,0.1997014234,4
760,KernelSHAP,svm,airquality,99.92939862,0.1988696503,12
138,IME,svm,economics,97.45203823,0.1972048057,4
589,KernelSHAP,svm,friedman,99.33940435,0.197010567,9
742,KernelSHAP,svm,winequality-white,98.38232755,0.196766677,11
888,Non-parametric KernelSHAP,svm,housing,57.34610623,0.195726,13
291,IME,svm,yatch,99.41267272,0.1953048355,6
575,SGDShapley,svm,employee,-61.50936192,0.1948398503,9
120,IME,svm,diamonds_filter,98.59428737,0.1938367962,4
561,IME,svm,country-data,98.78318334,0.192886923,9
737,SGDShapley,svm,winequality-red,94.61516331,0.1927382173,11
30,IME,svm,chickweight,99.09226928,0.1923354371,3
113,MLE,svm,const-maint,99.10020995,0.1913137002,4
526,KernelSHAP,svm,wage,99.99999985,0.1897101366,8
273,IME,svm,seeds,98.2138269,0.1896468764,6
840,IME,svm,stockreturn,99.67243783,0.1877332697,12
728,SGDShapley,svm,winequality,99.31355425,0.1854424383,11
39,IME,svm,htwtindex,97.84729105,0.184985431,3
48,IME,svm,jewellery,99.51250685,0.1841921507,3
651,IME,svm,possumchest,97.24903219,0.1840146269,10
642,IME,svm,possumbelly,92.09155243,0.1832723822,10
660,IME,svm,spending,97.22672603,0.1831843785,10
172,Cohort,svm,startups,91.75001776,0.18301048,4
171,CES,svm,startups,91.75001776,0.18301048,4
206,SGDShapley,svm,airfoil-self-noise,99.76805979,0.1807290641,5
906,Non-parametric KernelSHAP,svm,mba,98.49581933,0.179991,13
197,SGDShapley,svm,airfoil,99.76805979,0.1777219245,5
607,KernelSHAP,svm,precip,99.90260517,0.1759708238,9
503,SGDShapley,svm,energy_heat,99.67149303,0.1757699702,8
849,IME,svm,stockrisk,98.5668695,0.1748684989,12
372,IME,svm,raotbl6,99.55924522,0.174394561,7
381,IME,svm,raotbl7,99.64434602,0.1740314146,7
251,SGDShapley,svm,insurance,99.69212605,0.1735746861,6
880,Parametric KernelSHAP,svm,heart_disease,85.48268851,0.17357,13
507,IME,svm,prostate,99.37677554,0.1731802622,8
408,IME,svm,slump-flow,99.65315378,0.1730600876,7
399,IME,svm,slump,99.68107867,0.1723233321,7
624,IME,svm,asia_gdp,99.9345941,0.1716204371,10
300,IME,svm,admission,98.36490096,0.1715739077,7
719,SGDShapley,svm,telecom,86.68108115,0.1704171918,11
417,IME,svm,slump-mpa,99.62582022,0.1689899318,7
872,SGDShapley,svm,boston,99.89926952,0.1685708854,13
458,SGDShapley,svm,concrete,99.71193444,0.1682204947,8
327,IME,svm,chanceadmit,99.71470622,0.167468481,7
621,CES,svm,asia_gdp,98.17080824,0.167370694,10
622,Cohort,svm,asia_gdp,98.17080824,0.167370694,10
705,IME,svm,mtcars,65.08807998,0.1670636697,11
21,IME,svm,brainweight,98.22646391,0.1655144963,3
449,SGDShapley,svm,cms,99.71193444,0.1654639446,8
75,IME,svm,advertisements,97.24033243,0.1649910139,4
879,Non-parametric KernelSHAP,svm,heart_disease,85.48268814,0.16479,13
683,SGDShapley,svm,bikedaily,72.46856169,0.1645142372,11
534,IME,svm,airline-costs,92.8469249,0.1643926382,9
84,IME,svm,advertising,96.80609208,0.164342407,4
733,KernelSHAP,svm,winequality-red,99.45344891,0.1639980208,11
584,SGDShapley,svm,energy,99.72627893,0.1635163581,9
476,SGDShapley,svm,cust,99.10824579,0.1631449847,8
890,SGDShapley,svm,housing,99.72434312,0.1622991519,13
71,SGDShapley,svm,spx,99.86426856,0.1610246422,3
782,SGDShapley,svm,forest,73.03815215,0.1609806861,12
202,KernelSHAP,svm,airfoil-self-noise,99.99726666,0.1609123259,5
791,SGDShapley,svm,forestfire,73.32221668,0.1608750513,12
908,SGDShapley,svm,mba,99.31317193,0.160448902,13
548,SGDShapley,svm,cancer,99.36096234,0.1603637976,9
800,SGDShapley,svm,heartfailure,81.39444043,0.1602236502,12
147,IME,svm,iris,99.46316829,0.1596975374,4
485,SGDShapley,svm,diabetes,81.5976458,0.1591659315,8
233,SGDShapley,svm,sacramento,98.60992626,0.1590546439,5
701,SGDShapley,svm,migration,86.30918462,0.158616806,11
193,KernelSHAP,svm,airfoil,99.99726666,0.1582773317,5
531,CES,svm,airline-costs,-2043.461051,0.1579295635,9
532,Cohort,svm,airline-costs,-2043.461051,0.1579295635,9
494,SGDShapley,svm,energy_cool,99.72785499,0.1578367761,8
104,MLE,svm,challenger,69.89838839,0.1574730277,4
102,IME,svm,challenger,68.89838839,0.1574730277,4
143,SGDShapley,svm,economics,97.82044154,0.1567536806,4
296,SGDShapley,svm,yatch,99.33258294,0.1566225547,6
702,CES,svm,mtcars,88.90265554,0.1561844782,11
703,Cohort,svm,mtcars,88.90265554,0.1561844782,11
98,SGDShapley,svm,blood,87.11063878,0.1560357901,4
134,SGDShapley,svm,diamonds_select,99.52673666,0.1558936134,4
881,SGDShapley,svm,heart_disease,99.16388723,0.1557641612,13
210,IME,svm,japanemg,99.64779627,0.1556911786,5
156,IME,svm,petrol,93.84011468,0.1553658694,4
219,IME,svm,linnerud,88.42606211,0.1552205426,5
571,KernelSHAP,svm,employee,98.38637224,0.1543257352,9
12,IME,svm,apartments,84.8592343,0.1540246193,3
323,SGDShapley,svm,autompg,99.95907248,0.1531887678,7
809,SGDShapley,svm,ozone,99.83163545,0.1530651584,12
111,IME,svm,const-maint,99.71840481,0.1529077833,4
431,SGDShapley,svm,wholesale,99.80257767,0.1528503193,7
692,SGDShapley,svm,hybrid,98.29310678,0.1520359656,11
314,SGDShapley,svm,auto-mpg,99.95907248,0.1518350528,7
35,SGDShapley,svm,chickweight,99.93820909,0.1513044472,3
395,SGDShapley,svm,realestate,91.16464819,0.1512015649,7
174,IME,svm,startups,79.9920614,0.1510114249,4
44,SGDShapley,svm,htwtindex,-39.70452705,0.1510086132,3
836,SGDShapley,svm,servo,64.35805712,0.1508041165,12
629,SGDShapley,svm,asia_gdp,98.56585325,0.1504741056,10
188,SGDShapley,svm,unemploy,97.82044154,0.1504084851,4
413,SGDShapley,svm,slump-flow,99.96764827,0.1501217379,7
665,SGDShapley,svm,spending,95.31285347,0.1500365325,10
53,SGDShapley,svm,jewellery,86.66234381,0.1499600725,3
247,KernelSHAP,svm,insurance,99.98619127,0.1498054042,6
647,SGDShapley,svm,possumbelly,93.5918152,0.1491768701,10
125,SGDShapley,svm,diamonds_filter,98.91159814,0.1487985163,4
57,IME,svm,questions,99.70732218,0.1478453,3
566,SGDShapley,svm,country-data,93.06691534,0.1476386232,9
377,SGDShapley,svm,raotbl6,99.68282597,0.1475165007,7
845,SGDShapley,svm,stockreturn,89.76214625,0.1468600608,12
341,SGDShapley,svm,computer,91.79633922,0.1467823879,7
854,SGDShapley,svm,stockrisk,90.20066866,0.1467473255,12
656,SGDShapley,svm,possumchest,95.31285347,0.1465072427,10
710,SGDShapley,svm,mtcars,97.09239246,0.1465043371,11
229,KernelSHAP,svm,sacramento,99.69502381,0.1463067385,5
278,SGDShapley,svm,seeds,89.899858,0.145145437,6
305,SGDShapley,svm,admission,98.45771581,0.1447342714,7
80,SGDShapley,svm,advertisements,79.31402903,0.1444646445,4
539,SGDShapley,svm,airline-costs,94.617226,0.1443571091,9
386,SGDShapley,svm,raotbl7,99.83905771,0.1440794817,7
404,SGDShapley,svm,slump,99.96219201,0.1440415593,7
332,SGDShapley,svm,chanceadmit,99.96530474,0.1439374306,7
422,SGDShapley,svm,slump-mpa,99.99998737,0.1437394619,7
152,SGDShapley,svm,iris,86.45106303,0.1434573555,4
26,SGDShapley,svm,brainweight,98.37494183,0.1432669978,3
155,Exhaustive,svm,petrol,94.64983069,0.1426305771,4
512,SGDShapley,svm,prostate,87.96142447,0.1416482564,8
215,SGDShapley,svm,japanemg,99.17413573,0.1415984631,5
179,SGDShapley,svm,startups,75.55694881,0.1412016223,4
224,SGDShapley,svm,linnerud,88.89422498,0.140773092,5
116,SGDShapley,svm,const-maint,98.33035366,0.1405373053,4
207,CES,svm,japanemg,92.80251981,0.1403224786,5
208,Cohort,svm,japanemg,92.80251981,0.1403224786,5
89,SGDShapley,svm,advertising,79.31402903,0.1391540477,4
17,SGDShapley,svm,apartments,92.38942998,0.1386299683,3
445,KernelSHAP,svm,cms,99.75921997,0.1381424694,8
107,SGDShapley,svm,challenger,-44.70753148,0.137998879,4
40,KernelSHAP,svm,htwtindex,98.11590826,0.1376297922,3
67,KernelSHAP,svm,spx,99.96026403,0.1374100789,3
161,SGDShapley,svm,petrol,79.68981296,0.1373791546,4
173,Exhaustive,svm,startups,79.47960385,0.1372852325,4
597,IME,svm,glass,0.0,0.1362570239,9
153,CES,svm,petrol,99.24797085,0.1361144334,4
154,Cohort,svm,petrol,99.24797085,0.1361144334,4
62,SGDShapley,svm,questions,99.77600574,0.1351999774,3
715,KernelSHAP,svm,telecom,99.9250514,0.1334962086,11
724,KernelSHAP,svm,winequality,99.9991244,0.1323470997,11
580,KernelSHAP,svm,energy,99.61656099,0.1313017231,9
790,Parametric KernelSHAP,svm,forestfire,-293748.7811,0.128828,12
101,Exhaustive,svm,challenger,67.79774796,0.1281900406,4
781,Parametric KernelSHAP,svm,forest,-296609.5179,0.127631,12
602,SGDShapley,svm,glass,0.0,0.1274108887,9
110,Exhaustive,svm,const-maint,99.92734662,0.1272478104,4
130,KernelSHAP,svm,diamonds_select,99.74960887,0.1265717116,4
762,Non-parametric KernelSHAP,svm,airquality,-115.1007369,0.123646,12
825,Non-parametric KernelSHAP,svm,seoulbike,-19.23424213,0.122979,12
679,KernelSHAP,svm,bikedaily,99.68775198,0.1198193948,11
753,Non-parametric KernelSHAP,svm,adult,-84.51080334,0.118645,12
481,KernelSHAP,svm,diabetes,99.83643386,0.1161074122,8
544,KernelSHAP,svm,cancer,99.45649072,0.1152082977,9
157,KernelSHAP,svm,petrol,94.64983069,0.1133853644,4
31,KernelSHAP,svm,chickweight,99.34464458,0.111471462,3
643,KernelSHAP,svm,possumbelly,92.38284019,0.1102223396,10
184,KernelSHAP,svm,unemploy,97.71703779,0.1080946082,4
771,Non-parametric KernelSHAP,svm,bikehourly,53.26231052,0.107695,12
799,Parametric KernelSHAP,svm,heartfailure,97.39482845,0.107321,12
861,Non-parametric KernelSHAP,svm,wine,-71.78553976,0.106334,12
310,KernelSHAP,svm,auto-mpg,99.11773553,0.1058411873,7
535,KernelSHAP,svm,airline-costs,92.45318091,0.1054726124,9
139,KernelSHAP,svm,economics,97.71703779,0.1050087314,4
816,Non-parametric KernelSHAP,svm,pumpkinseed,-1041364.669,0.104296,12
49,KernelSHAP,svm,jewellery,99.7303376,0.1037544219,3
778,KernelSHAP,svm,forest,99.35631327,0.1020687881,12
121,KernelSHAP,svm,diamonds_filter,98.889784,0.101112444,4
85,KernelSHAP,svm,advertising,97.27439883,0.1010478843,4
472,KernelSHAP,svm,cust,99.87047198,0.1010434992,8
697,KernelSHAP,svm,migration,99.99998946,0.1000330572,11
499,KernelSHAP,svm,energy_heat,99.6421672,0.09807727187,8
490,KernelSHAP,svm,energy_cool,99.61198568,0.09792656035,8
373,KernelSHAP,svm,raotbl6,99.75208021,0.0964059946,7
22,KernelSHAP,svm,brainweight,98.42908244,0.09630195099,3
877,KernelSHAP,svm,heart_disease,99.74060952,0.0957401673,13
94,KernelSHAP,svm,blood,99.65495854,0.09563426836,4
688,KernelSHAP,svm,hybrid,98.28336915,0.09397495962,11
418,KernelSHAP,svm,slump-mpa,99.83747756,0.09344470501,7
508,KernelSHAP,svm,prostate,99.51084325,0.09234674049,8
328,KernelSHAP,svm,chanceadmit,99.96081788,0.09165902752,7
301,KernelSHAP,svm,admission,98.51149137,0.09066128586,7
13,KernelSHAP,svm,apartments,85.6678236,0.0904386502,3
652,KernelSHAP,svm,possumchest,97.64111384,0.09005978448,10
58,KernelSHAP,svm,questions,99.92447809,0.08999158108,3
850,KernelSHAP,svm,stockrisk,98.6446397,0.08966795069,12
868,KernelSHAP,svm,boston,99.2944611,0.08916525213,13
841,KernelSHAP,svm,stockreturn,99.85503998,0.08796079342,12
886,KernelSHAP,svm,housing,99.85662469,0.08751633638,13
409,KernelSHAP,svm,slump-flow,99.91948044,0.08711145906,7
211,KernelSHAP,svm,japanemg,99.5253268,0.0867363294,5
787,KernelSHAP,svm,forestfire,99.36816794,0.0866095727,12
904,KernelSHAP,svm,mba,97.9426085,0.0863296606,13
744,Non-parametric KernelSHAP,svm,winequality-white,95.819637,0.085737,11
844,Parametric KernelSHAP,svm,stockreturn,99.78037833,0.085284,12
427,KernelSHAP,svm,wholesale,99.69869688,0.08344049976,7
736,Parametric KernelSHAP,svm,winequality-red,-14.91318599,0.083317,11
391,KernelSHAP,svm,realestate,99.53756969,0.08307379006,7
319,KernelSHAP,svm,autompg,99.11773553,0.08242854155,7
598,KernelSHAP,svm,glass,75.0,0.0812403014,9
853,Parametric KernelSHAP,svm,stockrisk,92.36923512,0.080815,12
727,Parametric KernelSHAP,svm,winequality,-70.66517057,0.080029,11
718,Parametric KernelSHAP,svm,telecom,99.98097411,0.080027,11
745,Parametric KernelSHAP,svm,winequality-white,95.81963661,0.079974,11
292,KernelSHAP,svm,yatch,99.6361385,0.07810133579,6
796,KernelSHAP,svm,heartfailure,99.29558672,0.07765066503,12
798,Non-parametric KernelSHAP,svm,heartfailure,97.39483834,0.076957,12
805,KernelSHAP,svm,ozone,99.9736624,0.07687447676,12
807,Non-parametric KernelSHAP,svm,ozone,99.1039169,0.076255,12
337,KernelSHAP,svm,computer,99.93843671,0.07583688999,7
76,KernelSHAP,svm,advertisements,97.27439883,0.07571330576,4
832,KernelSHAP,svm,servo,99.40985313,0.07571099455,12
562,KernelSHAP,svm,country-data,98.99831089,0.07540223428,9
789,Non-parametric KernelSHAP,svm,forestfire,-293748.7802,0.075222,12
780,Non-parametric KernelSHAP,svm,forest,-296609.5171,0.074732,12
661,KernelSHAP,svm,spending,97.64111384,0.07405353955,10
808,Parametric KernelSHAP,svm,ozone,99.1039169,0.07396,12
382,KernelSHAP,svm,raotbl7,99.87507427,0.0734110053,7
274,KernelSHAP,svm,seeds,98.32455259,0.07340824431,6
400,KernelSHAP,svm,slump,99.9029475,0.07327579751,7
148,KernelSHAP,svm,iris,99.88059872,0.07321610928,4
852,Non-parametric KernelSHAP,svm,stockrisk,92.36923521,0.07295,12
843,Non-parametric KernelSHAP,svm,stockreturn,99.78037833,0.072752,12
625,KernelSHAP,svm,asia_gdp,99.98332608,0.07208819049,10
175,KernelSHAP,svm,startups,79.47960385,0.07175710622,4
706,KernelSHAP,svm,mtcars,68.75728242,0.07080472599,11
103,KernelSHAP,svm,challenger,67.79774796,0.07067918777,4
112,KernelSHAP,svm,const-maint,99.92734662,0.07010416551,4
220,KernelSHAP,svm,linnerud,88.47015449,0.06969629015,5
835,Parametric KernelSHAP,svm,servo,15.36842327,0.068257,12
834,Non-parametric KernelSHAP,svm,servo,15.36841804,0.066145,12
109,Cohort,svm,const-maint,99.02671389,0.06238447536,4
108,CES,svm,const-maint,99.02671389,0.06238447536,4
682,Parametric KernelSHAP,svm,bikedaily,-386.9818579,0.06054,11
735,Non-parametric KernelSHAP,svm,winequality-red,-14.91320133,0.058158,11
726,Non-parametric KernelSHAP,svm,winequality,-70.66518989,0.056859,11
681,Non-parametric KernelSHAP,svm,bikedaily,-386.9818617,0.055466,11
717,Non-parametric KernelSHAP,svm,telecom,99.98097434,0.05467,11
11,Exhaustive,svm,apartments,85.6678236,0.04728484154,3
637,Parametric KernelSHAP,svm,poker,92.48033756,0.043876,10
217,Cohort,svm,linnerud,99.10476073,0.04380955015,5
216,CES,svm,linnerud,99.10476073,0.04380955015,5
619,Parametric KernelSHAP,svm,abalone,97.16709068,0.042745,10
700,Parametric KernelSHAP,svm,migration,-23641476548.0,0.040566,11
673,Parametric KernelSHAP,svm,telescope,99.05337922,0.039423,10
672,Non-parametric KernelSHAP,svm,telescope,99.05337925,0.03629,10
691,Parametric KernelSHAP,svm,hybrid,-380302141444550.0,0.036143,11
699,Non-parametric KernelSHAP,svm,migration,-23641476548.0,0.035906,11
690,Non-parametric KernelSHAP,svm,hybrid,-380302141444551.0,0.034521,11
636,Non-parametric KernelSHAP,svm,poker,92.48033718,0.034161,10
618,Non-parametric KernelSHAP,svm,abalone,97.16709097,0.033732,10
709,Parametric KernelSHAP,svm,mtcars,64.26466461,0.030157,11
708,Non-parametric KernelSHAP,svm,mtcars,64.26466489,0.029405,11
556,Parametric KernelSHAP,svm,casp,-458.3611499,0.025819,9
574,Parametric KernelSHAP,svm,employee,95.24385952,0.025712,9
592,Parametric KernelSHAP,svm,friedman,99.16371285,0.025309,9
610,Parametric KernelSHAP,svm,precip,-12083372023.0,0.025267,9
546,Non-parametric KernelSHAP,svm,cancer,98.96207336,0.024,9
573,Non-parametric KernelSHAP,svm,employee,95.24385814,0.022571,9
583,Parametric KernelSHAP,svm,energy,97.15520355,0.022087,9
609,Non-parametric KernelSHAP,svm,precip,-12083372023.0,0.021925,9
591,Non-parametric KernelSHAP,svm,friedman,99.16371288,0.021469,9
100,Cohort,svm,challenger,63.15312102,0.02095603943,4
99,CES,svm,challenger,63.15312102,0.02095603943,4
547,Parametric KernelSHAP,svm,cancer,98.96207433,0.020622,9
555,Non-parametric KernelSHAP,svm,casp,-458.3611524,0.019816,9
655,Parametric KernelSHAP,svm,possumchest,48.11262183,0.019376,10
582,Non-parametric KernelSHAP,svm,energy,97.1552035,0.019285,9
664,Parametric KernelSHAP,svm,spending,48.11262183,0.018922,10
645,Non-parametric KernelSHAP,svm,possumbelly,99.95845506,0.018717,10
646,Parametric KernelSHAP,svm,possumbelly,99.9584551,0.018691,10
663,Non-parametric KernelSHAP,svm,spending,48.11262211,0.018524,10
654,Non-parametric KernelSHAP,svm,possumchest,48.11262211,0.018261,10
348,Non-parametric KernelSHAP,svm,diamond,-6019347.333,0.01815,7
457,Parametric KernelSHAP,svm,concrete,74.71269648,0.017561,8
439,Parametric KernelSHAP,svm,californiahousing,50.72869225,0.017495,8
466,Parametric KernelSHAP,svm,crab,95.34137429,0.017481,8
529,Parametric KernelSHAP,svm,wage,-85.64753315,0.017409,8
628,Parametric KernelSHAP,svm,asia_gdp,99.76858841,0.017231,10
520,Parametric KernelSHAP,svm,rentals,-636.2195718,0.017215,8
627,Non-parametric KernelSHAP,svm,asia_gdp,99.76858831,0.01705,10
448,Parametric KernelSHAP,svm,cms,74.71269648,0.016696,8
438,Non-parametric KernelSHAP,svm,californiahousing,50.72868748,0.015643,8
475,Parametric KernelSHAP,svm,cust,-751.41519,0.015583,8
456,Non-parametric KernelSHAP,svm,concrete,74.7126961,0.015465,8
519,Non-parametric KernelSHAP,svm,rentals,-636.2195549,0.015362,8
502,Parametric KernelSHAP,svm,energy_heat,98.5611119,0.015284,8
528,Non-parametric KernelSHAP,svm,wage,-85.64753263,0.0152,8
465,Non-parametric KernelSHAP,svm,crab,95.34137434,0.015092,8
447,Non-parametric KernelSHAP,svm,cms,74.7126961,0.014873,8
493,Parametric KernelSHAP,svm,energy_cool,96.95239369,0.014661,8
484,Parametric KernelSHAP,svm,diabetes,82.04539855,0.014272,8
474,Non-parametric KernelSHAP,svm,cust,-751.415194,0.013915,8
483,Non-parametric KernelSHAP,svm,diabetes,82.04539841,0.013854,8
501,Non-parametric KernelSHAP,svm,energy_heat,98.56111198,0.013336,8
601,Parametric KernelSHAP,svm,glass,-8.53444e+27,0.013125,9
600,Non-parametric KernelSHAP,svm,glass,-8.53444e+27,0.012579,9
349,Parametric KernelSHAP,svm,diamond,-6019347.334,0.012565,7
565,Parametric KernelSHAP,svm,country-data,-19302266.8,0.012484,9
366,Non-parametric KernelSHAP,svm,germany,-16745.61942,0.011828,7
357,Non-parametric KernelSHAP,svm,france,-110941.407,0.011811,7
564,Non-parametric KernelSHAP,svm,country-data,-19302266.8,0.011738,9
492,Non-parametric KernelSHAP,svm,energy_cool,96.9523938,0.011379,8
537,Non-parametric KernelSHAP,svm,airline-costs,-1801824.361,0.010952,9
358,Parametric KernelSHAP,svm,france,-110941.407,0.010658,7
538,Parametric KernelSHAP,svm,airline-costs,-1801824.36,0.010431,9
367,Parametric KernelSHAP,svm,germany,-16745.61941,0.010361,7
249,Non-parametric KernelSHAP,svm,insurance,-427359.8301,0.01025,6
285,Non-parametric KernelSHAP,svm,walmart,91.0425867,0.010078,6
394,Parametric KernelSHAP,svm,realestate,99.29234764,0.010071,7
267,Non-parametric KernelSHAP,svm,powerlifting,99.89467931,0.009632,6
258,Non-parametric KernelSHAP,svm,kiva,-32270.6167,0.009446,6
250,Parametric KernelSHAP,svm,insurance,-427359.8301,0.009199,6
195,Non-parametric KernelSHAP,svm,airfoil,99.6448266,0.009132,5
304,Parametric KernelSHAP,svm,admission,92.37026186,0.0091,7
240,Non-parametric KernelSHAP,svm,uber,-33833.5089,0.009045,5
232,Parametric KernelSHAP,svm,sacramento,-18715775.42,0.009008,5
204,Non-parametric KernelSHAP,svm,airfoil-self-noise,99.6448266,0.008959,5
169,Parametric KernelSHAP,svm,power,98.15609815,0.008952,4
241,Parametric KernelSHAP,svm,uber,-33833.50889,0.00894,5
286,Parametric KernelSHAP,svm,walmart,91.04258923,0.008895,6
259,Parametric KernelSHAP,svm,kiva,-32270.61675,0.008804,6
133,Parametric KernelSHAP,svm,diamonds_select,42.4642245,0.008794,4
268,Parametric KernelSHAP,svm,powerlifting,99.89467933,0.008766,6
196,Parametric KernelSHAP,svm,airfoil,99.64482719,0.008702,5
205,Parametric KernelSHAP,svm,airfoil-self-noise,99.64482719,0.00867,5
330,Non-parametric KernelSHAP,svm,chanceadmit,97.74345338,0.008626,7
231,Non-parametric KernelSHAP,svm,sacramento,-18715775.42,0.008601,5
303,Non-parametric KernelSHAP,svm,admission,92.37026187,0.0086,7
168,Non-parametric KernelSHAP,svm,power,98.15609815,0.008579,4
132,Non-parametric KernelSHAP,svm,diamonds_select,42.46422485,0.008496,4
411,Non-parametric KernelSHAP,svm,slump-flow,-7978.749527,0.008452,7
6,Non-parametric KernelSHAP,svm,3droad,-12.13432253,0.00836,3
7,Parametric KernelSHAP,svm,3droad,-12.1343219,0.008344,3
321,Non-parametric KernelSHAP,svm,autompg,93.48863097,0.008344,7
429,Non-parametric KernelSHAP,svm,wholesale,-323575.2443,0.00821,7
393,Non-parametric KernelSHAP,svm,realestate,99.29234689,0.008117,7
510,Non-parametric KernelSHAP,svm,prostate,97.27092951,0.008114,8
511,Parametric KernelSHAP,svm,prostate,97.27092847,0.008046,8
312,Non-parametric KernelSHAP,svm,auto-mpg,93.48863097,0.008019,7
331,Parametric KernelSHAP,svm,chanceadmit,97.74345336,0.007973,7
430,Parametric KernelSHAP,svm,wholesale,-323575.2452,0.007908,7
70,Parametric KernelSHAP,svm,spx,-77404.07756,0.007886,3
69,Non-parametric KernelSHAP,svm,spx,-77404.07753,0.00781,3
25,Parametric KernelSHAP,svm,brainweight,22.79975367,0.007773,3
97,Parametric KernelSHAP,svm,blood,66.37405756,0.007749,4
313,Parametric KernelSHAP,svm,auto-mpg,93.48863114,0.007478,7
96,Non-parametric KernelSHAP,svm,blood,66.37405431,0.007391,4
142,Parametric KernelSHAP,svm,economics,-123174.2386,0.006988,4
33,Non-parametric KernelSHAP,svm,chickweight,85.9763114,0.006961,3
187,Parametric KernelSHAP,svm,unemploy,-123174.2386,0.00693,4
34,Parametric KernelSHAP,svm,chickweight,85.9763113,0.006922,3
124,Parametric KernelSHAP,svm,diamonds_filter,-14.0062464,0.006886,4
322,Parametric KernelSHAP,svm,autompg,93.48863114,0.006879,7
213,Non-parametric KernelSHAP,svm,japanemg,-132847.291,0.006803,5
339,Non-parametric KernelSHAP,svm,computer,-365.6095205,0.00679,7
51,Non-parametric KernelSHAP,svm,jewellery,-676587.2339,0.006746,3
186,Non-parametric KernelSHAP,svm,unemploy,-123174.2386,0.006736,4
402,Non-parametric KernelSHAP,svm,slump,-6478.356749,0.006722,7
123,Non-parametric KernelSHAP,svm,diamonds_filter,-14.00624539,0.006667,4
141,Non-parametric KernelSHAP,svm,economics,-123174.2386,0.006625,4
294,Non-parametric KernelSHAP,svm,yatch,-787201.619,0.006555,6
375,Non-parametric KernelSHAP,svm,raotbl6,-97.63020612,0.006553,7
420,Non-parametric KernelSHAP,svm,slump-mpa,-207.184639,0.006312,7
295,Parametric KernelSHAP,svm,yatch,-787201.619,0.006312,6
385,Parametric KernelSHAP,svm,raotbl7,-8944.035265,0.006306,7
60,Non-parametric KernelSHAP,svm,questions,98.3005701,0.006305,3
42,Non-parametric KernelSHAP,svm,htwtindex,-18.90444292,0.006294,3
376,Parametric KernelSHAP,svm,raotbl6,-97.63020614,0.006206,7
421,Parametric KernelSHAP,svm,slump-mpa,-207.1846383,0.006192,7
403,Parametric KernelSHAP,svm,slump,-6478.356759,0.006188,7
276,Non-parametric KernelSHAP,svm,seeds,98.27171447,0.006113,6
412,Parametric KernelSHAP,svm,slump-flow,-7978.749539,0.005999,7
15,Non-parametric KernelSHAP,svm,apartments,-5059.650025,0.005948,3
340,Parametric KernelSHAP,svm,computer,-365.6095377,0.005914,7
88,Parametric KernelSHAP,svm,advertising,96.05710112,0.005839,4
277,Parametric KernelSHAP,svm,seeds,98.27171442,0.005733,6
52,Parametric KernelSHAP,svm,jewellery,-676587.234,0.005609,3
177,Non-parametric KernelSHAP,svm,startups,-581738.0943,0.005507,4
24,Non-parametric KernelSHAP,svm,brainweight,22.79975328,0.005412,3
61,Parametric KernelSHAP,svm,questions,98.30057008,0.005392,3
87,Non-parametric KernelSHAP,svm,advertising,96.05710142,0.005391,4
78,Non-parametric KernelSHAP,svm,advertisements,96.05710142,0.005386,4
16,Parametric KernelSHAP,svm,apartments,-5059.650032,0.005375,3
150,Non-parametric KernelSHAP,svm,iris,99.92606851,0.00536,4
43,Parametric KernelSHAP,svm,htwtindex,-18.90444492,0.005199,3
384,Non-parametric KernelSHAP,svm,raotbl7,-8944.035268,0.005193,7
114,Non-parametric KernelSHAP,svm,const-maint,99.46040575,0.005189,4
222,Non-parametric KernelSHAP,svm,linnerud,-525.9239775,0.005085,5
79,Parametric KernelSHAP,svm,advertisements,96.05710112,0.004929,4
223,Parametric KernelSHAP,svm,linnerud,-525.9239831,0.00482,5
106,Parametric KernelSHAP,svm,challenger,-16633.70906,0.004778,4
151,Parametric KernelSHAP,svm,iris,99.92606857,0.004686,4
160,Parametric KernelSHAP,svm,petrol,-45734.87724,0.004617,4
214,Parametric KernelSHAP,svm,japanemg,-132847.2911,0.004553,5
