,Approximation,Model,Dataset,Accuracy,Time,Features
91,IME,xg,advertisements,94.98927183,0.248459415,4
80,IME,xg,spx,99.58163173,0.2479275807,3
179,IME,xg,iris,99.35585,0.2467634153,4
47,IME,xg,htwtindex,99.66143164,0.246283602,3
58,IME,xg,jewellery,99.76189373,0.2461926138,3
36,IME,xg,chickweight,99.4012761,0.2445814447,3
129,SGDShapley,xg,challenger,76.12802319,0.2442240715,4
3,IME,xg,3droad,99.14287717,0.2436418013,3
14,IME,xg,apartments,99.21526864,0.2426697749,3
1096,Parametric KernelSHAP,xg,heartage,99.46184571,0.239851,13
1095,Non-parametric KernelSHAP,xg,heartage,99.46184571,0.239851,13
1129,Parametric KernelSHAP,xg,mba,99.89942573,0.238846,13
69,IME,xg,questions,99.7582679,0.2384361744,3
877,SGDShapley,xg,mtcars,50.0,0.2380246899,11
272,SGDShapley,xg,linnerud,83.88013799,0.2362689631,5
679,SGDShapley,xg,casp,84.48544226,0.235543423,9
778,SGDShapley,xg,poker,72.56245509,0.2346642342,10
657,SGDShapley,xg,airline-costs,57.19532763,0.2335365295,9
855,SGDShapley,xg,hybrid,50.0,0.230845414,11
151,SGDShapley,xg,diamonds_filter,87.02933208,0.2308268403,4
866,SGDShapley,xg,migration,94.31788075,0.2304011351,11
503,SGDShapley,xg,slump-flow,50.0,0.2298779558,7
987,SGDShapley,xg,heartfailure,50.0,0.2283045138,12
800,SGDShapley,xg,possumchest,87.91618751,0.2264280183,10
1108,SGDShapley,xg,housing,99.39765038,0.2256857735,13
459,SGDShapley,xg,raotbl6,64.89327062,0.2254151716,7
569,SGDShapley,xg,crab,98.22026797,0.2252087138,8
261,SGDShapley,xg,japanemg,80.84689856,0.2251024405,5
404,SGDShapley,xg,chanceadmit,50.0,0.2249059587,7
1031,SGDShapley,xg,servo,50.0,0.2247591235,12
998,SGDShapley,xg,ozone,72.37168265,0.2245868854,12
19,SGDShapley,xg,apartments,72.00664187,0.223902363,3
41,SGDShapley,xg,chickweight,99.99082572,0.2237725782,3
932,SGDShapley,xg,adult,99.99386079,0.2230295709,12
690,SGDShapley,xg,country-data,93.6628331,0.2221762751,9
52,SGDShapley,xg,htwtindex,50.0,0.2214261806,3
514,SGDShapley,xg,slump-mpa,99.98216648,0.2214091876,7
1042,SGDShapley,xg,stockreturn,99.70966457,0.2211094705,12
1086,SGDShapley,xg,heart_disease,97.44043681,0.2208578534,13
415,SGDShapley,xg,computer,94.0865963,0.2208004101,7
899,SGDShapley,xg,winequality,93.67703363,0.220795255,11
1009,SGDShapley,xg,pumpkinseed,99.85505095,0.2206044212,12
1130,SGDShapley,xg,mba,50.0,0.2203880556,13
360,SGDShapley,xg,yatch,74.26270932,0.2202727,6
811,SGDShapley,xg,spending,87.9161875,0.2200568063,10
536,SGDShapley,xg,californiahousing,51.76288582,0.2198608377,8
1119,SGDShapley,xg,income,99.75328453,0.2198055968,13
910,SGDShapley,xg,winequality-red,97.09919651,0.2197939822,11
668,SGDShapley,xg,cancer,86.91163115,0.2196833454,9
492,SGDShapley,xg,slump,50.0,0.2196251575,7
426,SGDShapley,xg,diamond,99.73645955,0.2195397832,7
624,SGDShapley,xg,prostate,98.9476282,0.2192259268,8
756,SGDShapley,xg,abalone,50.0,0.2191480817,10
976,SGDShapley,xg,forestfire,98.10096856,0.2191326088,12
591,SGDShapley,xg,diabetes,86.46425556,0.2189969256,8
195,SGDShapley,xg,petrol,88.4632935,0.2189880908,4
822,SGDShapley,xg,telescope,50.0,0.2189750635,10
140,SGDShapley,xg,const-maint,60.5361525,0.2189740918,4
1075,SGDShapley,xg,boston,99.65298849,0.2188512979,13
943,SGDShapley,xg,airquality,97.66281397,0.2187931025,12
1097,SGDShapley,xg,heartage,84.17570542,0.2186515801,13
767,SGDShapley,xg,asia_gdp,53.65945448,0.2183417593,10
1020,SGDShapley,xg,seoulbike,64.79518083,0.2182068261,12
547,SGDShapley,xg,cms,89.01727334,0.2179859869,8
349,SGDShapley,xg,walmart,53.79061015,0.2179540374,6
1064,SGDShapley,xg,wine,93.67703363,0.2175957116,12
888,SGDShapley,xg,telecom,50.0,0.2175605008,11
723,SGDShapley,xg,friedman,99.82062755,0.2174807859,9
525,SGDShapley,xg,wholesale,99.9997616,0.2173290596,7
217,SGDShapley,xg,startups,97.62064611,0.2170614635,4
954,SGDShapley,xg,bikehourly,99.03377841,0.2166951909,12
184,SGDShapley,xg,iris,84.59647968,0.2166669178,4
833,SGDShapley,xg,bikedaily,99.78055085,0.2165981423,11
844,SGDShapley,xg,facebook,99.58055085,0.2165981423,11
789,SGDShapley,xg,possumbelly,50.0,0.2160295759,10
712,SGDShapley,xg,energy,97.71315973,0.2158616058,9
745,SGDShapley,xg,precip,50.0,0.2156150854,9
1053,SGDShapley,xg,stockrisk,75.43418502,0.2152142456,12
371,SGDShapley,xg,admission,70.63129655,0.2148849386,7
921,SGDShapley,xg,winequality-white,99.35425972,0.2148263975,11
393,SGDShapley,xg,autompg,96.5694604,0.2144423595,7
965,SGDShapley,xg,forest,99.97668013,0.2144059856,12
734,SGDShapley,xg,glass,70.02382491,0.2144010772,9
382,SGDShapley,xg,auto-mpg,96.5694604,0.2143721085,7
580,SGDShapley,xg,cust,99.99083036,0.2142902744,8
228,SGDShapley,xg,unemploy,99.9565744,0.214228945,4
613,SGDShapley,xg,energy_heat,50.0,0.2141757659,8
646,SGDShapley,xg,wage,95.93994637,0.2134390419,8
558,SGDShapley,xg,concrete,89.01727334,0.2132330685,8
635,SGDShapley,xg,rentals,99.99354266,0.213161842,8
107,SGDShapley,xg,advertising,75.74635758,0.2129650549,4
30,SGDShapley,xg,brainweight,99.16819995,0.2129610671,3
481,SGDShapley,xg,realestate,50.0,0.2129541818,7
283,SGDShapley,xg,sacramento,94.21742965,0.212921244,5
206,SGDShapley,xg,power,64.77749946,0.212591755,4
470,SGDShapley,xg,raotbl7,99.71328399,0.2125755578,7
8,SGDShapley,xg,3droad,99.96242587,0.2125566952,3
327,SGDShapley,xg,powerlifting,99.70259742,0.2125415,6
701,SGDShapley,xg,employee,91.81210435,0.2121926214,9
63,SGDShapley,xg,jewellery,86.07847695,0.2121312504,3
437,SGDShapley,xg,france,50.0,0.2118757414,7
448,SGDShapley,xg,germany,50.0,0.2118244157,7
602,SGDShapley,xg,energy_cool,50.0,0.2116914162,8
96,SGDShapley,xg,advertisements,75.74635755,0.2116338954,4
305,SGDShapley,xg,insurance,69.68113528,0.2115492358,6
239,SGDShapley,xg,airfoil,50.0,0.2112293605,5
338,SGDShapley,xg,seeds,65.90112097,0.2110553548,6
118,SGDShapley,xg,blood,51.0844956,0.210586321,4
294,SGDShapley,xg,uber,50.0,0.2104452682,5
316,SGDShapley,xg,kiva,98.24595966,0.2103021109,6
162,SGDShapley,xg,diamonds_select,53.26911588,0.2098742297,4
250,SGDShapley,xg,airfoil-self-noise,50.0,0.2091878992,5
85,SGDShapley,xg,spx,75.5154792,0.2089510599,3
173,SGDShapley,xg,economics,99.9565744,0.2088920129,4
1117,Non-parametric KernelSHAP,xg,income,99.85008921,0.208774,13
1118,Parametric KernelSHAP,xg,income,99.85008921,0.208774,13
12,Cohort,xg,apartments,98.42658452,0.2061381523,3
11,CES,xg,apartments,98.42658452,0.2061381523,3
74,SGDShapley,xg,questions,98.62234809,0.2060660695,3
930,Non-parametric KernelSHAP,xg,adult,99.7179622,0.198333,12
1128,Non-parametric KernelSHAP,xg,mba,99.89942535,0.19433,13
1106,Non-parametric KernelSHAP,xg,housing,95.49835881,0.1889,13
1073,Non-parametric KernelSHAP,xg,boston,98.44049969,0.185059,13
209,CES,xg,startups,91.75001776,0.18301048,4
210,Cohort,xg,startups,91.75001776,0.18301048,4
760,Cohort,xg,asia_gdp,98.17080824,0.167370694,10
759,CES,xg,asia_gdp,98.17080824,0.167370694,10
796,KernelSHAP,xg,possumchest,99.76461693,0.1663133553,10
1085,Parametric KernelSHAP,xg,heart_disease,99.71492977,0.163994,13
1084,Non-parametric KernelSHAP,xg,heart_disease,99.71492985,0.159509,13
650,Cohort,xg,airline-costs,50.0,0.1579295635,9
649,CES,xg,airline-costs,50.0,0.1579295635,9
323,KernelSHAP,xg,powerlifting,98.86872238,0.1574215679,6
1008,Parametric KernelSHAP,xg,pumpkinseed,99.99258272,0.156797,12
931,Parametric KernelSHAP,xg,adult,99.71796252,0.156626,12
942,Parametric KernelSHAP,xg,airquality,99.94282914,0.156594,12
870,Cohort,xg,mtcars,88.90265554,0.1561844782,11
869,CES,xg,mtcars,88.90265554,0.1561844782,11
953,Parametric KernelSHAP,xg,bikehourly,99.94819523,0.151555,12
254,Cohort,xg,japanemg,92.80251981,0.1403224786,5
253,CES,xg,japanemg,92.80251981,0.1403224786,5
187,CES,xg,petrol,99.24797085,0.1361144334,4
188,Cohort,xg,petrol,99.24797085,0.1361144334,4
1063,Parametric KernelSHAP,xg,wine,99.98896843,0.134096,12
1019,Parametric KernelSHAP,xg,seoulbike,99.99410612,0.133003,12
941,Non-parametric KernelSHAP,xg,airquality,99.94282941,0.119275,12
1018,Non-parametric KernelSHAP,xg,seoulbike,99.99410621,0.114925,12
136,KernelSHAP,xg,const-maint,99.57566932,0.1147807511,4
964,Parametric KernelSHAP,xg,forest,98.76400141,0.109758,12
1007,Non-parametric KernelSHAP,xg,pumpkinseed,99.99258272,0.107039,12
975,Parametric KernelSHAP,xg,forestfire,98.99913627,0.105941,12
653,KernelSHAP,xg,airline-costs,50.0,0.1054755688,9
1062,Non-parametric KernelSHAP,xg,wine,99.98896839,0.104305,12
974,Non-parametric KernelSHAP,xg,forestfire,98.99913615,0.104119,12
952,Non-parametric KernelSHAP,xg,bikehourly,99.9481953,0.103228,12
268,KernelSHAP,xg,linnerud,95.53609561,0.1001099178,5
763,KernelSHAP,xg,asia_gdp,97.25410914,0.09867852075,10
274,Tree (path dependent),xg,linnerud,95.53612381,0.09803301947,5
48,KernelSHAP,xg,htwtindex,99.88437596,0.09579592763,3
345,KernelSHAP,xg,walmart,99.90079936,0.09489429214,6
708,KernelSHAP,xg,energy,99.99988317,0.09248120297,9
180,KernelSHAP,xg,iris,99.78995576,0.09236035347,4
455,KernelSHAP,xg,raotbl6,99.99457973,0.09220462311,7
741,KernelSHAP,xg,precip,99.99982332,0.09212455388,9
873,KernelSHAP,xg,mtcars,88.82927445,0.09110377052,11
862,KernelSHAP,xg,migration,93.62533528,0.0910597281,11
686,KernelSHAP,xg,country-data,99.87448796,0.09066260712,9
477,KernelSHAP,xg,realestate,99.99754665,0.09007011539,7
488,KernelSHAP,xg,slump,98.7406975,0.08991379598,7
213,KernelSHAP,xg,startups,91.25518246,0.08966924162,4
70,KernelSHAP,xg,questions,99.93919811,0.08934160001,3
15,KernelSHAP,xg,apartments,99.44792878,0.08923152777,3
257,KernelSHAP,xg,japanemg,93.89786971,0.08919776281,5
620,KernelSHAP,xg,prostate,99.75328454,0.08898059527,8
719,KernelSHAP,xg,friedman,98.72524312,0.08872970957,9
840,KernelSHAP,xg,facebook,99.93473782,0.08852439216,11
730,KernelSHAP,xg,glass,99.45528541,0.08761428779,9
1071,KernelSHAP,xg,boston,98.44044345,0.08758811751,13
1093,KernelSHAP,xg,heartage,99.46194033,0.08749835852,13
1082,KernelSHAP,xg,heart_disease,99.71497125,0.08749202092,13
851,KernelSHAP,xg,hybrid,93.5273513,0.08718197953,11
224,KernelSHAP,xg,unemploy,98.48176042,0.08658619931,4
554,KernelSHAP,xg,concrete,99.8547435,0.08644841873,8
664,KernelSHAP,xg,cancer,99.82824893,0.08630662576,9
103,KernelSHAP,xg,advertising,95.52691647,0.08600854512,4
917,KernelSHAP,xg,winequality-white,99.12867437,0.08596699021,11
961,KernelSHAP,xg,forest,98.76382162,0.08577954142,12
609,KernelSHAP,xg,energy_heat,99.96205178,0.08560246745,8
1027,KernelSHAP,xg,servo,91.86940751,0.08548867052,12
543,KernelSHAP,xg,cms,99.8547435,0.08547049797,8
26,KernelSHAP,xg,brainweight,99.24645151,0.08537931382,3
1041,Parametric KernelSHAP,xg,stockreturn,99.56974947,0.085345,12
565,KernelSHAP,xg,crab,99.43162054,0.08528941617,8
807,KernelSHAP,xg,spending,99.76461693,0.08511001042,10
818,KernelSHAP,xg,telescope,99.5029735,0.0848265843,10
983,KernelSHAP,xg,heartfailure,97.46889653,0.08466161622,12
191,KernelSHAP,xg,petrol,99.92534004,0.08455707133,4
950,KernelSHAP,xg,bikehourly,99.94826644,0.0845003287,12
290,KernelSHAP,xg,uber,99.97565804,0.08433126898,5
532,KernelSHAP,xg,californiahousing,99.85206452,0.08416774995,8
631,KernelSHAP,xg,rentals,99.91412557,0.08414407788,8
158,KernelSHAP,xg,diamonds_select,99.82584093,0.08407834732,4
1049,KernelSHAP,xg,stockrisk,98.65395617,0.08404767284,12
752,KernelSHAP,xg,abalone,99.96639798,0.08397052649,10
235,KernelSHAP,xg,airfoil,99.98972568,0.08391822179,5
939,KernelSHAP,xg,airquality,99.94282928,0.08380344492,12
125,KernelSHAP,xg,challenger,53.66492348,0.08364629745,4
279,KernelSHAP,xg,sacramento,99.71528365,0.08364231168,5
972,KernelSHAP,xg,forestfire,98.9990885,0.08362553412,12
829,KernelSHAP,xg,bikedaily,99.78758167,0.08353254618,11
202,KernelSHAP,xg,power,99.24160718,0.08327505878,4
510,KernelSHAP,xg,slump-mpa,99.74961641,0.08312069668,7
895,KernelSHAP,xg,winequality,99.98897179,0.08305983977,11
1052,Parametric KernelSHAP,xg,stockrisk,98.65395889,0.083035,12
147,KernelSHAP,xg,diamonds_filter,99.95725303,0.08302901971,4
697,KernelSHAP,xg,employee,99.57871136,0.08302863294,9
92,KernelSHAP,xg,advertisements,95.52691647,0.08295053063,4
1016,KernelSHAP,xg,seoulbike,99.99414847,0.08287367965,12
411,KernelSHAP,xg,computer,99.61144179,0.08262968754,7
81,KernelSHAP,xg,spx,99.79126388,0.08261610232,3
1104,KernelSHAP,xg,housing,95.49832748,0.08254028223,13
114,KernelSHAP,xg,blood,99.903027,0.08249049245,4
169,KernelSHAP,xg,economics,98.48176042,0.08244093092,4
587,KernelSHAP,xg,diabetes,99.99792076,0.08237932705,8
884,KernelSHAP,xg,telecom,99.99986203,0.08236519351,11
1115,KernelSHAP,xg,income,99.8499473,0.08231943159,13
994,KernelSHAP,xg,ozone,99.89732887,0.08229624691,12
301,KernelSHAP,xg,insurance,99.26348985,0.08225037401,6
356,KernelSHAP,xg,yatch,98.88649711,0.08209383254,6
400,KernelSHAP,xg,chanceadmit,99.83391431,0.08206262191,7
1060,KernelSHAP,xg,wine,99.98897179,0.08206260493,12
444,KernelSHAP,xg,germany,99.05057712,0.08202712175,7
598,KernelSHAP,xg,energy_cool,99.98399626,0.08202642437,8
928,KernelSHAP,xg,adult,99.71508389,0.08199088646,12
920,Parametric KernelSHAP,xg,winequality-white,99.12870262,0.08197,11
878,Tree (interventional),xg,mtcars,88.82929556,0.08182200519,11
378,KernelSHAP,xg,auto-mpg,99.72782127,0.08171558013,7
367,KernelSHAP,xg,admission,98.11953457,0.08166456512,7
422,KernelSHAP,xg,diamond,99.9243608,0.08165768566,7
4,KernelSHAP,xg,3droad,99.43883581,0.08147038041,3
521,KernelSHAP,xg,wholesale,99.64820006,0.08146462865,7
499,KernelSHAP,xg,slump-flow,99.76960883,0.08122301803,7
576,KernelSHAP,xg,cust,99.7744606,0.08099647943,8
1126,KernelSHAP,xg,mba,99.89943158,0.08078578779,13
312,KernelSHAP,xg,kiva,99.465683,0.08052755703,6
675,KernelSHAP,xg,casp,98.37741807,0.08052344828,9
59,KernelSHAP,xg,jewellery,99.90096564,0.08051082902,3
433,KernelSHAP,xg,france,98.10450015,0.08049254851,7
785,KernelSHAP,xg,possumbelly,98.37044365,0.08040857315,10
1005,KernelSHAP,xg,pumpkinseed,99.99258404,0.08035357287,12
986,Parametric KernelSHAP,xg,heartfailure,97.46912928,0.080302,12
334,KernelSHAP,xg,seeds,99.55489099,0.08018316048,6
246,KernelSHAP,xg,airfoil-self-noise,99.98972568,0.08000531269,5
774,KernelSHAP,xg,poker,99.99983324,0.07998649424,10
642,KernelSHAP,xg,wage,99.99929347,0.07987100572,8
906,KernelSHAP,xg,winequality-red,99.75331787,0.07981160771,11
389,KernelSHAP,xg,autompg,99.72782127,0.07972175158,7
37,KernelSHAP,xg,chickweight,99.58489865,0.07939109253,3
466,KernelSHAP,xg,raotbl7,98.31181123,0.07929134369,7
1038,KernelSHAP,xg,stockreturn,99.5697561,0.07929072243,12
898,Parametric KernelSHAP,xg,winequality,99.98896843,0.077052,11
142,Tree (path dependent),xg,const-maint,99.57567111,0.07612076673,4
963,Non-parametric KernelSHAP,xg,forest,98.76400111,0.075635,12
997,Parametric KernelSHAP,xg,ozone,99.89732678,0.074898,12
1040,Non-parametric KernelSHAP,xg,stockreturn,99.5697493,0.073476,12
985,Non-parametric KernelSHAP,xg,heartfailure,97.46912836,0.072987,12
996,Non-parametric KernelSHAP,xg,ozone,99.89732689,0.070742,12
1030,Parametric KernelSHAP,xg,servo,91.86940727,0.070611,12
887,Parametric KernelSHAP,xg,telecom,99.99986587,0.067807,11
1051,Non-parametric KernelSHAP,xg,stockrisk,98.65395846,0.06766,12
1029,Non-parametric KernelSHAP,xg,servo,91.86941268,0.064293,12
886,Non-parametric KernelSHAP,xg,telecom,99.99986587,0.063151,11
132,CES,xg,const-maint,99.02671389,0.06238447536,4
133,Cohort,xg,const-maint,99.02671389,0.06238447536,4
909,Parametric KernelSHAP,xg,winequality-red,99.75340414,0.06228,11
842,Non-parametric KernelSHAP,xg,facebook,99.78737622,0.059171,11
831,Non-parametric KernelSHAP,xg,bikedaily,99.78737622,0.059171,11
843,Parametric KernelSHAP,xg,facebook,99.78737559,0.058887,11
832,Parametric KernelSHAP,xg,bikedaily,99.78737559,0.058887,11
633,Non-parametric KernelSHAP,xg,rentals,99.91411671,0.056764,8
897,Non-parametric KernelSHAP,xg,winequality,99.98896839,0.05636,11
130,Tree (interventional),xg,challenger,53.66552754,0.05632519722,4
908,Non-parametric KernelSHAP,xg,winequality-red,99.7534042,0.055991,11
919,Non-parametric KernelSHAP,xg,winequality-white,99.12870268,0.055405,11
196,Tree (interventional),xg,petrol,99.92533541,0.05171918869,4
141,Tree (interventional),xg,const-maint,99.57567111,0.04886542667,4
219,Tree (path dependent),xg,startups,91.25516683,0.04728972211,4
658,Tree (interventional),xg,airline-costs,50.0,0.04461333752,9
264,CES,xg,linnerud,99.10476073,0.04380955015,5
265,Cohort,xg,linnerud,99.10476073,0.04380955015,5
262,Tree (interventional),xg,japanemg,93.89786508,0.04251139959,5
777,Parametric KernelSHAP,xg,poker,99.99981654,0.039527,10
854,Parametric KernelSHAP,xg,hybrid,93.52740734,0.03952,11
755,Parametric KernelSHAP,xg,abalone,99.9664248,0.039369,10
768,Tree (interventional),xg,asia_gdp,97.25411166,0.03881931305,10
754,Non-parametric KernelSHAP,xg,abalone,99.96642496,0.037721,10
273,Tree (interventional),xg,linnerud,95.53612381,0.03734425136,5
864,Non-parametric KernelSHAP,xg,migration,93.62534509,0.036857,11
820,Non-parametric KernelSHAP,xg,telescope,99.50293098,0.036809,10
776,Non-parametric KernelSHAP,xg,poker,99.99981654,0.03588,10
821,Parametric KernelSHAP,xg,telescope,99.50293122,0.035408,10
659,Tree (path dependent),xg,airline-costs,50.0,0.03417055607,9
853,Non-parametric KernelSHAP,xg,hybrid,93.52740811,0.034011,11
865,Parametric KernelSHAP,xg,migration,93.62534609,0.033294,11
21,Tree (path dependent),xg,apartments,99.4479299,0.03267966784,3
121,CES,xg,challenger,50.0,0.03135973215,4
122,Cohort,xg,challenger,50.0,0.03135973215,4
876,Parametric KernelSHAP,xg,mtcars,88.82928788,0.030384,11
504,Tree (interventional),xg,slump-flow,99.76961127,0.03019522919,7
875,Non-parametric KernelSHAP,xg,mtcars,88.82928943,0.029587,11
625,Tree (interventional),xg,prostate,99.7532845,0.02714827566,8
678,Parametric KernelSHAP,xg,casp,98.37377756,0.025982,9
700,Parametric KernelSHAP,xg,employee,99.57879842,0.025622,9
802,Tree (path dependent),xg,possumchest,99.76461421,0.02560408456,10
263,Tree (path dependent),xg,japanemg,93.89786508,0.02489492098,5
20,Tree (interventional),xg,apartments,99.4479299,0.02477809099,3
801,Tree (interventional),xg,possumchest,99.76461421,0.02451430729,10
218,Tree (interventional),xg,startups,91.25516683,0.02444491667,4
186,Tree (path dependent),xg,iris,99.78995715,0.02442651272,4
1011,Tree (path dependent),xg,pumpkinseed,99.99258337,0.02429873943,12
722,Parametric KernelSHAP,xg,friedman,98.72546552,0.024245,9
505,Tree (path dependent),xg,slump-flow,99.76961127,0.02375838336,7
1121,Tree (path dependent),xg,income,99.84994816,0.0235569636,13
460,Tree (interventional),xg,raotbl6,99.99457963,0.02286915663,7
677,Non-parametric KernelSHAP,xg,casp,98.37377916,0.02254,9
879,Tree (path dependent),xg,mtcars,88.82929556,0.02209034833,11
711,Parametric KernelSHAP,xg,energy,99.99988553,0.021984,9
1087,Tree (interventional),xg,heart_disease,99.71496218,0.0219814486,13
934,Tree (path dependent),xg,adult,99.71508522,0.02197686181,12
743,Non-parametric KernelSHAP,xg,precip,99.99977796,0.021967,9
744,Parametric KernelSHAP,xg,precip,99.99977794,0.021828,9
758,Tree (path dependent),xg,abalone,99.9663973,0.02170325337,10
417,Tree (path dependent),xg,computer,99.61144096,0.02143884742,7
692,Tree (path dependent),xg,country-data,99.87448801,0.02128821186,9
667,Parametric KernelSHAP,xg,cancer,99.82833636,0.021179,9
714,Tree (path dependent),xg,energy,99.99988322,0.02110001609,9
790,Tree (interventional),xg,possumbelly,98.37046941,0.02109701974,10
197,Tree (path dependent),xg,petrol,99.92533541,0.02064286172,4
153,Tree (path dependent),xg,diamonds_filter,99.95725341,0.02057524763,4
710,Non-parametric KernelSHAP,xg,energy,99.99988553,0.020328,9
296,Tree (path dependent),xg,uber,99.97565781,0.020013401,5
10,Tree (path dependent),xg,3droad,99.43883274,0.01963994503,3
732,Non-parametric KernelSHAP,xg,glass,99.45353749,0.019253,9
721,Non-parametric KernelSHAP,xg,friedman,98.72546527,0.018969,9
549,Tree (path dependent),xg,cms,99.85474324,0.01895515052,8
799,Parametric KernelSHAP,xg,possumchest,99.76462789,0.018896,10
810,Parametric KernelSHAP,xg,spending,99.76462789,0.018743,10
626,Tree (path dependent),xg,prostate,99.7532845,0.01873512702,8
788,Parametric KernelSHAP,xg,possumbelly,98.3704365,0.0187,10
787,Non-parametric KernelSHAP,xg,possumbelly,98.37043633,0.018665,10
699,Non-parametric KernelSHAP,xg,employee,99.57879831,0.018627,9
666,Non-parametric KernelSHAP,xg,cancer,99.82833663,0.018533,9
31,Tree (interventional),xg,brainweight,99.2464515,0.01853134964,3
798,Non-parametric KernelSHAP,xg,possumchest,99.76462741,0.018197,10
809,Non-parametric KernelSHAP,xg,spending,99.76462741,0.018197,10
1088,Tree (path dependent),xg,heart_disease,99.71496218,0.01805503103,13
766,Parametric KernelSHAP,xg,asia_gdp,97.25411482,0.017793,10
394,Tree (interventional),xg,autompg,99.72782028,0.01760599613,7
97,Tree (interventional),xg,advertisements,95.5268965,0.01749923735,4
303,Non-parametric KernelSHAP,xg,insurance,99.26497097,0.01739,6
765,Non-parametric KernelSHAP,xg,asia_gdp,97.25411528,0.017326,10
535,Parametric KernelSHAP,xg,californiahousing,99.85226364,0.017215,8
568,Parametric KernelSHAP,xg,crab,99.43149407,0.017142,8
634,Parametric KernelSHAP,xg,rentals,99.91411668,0.016891,8
645,Parametric KernelSHAP,xg,wage,99.99929427,0.016845,8
999,Tree (interventional),xg,ozone,99.89732931,0.01684436158,12
546,Parametric KernelSHAP,xg,cms,99.85483023,0.016803,8
1044,Tree (path dependent),xg,stockreturn,99.56975458,0.01666215062,12
867,Tree (interventional),xg,migration,93.62533514,0.01654550007,11
461,Tree (path dependent),xg,raotbl6,99.99457963,0.01651434201,7
557,Parametric KernelSHAP,xg,concrete,99.85483023,0.016498,8
812,Tree (interventional),xg,spending,99.76461421,0.01649498258,10
395,Tree (path dependent),xg,autompg,99.72782028,0.01625616917,7
735,Tree (interventional),xg,glass,99.45462215,0.01597209716,9
545,Non-parametric KernelSHAP,xg,cms,99.85483019,0.015934,8
967,Tree (path dependent),xg,forest,98.76382125,0.01579311995,12
556,Non-parametric KernelSHAP,xg,concrete,99.85483019,0.015662,8
515,Tree (interventional),xg,slump-mpa,99.74961612,0.01562302954,7
534,Non-parametric KernelSHAP,xg,californiahousing,99.85226371,0.015613,8
108,Tree (interventional),xg,advertising,95.5268965,0.01561229518,4
339,Tree (interventional),xg,seeds,99.55491203,0.01539302218,6
612,Parametric KernelSHAP,xg,energy_heat,99.96205407,0.015303,8
185,Tree (interventional),xg,iris,99.78995715,0.0152377367,4
977,Tree (interventional),xg,forestfire,98.99908944,0.01504454975,12
405,Tree (interventional),xg,chanceadmit,99.83391645,0.01502579451,7
579,Parametric KernelSHAP,xg,cust,99.77454454,0.014828,8
644,Non-parametric KernelSHAP,xg,wage,99.99929427,0.014661,8
383,Tree (interventional),xg,auto-mpg,99.72782028,0.01446493039,7
416,Tree (interventional),xg,computer,99.61144096,0.01441615561,7
590,Parametric KernelSHAP,xg,diabetes,99.99797396,0.014234,8
109,Tree (path dependent),xg,advertising,95.5268965,0.01423123389,4
601,Parametric KernelSHAP,xg,energy_cool,99.98398335,0.014058,8
578,Non-parametric KernelSHAP,xg,cust,99.77454487,0.014055,8
1131,Tree (interventional),xg,mba,99.89942648,0.01402589622,13
493,Tree (interventional),xg,slump,98.74069978,0.01385614451,7
567,Non-parametric KernelSHAP,xg,crab,99.43149358,0.013851,8
1077,Tree (path dependent),xg,boston,98.44044615,0.01384451289,13
1120,Tree (interventional),xg,income,99.84994816,0.01380249731,13
670,Tree (path dependent),xg,cancer,99.82825009,0.01372170976,9
1010,Tree (interventional),xg,pumpkinseed,99.99258337,0.01351136656,12
614,Tree (interventional),xg,energy_heat,99.96205206,0.01347065723,8
152,Tree (interventional),xg,diamonds_filter,99.95725341,0.01346107565,4
733,Parametric KernelSHAP,xg,glass,99.45353768,0.013448,9
611,Non-parametric KernelSHAP,xg,energy_heat,99.96205414,0.013347,8
53,Tree (interventional),xg,htwtindex,99.88438249,0.01328699083,3
835,Tree (path dependent),xg,bikedaily,99.78757983,0.01320919419,11
516,Tree (path dependent),xg,slump-mpa,99.74961612,0.01306641803,7
780,Tree (path dependent),xg,poker,99.99983318,0.01301793619,10
725,Tree (path dependent),xg,friedman,98.72524381,0.01293803345,9
581,Tree (interventional),xg,cust,99.77446075,0.01293077333,8
1021,Tree (interventional),xg,seoulbike,99.99414827,0.01288853342,12
680,Tree (interventional),xg,casp,98.37741818,0.01281792034,9
1032,Tree (interventional),xg,servo,91.86940837,0.01274285316,12
689,Parametric KernelSHAP,xg,country-data,99.87448742,0.012739,9
1054,Tree (interventional),xg,stockrisk,98.65396328,0.01263228976,12
447,Parametric KernelSHAP,xg,germany,99.04961649,0.012508,7
669,Tree (interventional),xg,cancer,99.82825009,0.0123412915,9
1109,Tree (interventional),xg,housing,95.49832478,0.01225807424,13
436,Parametric KernelSHAP,xg,france,98.09961795,0.012199,7
425,Parametric KernelSHAP,xg,diamond,99.9243213,0.012123,7
747,Tree (path dependent),xg,precip,99.99982333,0.0120653781,9
757,Tree (interventional),xg,abalone,99.9663973,0.01203915928,10
340,Tree (path dependent),xg,seeds,99.55491203,0.01197370584,6
1076,Tree (interventional),xg,boston,98.44044615,0.01191244582,13
446,Non-parametric KernelSHAP,xg,germany,99.04961746,0.01185,7
688,Non-parametric KernelSHAP,xg,country-data,99.87448737,0.011812,9
746,Tree (interventional),xg,precip,99.99982333,0.01181131059,9
