,Model,Algorithm,Dataset,MSE,R2,Time
1001,svm,Uniform,Churn_Modelling,23078.715852039997,96.52145544016133,1.6136063098907472
1002,svm,Uniform,wilt,0.00012904,99.66395833333334,0.14970607042312623
1003,svm,Uniform,airport-frequencies,14161.977634239982,99.80299867364764,0.19811298131942748
1004,svm,Uniform,magic,0.0017133199999999973,99.21262867647059,0.1588052201271057
1005,svm,Uniform,sales-records,0.018470359999999953,99.17612917614524,0.15635270595550538
1006,svm,Uniform,hayes-roth,0.03399087603305786,94.63681043194784,0.14200325987555765
1007,svm,Uniform,housing,0.016726199999999997,98.9067843137255,0.14318746089935303
1008,svm,Uniform,segment,0.07641500000000011,98.17188995215311,0.1644741153717041
1009,svm,Uniform,monk-2,0.0006798400000000001,99.24462222222222,0.14518964529037476
1010,svm,Uniform,autos,0.18957805536332187,85.17989978021978,0.1818792083684136
1011,svm,Uniform,FuelConsumption,0.9281343200000007,99.26882344090104,0.31717040300369265
1012,svm,Uniform,cleveland,0.0174982,98.61947140039447,0.28276031494140624
1013,svm,Uniform,Titanic_Data,36.66006470411181,98.60222217978254,0.12369979014162158
1014,svm,Uniform,employees,32.248162200000074,99.02826762727308,0.1735016655921936
1015,svm,Uniform,Mall_Customers,0.0014264738292011014,99.09815384615385,0.149103941339435
1016,svm,Uniform,50_Startups,0.030911017301038075,96.89816527777778,0.14681234079248764
1017,svm,Uniform,weight-height,0.0005094,99.79615846338535,0.13750392198562622
1018,svm,Uniform,ToyotaCorolla,54.33508399999998,99.11278215475954,0.7272328114509583
1019,svm,Uniform,mushroom,0.0008039200000000016,99.67727017262143,0.17781407594680787
1020,svm,Uniform,zoo,0.2847513702422145,91.76244784784785,0.17358045718249152
1021,svm,Uniform,IBM_CHRN_CSV,103971.81614919989,97.6860794471339,1.819406306743622
1022,svm,Uniform,titanic,0.000920440000000001,99.48027103331452,0.14586458683013917
1023,svm,Uniform,imdrating,151.46800019999992,99.79759953865609,0.15373221397399903
1024,svm,Uniform,advertising_classification,2208.6420855599995,97.47211093310405,0.28656107664108277
1025,svm,Uniform,Bmi_male_female,0.00024996,99.79239202657807,0.14520497798919677
1026,svm,Uniform,FuelConsumptionCo2,1.0816437200000006,99.14789000221369,0.16382397413253785
1027,svm,Uniform,poker-hand,0.0,100.0,0.20379575252532958
1028,svm,Uniform,iris,0.0012100799999999994,99.82162735849056,0.290823655128479
1029,svm,Uniform,credit-a,0.0015749600000000029,99.36595813204508,0.16588446140289306
1030,svm,Uniform,crime_data,17.192664581314894,94.52860848346033,0.35056166087879853
1031,svm,Uniform,census_data,0.0019827200000000016,99.73911578947369,0.1523758029937744
1032,svm,Uniform,anneal,0.005338479999999978,98.2317058628685,0.22320797204971313
1033,svm,Uniform,hepatitis,0.0004183727810650895,99.67861363636364,0.18709004842318022
1034,svm,Uniform,balance-scale,0.004973000000000009,97.97103223174214,0.13442372798919677
1035,svm,Uniform,soybean,0.1789304799999999,99.38780303548701,0.21428311109542847
1036,svm,Uniform,car,0.001686720000000002,99.60068181818181,0.24954118728637695
1037,svm,Uniform,horse-colic,0.0004379200000000003,99.8075076923077,0.33163335084915163
1038,svm,Uniform,bupa-liver-disorders,0.001296199999999998,99.42237076648841,0.27425168991088866
1039,svm,Uniform,jobs_in_data,20.428622600000033,95.91353664742584,0.25393200874328614
1040,svm,Uniform,movie_data,863.5797204400025,99.3204325718859,0.5369764637947082
1041,svm,Uniform,cars,0.9057544526357503,99.79756093993612,0.2561059135130082
1042,svm,Uniform,uforeports,1150.255954000003,99.13964651828098,0.1500760293006897
1043,svm,Uniform,monk-3,0.006085799999999994,97.51701346389228,0.15570363521575928
1044,svm,Uniform,ecoli,0.10204115999999998,98.41578053438077,0.13737952709197998
1045,nb,Uniform,Housing_Data,0.004867359999999997,97.63605633802817,0.39031928300857544
1046,nb,Uniform,melb_data,14.883911039999997,99.79703825664912,8.233664286136626
1047,nb,Uniform,echocardiogram,0.001365396694214877,99.37061714285714,0.22355112704363736
1048,nb,Uniform,Car_sales,2.8153163136094665,97.05362217577756,1.8712170445002043
1049,nb,Uniform,monk-1,0.004843920000000002,97.89760416666667,0.19704023599624634
1050,nb,Uniform,glass,0.02644053878198766,98.39761053137774,0.3635501425031205
1051,nb,Uniform,connect-4,0.0014731200000000033,99.47388571428571,0.35982372999191287
1052,nb,Uniform,auto-mpg,0.002058080000000001,99.72470840021401,0.40046793699264527
1053,nb,Uniform,drug200,0.018161109274563814,92.56486917293233,0.2253690380038637
1054,nb,Uniform,healthcare-dataset-stroke-data,0.002959,98.21639541892706,0.2546484136581421
1055,nb,Uniform,nursery,0.06409584000000002,97.71567625360846,0.3160865902900696
1056,nb,Uniform,nba_logreg,79633.38271615999,0.0,24.09698239326477
1057,nb,Uniform,hr-evaluation,0.00022347999999999997,97.74262626262626,0.2344858765602112
1058,nb,Uniform,seismic-bumps,0.0002758799999999997,99.78362352941177,0.25414787769317626
1059,nb,Uniform,breast-cancer,0.0008815534626038785,99.53309741784038,0.20064750219646252
1060,nb,Uniform,covertype,0.004844280000000003,99.77080431491294,0.5141542768478393
1061,nb,Uniform,Salaries,0.02988647999999997,95.67113557358053,0.2511436104774475
1062,nb,Uniform,diabetes,0.0007313199999999997,99.66391544117647,0.22143691301345825
1063,nb,Uniform,audiology,9.527669813333327,83.07848586746486,1.2022526105244955
1064,nb,Uniform,deliveries,0.007305439999999945,99.64320195360196,1.5147726392745973
1065,nb,Uniform,heart-c,0.0007770800000000001,99.68462662337663,0.2427913999557495
1066,nb,Uniform,churn,0.00502052,92.28798771121352,0.2498366641998291
1067,nb,Uniform,vote,0.002698879999999997,98.88429929723026,0.820962417125702
1068,nb,Uniform,results,0.4889110413223154,99.50821683662159,1.0423912424029727
1069,nb,Uniform,sonar,0.0014932341944969534,99.38072404181185,0.3467872004578079
1070,nb,Uniform,SacramentocrimeJanuary2006,13356.98430823996,99.214660982065,96.9190785908699
1071,nb,Uniform,v3_Latest_Data_Science_Salaries,4.003587999999999,99.5096557181509,6.73749849319458
1072,nb,Uniform,insurance,0.0037877600000000033,98.07825469304922,0.21603137016296386
1073,nb,Uniform,wine,0.004487385234128117,99.25188754789272,0.28232649625357936
1074,nb,Uniform,hungarian-heart-disease,0.001800403998334026,99.23389100575986,0.21992046249156094
1075,nb,Uniform,laptop_price,0.1769776400000002,99.21389040158842,0.7548291707038879
1076,nb,Uniform,pima-indians-diabetes,0.004611120000000003,99.6573950516383,0.281133725643158
1077,nb,Uniform,tic-tac-toe,0.0003475200000000007,99.61386666666667,0.22408492088317872
1078,nb,Uniform,adult,0.00041591999999999964,99.71821138211382,0.25954360485076905
1079,nb,Uniform,Titanic_Test,15.502454378121291,97.70404787672801,1.7427542538478458
1080,nb,Uniform,Data_Preprocessing,0.1995786666666667,0.0,0.3493204911549886
1081,nb,Uniform,haberman,0.00032968000000000006,99.68780303030303,0.2032454514503479
1082,nb,Uniform,ElectronicsData,0.21917800000000073,99.36650827783944,0.824590322971344
1083,nb,Uniform,500_Person_Gender_Height_Weight_Index,0.0002875999999999999,99.79617292700212,0.21343409299850463
1084,nb,Uniform,births,0.0004417200000000004,99.82217391304347,0.21164278507232667
1085,nb,Uniform,airports,26.989584622222235,80.33720845745368,1.3337874094645181
1086,nb,Uniform,credit-g,0.002186079999999999,99.05118055555555,0.2540483522415161
1087,nb,Uniform,lymphography,0.0004625239483548513,99.6614268292683,0.32682233927201254
1088,nb,Uniform,Cust_Segmentation,0.17629003999999984,99.76419076613571,0.9741534852981567
1089,nb,Uniform,flag,0.04934555739644973,95.7013406185567,0.36381454834571253
1090,nb,Uniform,drug_dt,0.01995158861340679,91.83184962406014,0.22781855048555316
1091,nb,Uniform,cylinder-bands,0.001092560000000001,99.14309019607843,0.2731779599189758
1092,nb,Uniform,Data_Uk,226.66534196000038,99.20500929437834,31.3965074634552
1093,nb,Uniform,heart-statlog,0.0015432790123456812,99.38146660069272,0.2361760589811537
1094,nb,Uniform,phoneme,0.002076839999999997,99.08710329670329,0.35092422246932986
1095,nb,Uniform,Churn_Modelling,11360.01747639999,98.42744758709387,169.7834818315506
1096,nb,Uniform,wilt,3.76158192263132e-38,0.0,0.21543939352035524
1097,nb,Uniform,airport-frequencies,27994.09092875998,99.55496483610031,234.6568781900406
1098,nb,Uniform,magic,0.0004182400000000006,99.77693866666667,0.22607166528701783
1099,nb,Uniform,sales-records,0.0060535600000000125,99.74212736954206,0.39987697124481203
1100,nb,Uniform,hayes-roth,0.02629816528925621,96.03170319563523,0.2552138566970825
1101,nb,Uniform,housing,0.017379079999999988,98.89977969106103,0.283566255569458
1102,nb,Uniform,segment,0.034784040000000044,99.22583427922815,0.37515259981155397
1103,nb,Uniform,monk-2,0.0004607600000000002,99.43741147741147,0.19697576522827148
1104,nb,Uniform,autos,0.3900286228373703,84.04553828733192,0.37306806269813986
1105,nb,Uniform,FuelConsumption,3.1395703600000058,97.78002373012707,4.390762748718262
1106,nb,Uniform,cleveland,0.015519920000000043,99.51687461088284,0.5585157990455627
1107,nb,Uniform,Titanic_Data,132.2764943714055,94.30358182162858,8.071223489573745
1108,nb,Uniform,employees,15.773615440000006,99.31478956654584,5.303834981918335
1109,nb,Uniform,Mall_Customers,0.002854286501377411,98.445841,0.21412410519339822
1110,nb,Uniform,50_Startups,0.0007920000000000005,99.91584999999999,0.25057680466595816
1111,nb,Uniform,weight-height,0.0006153200000000009,99.75377350940377,0.17832329750061035
1112,nb,Uniform,ToyotaCorolla,53.89455788000009,99.04291330168921,30.62724521636963
1113,nb,Uniform,mushroom,0.0013193200000000001,99.46694141414142,0.2385733675956726
1114,nb,Uniform,zoo,0.004778899653979236,99.81158226466576,0.42812563391292796
1115,nb,Uniform,IBM_CHRN_CSV,18020.163564360002,99.55205874027803,362.7817736458778
1116,nb,Uniform,titanic,0.0005779200000000002,99.691776,0.204891939163208
1117,nb,Uniform,imdrating,14064.40742216,79.64300327203044,17.011909391880035
1118,nb,Uniform,advertising_classification,1547.4749929599993,97.99833494611505,47.71220375776291
1119,nb,Uniform,Bmi_male_female,0.00034892,99.75271438695961,0.21093710422515868
1120,nb,Uniform,FuelConsumptionCo2,3.0177468800000056,97.8661645722496,1.2187084126472474
1121,nb,Uniform,poker-hand,0.0,100.0,0.4586202239990234
1122,nb,Uniform,iris,0.0050996800000000075,99.115253296322,0.8560409355163574
1123,nb,Uniform,credit-a,0.003147680000000002,98.64964392964393,0.22329258918762207
1124,nb,Uniform,crime_data,16.6560953217993,93.26164462175934,2.1548379449283375
1125,nb,Uniform,census_data,0.009894320000000014,99.73081075198607,0.4378023338317871
1126,nb,Uniform,anneal,0.003577679999999997,99.52035393484381,0.4254982280731201
1127,nb,Uniform,hepatitis,0.013161301775147932,93.8215,0.2638052793649527
1128,nb,Uniform,balance-scale,0.005921680000000009,97.60740202020202,0.2234221053123474
1129,nb,Uniform,soybean,0.17493660000000028,99.41991570807538,0.8689083647727966
1130,nb,Uniform,car,0.0010767999999999958,99.7308,0.48488346099853513
1131,nb,Uniform,horse-colic,0.0008304000000000015,99.634989010989,1.53965482711792
1132,nb,Uniform,bupa-liver-disorders,0.0011204799999999994,99.53680033071517,1.2185813164711
1133,nb,Uniform,jobs_in_data,36.24244659999997,95.89931244575357,14.009045190811158
1134,nb,Uniform,movie_data,818.398193280002,99.69639009321001,98.17393835306167
1135,nb,Uniform,cars,6.605937556348276,98.54680332733264,8.104131849332788
1136,nb,Uniform,uforeports,12536.370779039988,93.65289205528697,31.267914876937866
1137,nb,Uniform,monk-3,0.00419924,98.3196318527411,0.2139827585220337
1138,nb,Uniform,ecoli,0.31952096,95.77353227513228,0.3567046284675598
1139,knn,Uniform,Housing_Data,0.029112750189018693,0.0,0.7814253139495849
1140,knn,Uniform,melb_data,9301.22938337737,0.0,22.757800872325898
1141,knn,Uniform,echocardiogram,0.22332831033133135,0.0,0.7595009316097606
1142,knn,Uniform,Car_sales,98.23873247561593,0.0,4.803708892602187
1143,knn,Uniform,monk-1,0.24754817061286236,0.0,0.028513743877410888
1144,knn,Uniform,glass,2.165075317575248,0.0,0.419450968084201
1145,knn,Uniform,connect-4,1.3884448812150516,0.0,358.21841079235077
1146,knn,Uniform,auto-mpg,0.6085836073458961,0.0,0.05841673612594604
1147,knn,Uniform,drug200,1.2568504922336061,0.0,0.0172848231864698
1148,knn,Uniform,sales-cars,531.7222222222223,0.0,0.002329885959625244
1149,knn,Uniform,healthcare-dataset-stroke-data,0.2543671664731614,0.0,0.8810252046585083
1150,knn,Uniform,nursery,1.657715740416976,0.0,0.11963715076446534
1151,knn,Uniform,nba_logreg,60267.608252847844,0.0,18.915767357349395
1152,knn,Uniform,hr-evaluation,0.02894700263439912,0.5257641429583737,1.4741165614128113
1153,knn,Uniform,seismic-bumps,0.019648057671179005,0.0,15.13567039012909
1154,knn,Uniform,breast-cancer,0.15382164213547997,0.0,0.1990705414822227
1155,knn,Uniform,Salaries,0.53,0.0,0.016326904296875
1156,knn,Uniform,diabetes,0.22949975386343788,0.0,0.10757208347320557
1157,knn,Uniform,audiology,44.077810705781566,0.0,152.606101398468
1158,knn,Uniform,deliveries,14.852180245923243,0.0,21.16463609457016
1159,knn,Uniform,heart-c,1.3394780053634983,0.0,3.0308406281471254
1160,knn,Uniform,churn,0.03840038311544784,0.0,18.489393796920776
1161,knn,Uniform,vote,0.24608719980212537,0.12694813225434531,10.312414968013764
1162,knn,Uniform,results,267.20397393477685,0.0,0.11917234189582593
1163,knn,Uniform,sonar,0.2310442804001334,0.0,123.89405576042508
1164,knn,Uniform,SacramentocrimeJanuary2006,962652.4418015479,0.0,0.11386999845504761
1165,knn,Uniform,v3_Latest_Data_Science_Salaries,1448.8492765187382,0.0,0.43536398410797117
1166,knn,Uniform,insurance,1.3220200252412155,0.0,0.030393238067626952
1167,knn,Uniform,wine,0.5887213071607145,0.0,2.937547522076106
1168,knn,Uniform,hungarian-heart-disease,1.200304256715949,0.0,2.9758338928222656
1169,knn,Uniform,laptop_price,23.618906010743345,0.0,1.561370677947998
1170,knn,Uniform,pima-indians-diabetes,5.012843925985391,0.0,0.20844730615615845
1171,knn,Uniform,tic-tac-toe,0.19269506286781607,0.0,0.21363624811172485
1172,knn,Uniform,adult,0.17100393075030218,0.3473597026211195,11.582623901367187
1173,knn,Uniform,Titanic_Test,385.33897633463386,0.0,0.38195350252348803
1174,knn,Uniform,Data_Preprocessing,0.0,100.0,0.011202494303385416
1175,knn,Uniform,haberman,1.2219888888888888,0.0,0.006298739910125733
1176,knn,Uniform,ElectronicsData,199.43555204129686,0.0,0.029272246360778808
1177,knn,Uniform,500_Person_Gender_Height_Weight_Index,0.2386432098765432,0.0,0.004998791217803955
1178,knn,Uniform,births,1.263763333333333,0.0,0.009270739555358887
1179,knn,Uniform,airports,106.86375487023746,0.0,12.046094290415446
1180,knn,Uniform,credit-g,0.17106581829233064,0.0,18.076662063598633
1181,knn,Uniform,lymphography,1.3345824850074794,0.0,12.816625259360489
1182,knn,Uniform,Cust_Segmentation,62.783234476645305,0.0,0.20370901584625245
1183,knn,Uniform,flag,1.7186508413119905,1.1260919860681007,37.7761726636153
1184,knn,Uniform,drug_dt,1.348341219725222,0.0,0.034772728428696144
1185,knn,Uniform,cylinder-bands,0.20924256218377377,0.3606846743934411,53.17341890335083
1186,knn,Uniform,Data_Uk,10430.116885148254,0.0,0.3846519947052002
1187,knn,Uniform,heart-statlog,0.24008431495135596,2.228107033384452,2.9366833448410032
1188,knn,Uniform,phoneme,1.2450346693569376,0.0,0.01702631711959839
1189,knn,Uniform,Churn_Modelling,175976.7519741657,0.0,4.386887505054474
1190,knn,Uniform,wilt,0.04053591451257577,0.0,0.018052644729614258
1191,knn,Uniform,airport-frequencies,10767579.185027173,0.0,0.016958889961242677
1192,knn,Uniform,magic,1.2018282879559163,0.0,0.5324643182754517
1193,knn,Uniform,sales-records,8.205763365864385,0.0,3.5457295775413513
1194,knn,Uniform,hayes-roth,0.4097879361799816,0.0,0.009007161313837225
1195,knn,Uniform,housing,18.001152897571114,0.0,0.24705525398254394
1196,knn,Uniform,segment,8.13698937307887,0.0,18.790305290222168
1197,knn,Uniform,monk-2,0.20110200277422444,4.237141536083577,0.0281121301651001
1198,knn,Uniform,autos,5.22025596533755,0.0,29.74375798772363
1199,knn,Uniform,FuelConsumption,333.8003072179715,0.0,1.5083326148986815
1200,knn,Uniform,cleveland,4.849567946632008,0.0,2.9260760283470155
1201,knn,Uniform,Titanic_Data,1036.569784601123,0.0,1.6110370745424365
1202,knn,Uniform,employees,1483.6648579570785,0.0,0.058235647678375246
1203,knn,Uniform,Mall_Customers,0.24431091215182127,0.0,0.009041414116368149
1204,knn,Uniform,50_Startups,5.129484813533256,0.0,0.00966487211339614
1205,knn,Uniform,weight-height,1.25,0.0,0.0026600193977355958
1206,knn,Uniform,ToyotaCorolla,5705.946900520699,0.0,61.901897950172426
1207,knn,Uniform,AirPassengers,1741.27734375,0.0,0.0021235148111979165
1208,knn,Uniform,mushroom,1.2628203579908064,0.0,32.36283560276031
1209,knn,Uniform,zoo,3.505173658756151,0.0,10.121913124533261
1210,knn,Uniform,IBM_CHRN_CSV,1384392.8144141552,0.0,22.94761254310608
1211,knn,Uniform,titanic,0.2379,0.0,0.005008471012115478
1212,knn,Uniform,imdrating,20023.45641967849,0.0,0.018074147701263428
1213,knn,Uniform,advertising_classification,121012.54835237948,0.0,0.21368480443954468
1214,knn,Uniform,Bmi_male_female,0.24390987654320984,0.0,0.005206186771392823
1215,knn,Uniform,FuelConsumptionCo2,327.8702760289558,0.0,1.5153082060813903
1216,knn,Uniform,poker-hand,0.348503402060918,0.0,1.7652407550811768
1217,knn,Uniform,iris,1.57311,0.0,0.016687545776367187
1218,knn,Uniform,credit-a,1.303016704854882,0.0,6.788927628993988
1219,knn,Uniform,crime_data,95.30514705882352,0.0,0.016818579505471623
1220,knn,Uniform,census_data,5.163211179313029,0.0,6.604885084629059
1221,knn,Uniform,anneal,0.2874763952298016,0.008210354851623247,64.88386281013489
1222,knn,Uniform,hepatitis,0.10153521689670285,0.5249179388823966,16.616779749210064
1223,knn,Uniform,balance-scale,1.3023444444444443,0.0,0.008199052810668945
1224,knn,Uniform,soybean,28.45864074492385,0.13776192307554114,51.16861348867416
1225,knn,Uniform,car,0.831231122341268,1.4662017139322137,0.030595951080322266
1226,knn,Uniform,horse-colic,0.2432553054281947,0.0,23.64441823005676
1227,knn,Uniform,bupa-liver-disorders,1.207034404064863,0.0,0.02961311101913452
1228,knn,Uniform,jobs_in_data,1925.0351612947074,0.0,1.0137332057952881
1229,knn,Uniform,movie_data,138784.79559902777,0.0,0.00865445375442505
1230,knn,Uniform,cars,780.7899483329768,0.0,0.11680401330706718
1231,knn,Uniform,uforeports,109543.52915555556,0.0,0.009221673011779785
1232,knn,Uniform,monk-3,1.2322608025982382,0.0,0.029755141735076904
1233,knn,Uniform,ecoli,7.140842584751115,0.0,0.055667486190795895
1234,dt,Uniform,Housing_Data,0.0736,0.0,0.19965864419937135
1235,dt,Uniform,melb_data,8007.941847787961,0.0,4.045020303726196
1236,dt,Uniform,echocardiogram,0.17561983471074377,0.0,0.2002115249633789
1237,dt,Uniform,Car_sales,108.44317305032925,0.0,1.238905287705935
1238,dt,Uniform,monk-1,1.2301730539184552,0.0,0.009168202877044678
1239,dt,Uniform,glass,1.546381685442604,0.0,0.05723819934146505
1240,dt,Uniform,connect-4,1.4392361235268596,0.0,16.945797073841096
1241,dt,Uniform,auto-mpg,4.652371732938179,0.0,0.01750999689102173
1242,dt,Uniform,drug200,1.0657596588878104,0.0,0.006058385877898245
1243,dt,Uniform,sales-cars,0.0,100.0,0.0012114644050598145
1244,dt,Uniform,healthcare-dataset-stroke-data,0.24456720239662982,0.0,0.20503662586212157
1245,dt,Uniform,nursery,1.7274835330085805,0.3240705666966437,0.030200402736663818
1246,dt,Uniform,nba_logreg,124218.99905675388,0.0,4.107595450878144
1247,dt,Uniform,hr-evaluation,0.011187066770619914,0.0,0.2021636438369751
1248,dt,Uniform,seismic-bumps,1.0584101044862515,0.0,2.995355312824249
1249,dt,Uniform,breast-cancer,1.2057484075081952,0.0,0.05659405306765908
1250,dt,Uniform,covertype,1.5060774677924949,0.20028707226195097,24.368013463020326
1251,dt,Uniform,Salaries,0.6291,0.0,0.005961952209472657
1252,dt,Uniform,diabetes,0.22882411293162583,0.0,0.030818376541137695
1253,dt,Uniform,audiology,31.35135746834245,0.0,39.49662966092428
1254,dt,Uniform,deliveries,50.0811946155935,0.0,4.064428434371949
1255,dt,Uniform,heart-c,0.23106811729117638,1.9235495368521538,0.7527182722091674
1256,dt,Uniform,churn,0.06507962931647789,0.03129137253781167,3.4394487738609314
1257,dt,Uniform,vote,1.2223356790841846,0.0,2.017199387550354
1258,dt,Uniform,results,89.90718254971058,0.0,0.017150792208584873
1259,dt,Uniform,sonar,0.24276117008364886,0.36328183032308115,30.286321432694145
1260,dt,Uniform,SacramentocrimeJanuary2006,2141693.595426919,0.0,0.03072805643081665
1261,dt,Uniform,v3_Latest_Data_Science_Salaries,1573.586198960303,0.0,0.10586166381835938
1262,dt,Uniform,insurance,1.22807333569332,0.0,0.009730563163757325
1263,dt,Uniform,wine,1.632447508169765,0.0,0.7524588673801745
1264,dt,Uniform,hungarian-heart-disease,1.2058169286224796,0.0,0.7737293000123939
1265,dt,Uniform,laptop_price,27.47930994471483,0.0,0.3872126865386963
1266,dt,Uniform,pima-indians-diabetes,4.859893938559901,0.0,0.056857128143310544
1267,dt,Uniform,tic-tac-toe,1.1967393775171764,0.0,0.05917395830154419
1268,dt,Uniform,adult,1.1736792087195682,0.0,1.2272900700569154
1269,dt,Uniform,Titanic_Test,186.48275862068965,0.0,0.10303647764797869
1270,dt,Uniform,Data_Preprocessing,0.0,100.0,0.002711137135823568
1271,dt,Uniform,haberman,1.1887222222222222,0.0,0.0023571944236755373
1272,dt,Uniform,ElectronicsData,190.27562315902208,0.0,0.00964660882949829
1273,dt,Uniform,500_Person_Gender_Height_Weight_Index,1.279575308641975,0.0,0.002418041229248047
1274,dt,Uniform,births,0.24056944444444447,1.2440704251049262,0.0034706616401672364
1275,dt,Uniform,airports,76.46222222222222,0.0,2.530278237660726
1276,dt,Uniform,credit-g,0.17710000000000004,0.0,3.957593467235565
1277,dt,Uniform,lymphography,0.3015410245730945,0.0,2.958229400673691
1278,dt,Uniform,Cust_Segmentation,49.987212415951305,0.0,0.056039083003997806
1279,dt,Uniform,flag,1.6888719847991265,0.6199981089650586,8.017137776888333
1280,dt,Uniform,drug_dt,1.0924182305713004,0.0,0.0058946717869151725
1281,dt,Uniform,cylinder-bands,0.23560000000000006,0.0,12.270696942806245
1282,dt,Uniform,Data_Uk,15605.943599999999,0.0,0.10439190149307251
1283,dt,Uniform,heart-statlog,0.24555555555555558,0.0,0.7707481384277344
1284,dt,Uniform,phoneme,1.3013027348786776,0.0,0.005652875900268555
1285,dt,Uniform,Churn_Modelling,1258343.7746915133,0.0,0.7809311127662659
1286,dt,Uniform,wilt,0.03173652872260015,0.0,0.006229820251464843
1287,dt,Uniform,airport-frequencies,16427521.180157997,0.0,0.005959532260894775
1288,dt,Uniform,magic,1.2157973723625133,0.0,0.10507460117340088
1289,dt,Uniform,sales-records,4.5475,0.0,0.7632275581359863
1290,dt,Uniform,hayes-roth,0.5805785123966944,0.0,0.0033176541328430176
1291,dt,Uniform,housing,3.052429617111859,0.0,0.0587666130065918
1292,dt,Uniform,segment,12.796631066925242,0.0,3.5124567484855653
1293,dt,Uniform,monk-2,1.0822490605724289,0.0,0.009078738689422607
1294,dt,Uniform,autos,6.363602823902857,0.0,6.336163692614612
1295,dt,Uniform,FuelConsumption,138.87735299363825,0.0,0.39415802955627444
1296,dt,Uniform,cleveland,0.8864000000000002,0.0,0.767997682094574
1297,dt,Uniform,Titanic_Data,1754.4603146196073,0.0,0.20503780099212146
1298,dt,Uniform,employees,3732.8730180974712,0.0,0.01788996934890747
1299,dt,Uniform,Mall_Customers,1.139915824915825,0.0,0.0031932809136130595
1300,dt,Uniform,50_Startups,4.276239907727796,0.0,0.0036561629351447612
1301,dt,Uniform,weight-height,1.2499,0.0,0.0015099239349365234
1302,dt,Uniform,ToyotaCorolla,6440.594958655454,0.0,13.690761771202087
1303,dt,Uniform,AirPassengers,5750.093315972222,0.0,0.0012257347504297893
1304,dt,Uniform,mushroom,0.25,0.0,4.519993894100189
1305,dt,Uniform,zoo,3.1440862525916686,0.0,2.0971526047762703
1306,dt,Uniform,IBM_CHRN_CSV,5594332.572234226,0.0,4.267339375019073
1307,dt,Uniform,titanic,0.14760000000000004,0.0,0.002328758239746094
1308,dt,Uniform,imdrating,47600.44272229312,0.0,0.006182608604431153
1309,dt,Uniform,advertising_classification,467069.0989700304,0.0,0.0575051212310791
1310,dt,Uniform,Bmi_male_female,1.321659259259259,0.0,0.0023681783676147462
1311,dt,Uniform,FuelConsumptionCo2,129.78049138882076,0.0,0.38473269224166873
1312,dt,Uniform,poker-hand,0.508091967834902,0.0,0.10585895299911499
1313,dt,Uniform,iris,1.6708333333333332,0.0,0.0037743806838989257
1314,dt,Uniform,credit-a,0.2379,0.0,1.7592299103736877
1315,dt,Uniform,crime_data,405.35640138408303,0.0,0.003676176071166992
1316,dt,Uniform,census_data,5.286612340834308,0.0,0.7698095560073852
1317,dt,Uniform,anneal,0.2764,0.0,14.444843871593475
1318,dt,Uniform,hepatitis,0.16678994082840237,0.0,3.527485783283527
1319,dt,Uniform,balance-scale,1.3130277777777777,0.0,0.0030891776084899904
1320,dt,Uniform,soybean,150.87052639508272,0.0,12.199438669681548
1321,dt,Uniform,car,0.9057000570002915,2.0970644254359905,0.009534375667572021
1322,dt,Uniform,horse-colic,0.2379,0.0,4.503455438613892
1323,dt,Uniform,bupa-liver-disorders,1.2789339828716915,0.0,0.009511594772338866
1324,dt,Uniform,jobs_in_data,4647.14807263429,0.0,0.20586772203445436
1325,dt,Uniform,movie_data,1419180.8125,0.0,0.00313720703125
1326,dt,Uniform,cars,471.59327795439975,0.0,0.01741688004855452
1327,dt,Uniform,uforeports,848534.856718889,0.0,0.0034562039375305178
1328,dt,Uniform,monk-3,1.273460722763197,0.0,0.009761466979980468
1329,dt,Uniform,ecoli,6.511101689681608,0.0,0.017122137546539306
1330,mlp,Uniform,Housing_Data,0.056400000000000006,0.0,0.17506639957427977
1331,mlp,Uniform,melb_data,17753.41252986396,0.0,4.2286620163917545
1332,mlp,Uniform,echocardiogram,0.2173023341140496,3.28797267935631,0.17185431718826294
1333,mlp,Uniform,Car_sales,316.01465303199234,0.0,1.1565219255594106
1334,mlp,Uniform,monk-1,0.25633882404683767,0.0,0.007923858165740967
1335,mlp,Uniform,glass,2.481097246273461,0.0,0.0521987626250361
1336,mlp,Uniform,connect-4,0.3337472920675614,0.0,15.57533540725708
1337,mlp,Uniform,auto-mpg,0.6840112573637604,0.0,0.01567729949951172
1338,mlp,Uniform,drug200,0.23315196134050917,0.9161030634870393,0.005129023031754928
1339,mlp,Uniform,sales-cars,1328.0,0.0,0.0012554128964742024
1340,mlp,Uniform,healthcare-dataset-stroke-data,1.264024248020477,0.0,0.3796895241737366
1341,mlp,Uniform,nursery,1.759262659893061,0.629086088281694,0.02751378297805786
1342,mlp,Uniform,nba_logreg,146938.99123619194,0.0,4.796793551445007
1343,mlp,Uniform,hr-evaluation,0.9690838828446021,0.0,0.17266685724258424
1344,mlp,Uniform,seismic-bumps,1.0017093589210222,0.0,2.6074043679237366
1345,mlp,Uniform,breast-cancer,0.19297692134493122,0.0,0.048846603694714996
1346,mlp,Uniform,covertype,26.37651213693607,0.0,21.70086896419525
1347,mlp,Uniform,Salaries,0.51,0.0,0.0052029299736022945
